Orthogroup	c_variabilis_genome_proteins	c_sorokiniana_genome_proteins
OG0003438	XP_005845898.1	PRW33751.1
OG0003440	XP_005845784.1	PRW33646.1
OG0003441	XP_005845778.1	PRW33528.1
OG0003442	XP_005845886.1	PRW33535.1
OG0003443	XP_005845766.1	PRW33729.1
OG0003444	XP_005845872.1	PRW33746.1
OG0003445	XP_005845880.1	PRW33626.1
OG0003446	XP_005851678.1	PRW60783.1
OG0003447	XP_005852007.1	PRW60329.1
OG0003448	XP_005851677.1	PRW60469.1
OG0003449	XP_005852006.1	PRW60314.1
OG0003450	XP_005852009.1	PRW60191.1
OG0003451	XP_005851680.1	PRW60708.1
OG0003452	XP_005851684.1	PRW60426.1
OG0003453	XP_005852022.1	PRW60410.1
OG0003454	XP_005851692.1	PRW60325.1
OG0003455	XP_005851665.1	PRW60519.1, PRW60520.1
OG0003456	XP_005851985.1	PRW60227.1
OG0003457	XP_005846523.1	PRW59854.1
OG0003459	XP_005852082.1	PRW60623.1
OG0003460	XP_005852026.1	PRW60717.1
OG0003461	XP_005851695.1	PRW60656.1
OG0003462	XP_005851667.1	PRW60362.1
OG0003463	XP_005851987.1	PRW60472.1
OG0003464	XP_005851666.1	PRW60228.1
OG0003465	XP_005851675.1	PRW60506.1
OG0003466	XP_005852002.1	PRW60415.1
OG0003467	XP_005851997.1	PRW60452.1
OG0003468	XP_005851674.1	PRW60363.1
OG0003469	XP_005852070.1	PRW60390.1
OG0003470	XP_005851729.1	PRW60674.1
OG0003471	XP_005851747.1	PRW60416.1, PRW60417.1
OG0003472	XP_005843199.1	PRW05953.1
OG0003473	XP_005843277.1	PRW60983.1
OG0003474	XP_005851754.1	PRW60230.1
OG0003475	XP_005851753.1	PRW60418.1
OG0003476	XP_005851750.1	PRW60868.1
OG0003477	XP_005851768.1	PRW60491.1
OG0003478	XP_005852105.1	PRW60705.1
OG0003479	XP_005852095.1	PRW60645.1
OG0003480	XP_005851763.1	PRW60298.1
OG0003481	XP_005852322.1	PRW32657.1
OG0003483	XP_005852099.1	PRW60846.1
OG0003484	XP_005852097.1	PRW60435.1
OG0003485	XP_005852108.1	PRW60315.1
OG0003486	XP_005852116.1	PRW60614.1
OG0003487	XP_005851775.1	PRW60275.1
OG0003488	XP_005852114.1	PRW60726.1
OG0003489	XP_005852115.1	PRW60713.1
OG0003490	XP_005852118.1	PRW60580.1
OG0003491	XP_005851784.1	PRW60724.1
OG0003492	XP_005852060.1	PRW60349.1
OG0003494	XP_005852059.1	PRW60266.1
OG0003495	XP_005850072.1	PRW56393.1
OG0003496	XP_005846947.1	PRW57136.1
OG0003497	XP_005851785.1	PRW60564.1
OG0003498	XP_005852144.1	PRW60809.1
OG0003499	XP_005852137.1	PRW60194.1
OG0003500	XP_005851810.1	PRW60433.1
OG0003501	XP_005851794.1	PRW60279.1
OG0003502	XP_005852142.1	PRW60813.1
OG0003503	XP_005851787.1	PRW60262.1
OG0003504	XP_005852124.1	PRW60821.1
OG0003505	XP_005846072.1	PRW05785.1
OG0003506	XP_005846863.1	PRW57529.1
OG0003508	XP_005847243.1	PRW44628.1
OG0003509	XP_005851710.1	PRW60644.1
OG0003510	XP_005851704.1	PRW60657.1
OG0003511	XP_005852042.1	PRW60774.1
OG0003512	XP_005852034.1	PRW60406.1
OG0003513	XP_005851703.1	PRW60527.1
OG0003514	XP_005852037.1	PRW60269.1
OG0003515	XP_005850455.1	PRW56640.1
OG0003516	XP_005847342.1	PRW44939.1
OG0003517	XP_005852033.1	PRW60420.1
OG0003518	XP_005851660.1	PRW60533.1, PRW44625.1
OG0003519	XP_005851688.1	PRW60208.1
OG0003520	XP_005852018.1	PRW60264.1
OG0003521	XP_005851659.1	PRW60294.1
OG0003522	XP_005851976.1	PRW60369.1
OG0003523	XP_005847236.1	PRW44430.1
OG0003525	XP_005851998.1	PRW60675.1
OG0003526	XP_005851671.1	PRW60488.1
OG0003527	XP_005851993.1	PRW60318.1
OG0003528	XP_005852088.1	PRW60493.1
OG0003529	XP_005852076.1	PRW60512.1
OG0003530	XP_005852183.1	PRW60276.1
OG0003531	XP_005852179.1	PRW60676.1
OG0003532	XP_005851732.1	PRW60825.1
OG0003533	XP_005851727.1	PRW60543.1
OG0003534	XP_005851725.1	PRW60837.1
OG0003535	XP_005852064.1	PRW60636.1
OG0003537	XP_005846446.1	PRW59453.1
OG0003538	XP_005842956.1	PRW20167.1, PRW50802.1
OG0003539	XP_005851741.1	PRW60784.1
OG0003540	XP_005846351.1	PRW59746.1
OG0003541	XP_005852084.1	PRW60819.1
OG0003542	XP_005851851.1	PRW60586.1
OG0003543	XP_005843815.1	PRW33561.1
OG0003544	XP_005852069.1	PRW60316.1
OG0003545	XP_005845068.1	PRW59254.1
OG0003546	XP_005852245.1	PRW60702.1
OG0003547	XP_005852234.1	PRW60291.1
OG0003548	XP_005851913.1	PRW60607.1
OG0003549	XP_005851918.1	PRW60254.1
OG0003550	XP_005847378.1	PRW44349.1
OG0003551	XP_005852078.1	PRW60394.1
OG0003552	XP_005851737.1	PRW60740.1
OG0003553	XP_005851735.1	PRW60322.1
OG0003554	XP_005852075.1	PRW60304.1
OG0003555	XP_005851733.1	PRW60588.1
OG0003556	XP_005844294.1	PRW61083.1
OG0003557	XP_005844298.1	PRW61310.1
OG0003558	XP_005842586.1	PRW61476.1
OG0003559	XP_005852123.1	PRW60872.1
OG0003560	XP_005844444.1	PRW61271.1
OG0003561	XP_005844428.1	PRW61547.1
OG0003562	XP_005844530.1	PRW20526.1, PRW20525.1
OG0003563	XP_005844343.1	PRW61497.1
OG0003564	XP_005845098.1	PRW45501.1
OG0003565	XP_005845048.1	PRW61263.1
OG0003566	XP_005844361.1	PRW61207.1
OG0003567	XP_005851881.1	PRW61272.1
OG0003568	XP_005843479.1	PRW60927.1
OG0003569	XP_005843509.1	PRW61420.1
OG0003570	XP_005842690.1	PRW61028.1
OG0003571	XP_005844442.1	PRW61378.1
OG0003572	XP_005844751.1	PRW21040.1
OG0003573	XP_005843516.1	PRW60985.1
OG0003574	XP_005849037.1	PRW33965.1
OG0003575	XP_005847852.1	PRW61067.1
OG0003576	XP_005849235.1	PRW34048.1
OG0003577	XP_005849018.1	PRW33958.1
OG0003578	XP_005849228.1	PRW33809.1
OG0003579	XP_005849233.1	PRW33828.1
OG0003580	XP_005849028.1	PRW33889.1
OG0003581	XP_005849022.1	PRW33970.1
OG0003582	XP_005849038.1	PRW33940.1
OG0003583	XP_005845213.1	PRW45706.1
OG0003584	XP_005849137.1	PRW57863.1
OG0003585	XP_005845720.1	PRW33540.1
OG0003586	XP_005849343.1	PRW57595.1
OG0003587	XP_005849345.1	PRW57901.1
OG0003588	XP_005849340.1	PRW57743.1
OG0003589	XP_005849136.1	PRW57799.1
OG0003590	XP_005849333.1	PRW57573.1
OG0003591	XP_005849334.1	PRW57867.1
OG0003592	XP_005849337.1	PRW57770.1
OG0003593	XP_005849295.1	PRW33944.1
OG0003594	XP_005849285.1	PRW34015.1
OG0003595	XP_005850281.1	PRW56447.1
OG0003596	XP_005849296.1	PRW33848.1
OG0003597	XP_005846860.1	PRW57062.1
OG0003598	XP_005846861.1	PRW56970.1
OG0003599	XP_005849281.1	PRW34077.1
OG0003600	XP_005849082.1	PRW34094.1
OG0003601	XP_005848572.1	PRW44869.1
OG0003602	XP_005849286.1	PRW33934.1
OG0003603	XP_005845196.1	PRW45571.1
OG0003604	XP_005849071.1	PRW33797.1
OG0003605	XP_005849275.1	PRW33937.1
OG0003606	XP_005849269.1	PRW33821.1
OG0003607	XP_005849068.1	PRW33912.1
OG0003608	XP_005849271.1	PRW34101.1
OG0003609	XP_005849270.1	PRW34052.1, PRW34051.1
OG0003610	XP_005849066.1	PRW33874.1
OG0003611	XP_005849308.1	PRW33817.1
OG0003612	XP_005849273.1	PRW33903.1
OG0003613	XP_005848694.1	PRW61507.1
OG0003614	XP_005849095.1	PRW34032.1
OG0003615	XP_005849116.1	PRW57842.1
OG0003616	XP_005850206.1	PRW05855.1
OG0003617	XP_005849276.1	PRW34044.1
OG0003618	XP_005849073.1	PRW33967.1
OG0003619	XP_005849096.1	PRW33935.1
OG0003620	XP_005849327.1	PRW57886.1
OG0003621	XP_005849126.1	PRW57910.1
OG0003622	XP_005849065.1	PRW33758.1
OG0003623	XP_005849268.1	PRW34086.1
OG0003624	XP_005849265.1	PRW33925.1
OG0003625	XP_005849266.1	PRW34078.1
OG0003626	XP_005849267.1	PRW33772.1
OG0003627	XP_005849063.1	PRW33968.1
OG0003628	XP_005846723.1	PRW32636.1
OG0003629	XP_005849263.1	PRW33781.1
OG0003630	XP_005849059.1	PRW34059.1
OG0003631	XP_005849262.1	PRW34005.1
OG0003632	XP_005849057.1	PRW33969.1
OG0003633	XP_005849056.1	PRW34023.1
OG0003634	XP_005849192.1	PRW58029.1
OG0003635	XP_005849387.1	PRW57554.1
OG0003636	XP_005849193.1	PRW57767.1
OG0003637	XP_005849331.1	PRW57852.1
OG0003639	XP_005849104.1	PRW57780.1
OG0003640	XP_005849321.1	PRW57876.1
OG0003642	XP_005851270.1	PRW60445.1
OG0003643	XP_005849114.1	PRW57725.1
OG0003644	XP_005849113.1	PRW58000.1
OG0003645	XP_005849182.1	PRW58007.1
OG0003646	XP_005849185.1	PRW57839.1
OG0003647	XP_005849254.1	PRW33876.1
OG0003648	XP_005849111.1	PRW57945.1
OG0003649	XP_005849320.1	PRW57894.1
OG0003650	XP_005849371.1	PRW57735.1
OG0003651	XP_005849372.1	PRW57689.1
OG0003652	XP_005849176.1	PRW57663.1
OG0003653	XP_005842950.1	PRW20209.1
OG0003654	XP_005849200.1	PRW57825.1
OG0003656	XP_005849386.1	PRW57742.1
OG0003657	XP_005849375.1	PRW57841.1
OG0003659	XP_005849399.1	PRW57772.1
OG0003660	XP_005849153.1	PRW58032.1
OG0003661	XP_005849196.1	PRW57668.1
OG0003662	XP_005849197.1	PRW57544.1
OG0003663	XP_005846857.1	PRW57458.1
OG0003664	XP_005849174.1	PRW57883.1
OG0003665	XP_005849373.1	PRW57895.1
OG0003666	XP_005849374.1	PRW57897.1
OG0003667	XP_005849396.1	PRW57927.1
OG0003668	XP_005849401.1	PRW57549.1
OG0003669	XP_005849162.1, XP_005849161.1	PRW57696.1
OG0003670	XP_005849356.1	PRW57757.1
OG0003672	XP_005849360.1	PRW57624.1
OG0003673	XP_005849252.1	PRW34031.1
OG0003674	XP_005849250.1	PRW34060.1
OG0003675	XP_005849249.1	PRW33918.1
OG0003676	XP_005849048.1	PRW34085.1
OG0003677	XP_005846629.1	PRW45506.1
OG0003678	XP_005843963.1	PRW20698.1
OG0003680	XP_005847209.1	PRW57567.1
OG0003681	XP_005849214.1	PRW57969.1
OG0003682	XP_005849414.1	PRW57692.1
OG0003683	XP_005849415.1	PRW57647.1
OG0003684	XP_005849212.1	PRW57758.1
OG0003685	XP_005849411.1	PRW57699.1
OG0003686	XP_005849410.1	PRW57649.1
OG0003687	XP_005849205.1	PRW57707.1
OG0003688	XP_005849433.1	PRW57603.1
OG0003689	XP_005843446.1	PRW59232.1
OG0003690	XP_005848691.1	PRW50756.1
OG0003691	XP_005849430.1	PRW57912.1
OG0003692	XP_005849429.1	PRW58015.1
OG0003693	XP_005843929.1	PRW20746.1
OG0003694	XP_005843851.1	PRW20621.1
OG0003695	XP_005843928.1	PRW20695.1
OG0003696	XP_005851940.1	PRW60697.1
OG0003697	XP_005852259.1	PRW60855.1
OG0003698	XP_005851921.1	PRW60593.1
OG0003699	XP_005852246.1	PRW60760.1
OG0003700	XP_005851943.1	PRW60741.1
OG0003701	XP_005851964.1	PRW60422.1
OG0003702	XP_005852277.1	PRW60587.1
OG0003703	XP_005852252.1	PRW60630.1
OG0003704	XP_005851930.1	PRW60647.1
OG0003705	XP_005852251.1	PRW60867.1
OG0003706	XP_005852269.1	PRW60529.1
OG0003707	XP_005852261.1	PRW60752.1
OG0003708	XP_005852263.1	PRW60226.1
OG0003709	XP_005851938.1	PRW60577.1
OG0003710	XP_005844804.1	PRW21127.1
OG0003711	XP_005852253.1	PRW60485.1
OG0003712	XP_005851931.1	PRW60575.1
OG0003713	XP_005844172.1	PRW60933.1
OG0003714	XP_005851968.1	PRW60283.1
OG0003715	XP_005852238.1	PRW60814.1
OG0003716	XP_005851941.1	PRW60321.1
OG0003717	XP_005851951.1	PRW60335.1
OG0003718	XP_005852260.1	PRW60662.1
OG0003719	XP_005852158.1	PRW60412.1
OG0003720	XP_005852186.1	PRW60216.1
OG0003721	XP_005851876.1	PRW60758.1
OG0003722	XP_005852166.1	PRW60585.1
OG0003723	XP_005852168.1	PRW60414.1
OG0003724	XP_005852161.1	PRW60379.1
OG0003725	XP_005851834.1	PRW60455.1
OG0003726	XP_005851836.1	PRW60615.1
OG0003727	XP_005851867.1	PRW60339.1
OG0003728	XP_005852205.1	PRW60596.1
OG0003730	XP_005851872.1	PRW60277.1
OG0003731	XP_005851884.1	PRW60858.1
OG0003732	XP_005852200.1	PRW60613.1
OG0003733	XP_005851895.1	PRW60798.1
OG0003735	XP_005851893.1	PRW60775.1
OG0003736	XP_005852228.1	PRW60641.1
OG0003737	XP_005851821.1	PRW60728.1
OG0003738	XP_005852224.1	PRW60492.1
OG0003739	XP_005851869.1	PRW60199.1
OG0003740	XP_005851874.1	PRW60440.1
OG0003741	XP_005852221.1	PRW60688.1
OG0003742	XP_005852219.1	PRW60530.1
OG0003743	XP_005851899.1	PRW60195.1
OG0003744	XP_005852231.1	PRW60510.1
OG0003745	XP_005851887.1	PRW60734.1
OG0003746	XP_005851902.1	PRW60458.1
OG0003747	XP_005852233.1	PRW60476.1
OG0003748	XP_005842718.1	PRW60347.1
OG0003749	XP_005843525.1	PRW61095.1, PRW61094.1
OG0003750	XP_005852230.1	PRW60344.1
OG0003751	XP_005851818.1	PRW60747.1
OG0003752	XP_005852150.1	PRW60842.1
OG0003753	XP_005852180.1	PRW60794.1
OG0003754	XP_005851878.1	PRW60671.1
OG0003755	XP_005851883.1	PRW60721.1
OG0003756	XP_005852223.1	PRW60507.1
OG0003757	XP_005848052.1	PRW56964.1
OG0003758	XP_005843939.1	PRW20652.1
OG0003759	XP_005843858.1	PRW20627.1
OG0003760	XP_005843898.1	PRW20685.1
OG0003761	XP_005843940.1	PRW20632.1
OG0003762	XP_005843892.1	PRW20597.1
OG0003763	XP_005845688.1	PRW61018.1
OG0003764	XP_005843681.1	PRW20369.1
OG0003765	XP_005843011.1	PRW59600.1
OG0003766	XP_005851485.1	PRW58482.1
OG0003767	XP_005843888.1	PRW20713.1
OG0003768	XP_005849704.1	PRW60961.1
OG0003769	XP_005843297.1	PRW33120.1
OG0003770	XP_005843941.1	PRW20658.1
OG0003771	XP_005848592.1	PRW51045.1
OG0003772	XP_005843937.1	PRW20667.1
OG0003773	XP_005851109.1	PRW61586.1
OG0003774	XP_005843725.1	PRW20634.1
OG0003775	XP_005842901.1	PRW20602.1
OG0003776	XP_005842908.1	PRW20758.1
OG0003777	XP_005844927.1	PRW33320.1, PRW33321.1
OG0003778	XP_005843874.1	PRW20744.1
OG0003779	XP_005843908.1	PRW20674.1
OG0003780	XP_005843910.1	PRW20763.1
OG0003781	XP_005842877.1	PRW32663.1
OG0003782	XP_005847137.1	PRW57176.1
OG0003783	XP_005843975.1	PRW20757.1
OG0003784	XP_005844660.1	PRW21111.1
OG0003785	XP_005843912.1	PRW20655.1
OG0003786	XP_005843404.1	PRW33082.1
OG0003787	XP_005843873.1	PRW20637.1
OG0003790	XP_005848436.1	PRW44978.1
OG0003791	XP_005845157.1	PRW45561.1
OG0003792	XP_005848359.1	PRW45089.1
OG0003793	XP_005848552.1	PRW45248.1
OG0003794	XP_005848357.1	PRW45081.1
OG0003795	XP_005848550.1	PRW44953.1, PRW44954.1
OG0003796	XP_005847405.1	PRW44507.1
OG0003797	XP_005848558.1	PRW45112.1
OG0003798	XP_005848363.1	PRW45068.1
OG0003799	XP_005848431.1	PRW44960.1
OG0003800	XP_005848238.1	PRW45019.1
OG0003801	XP_005848411.1	PRW45116.1
OG0003802	XP_005848412.1	PRW45258.1
OG0003803	XP_005843067.1	PRW32689.1
OG0003804	XP_005848551.1	PRW45144.1
OG0003805	XP_005848415.1	PRW44982.1
OG0003807	XP_005848531.1	PRW45130.1
OG0003808	XP_005847092.1	PRW57201.1
OG0003809	XP_005843405.1	PRW32887.1
OG0003810	XP_005847257.1	PRW44264.1
OG0003811	XP_005848214.1	PRW44947.1, PRW45058.1
OG0003812	XP_005845420.1	PRW59805.1
OG0003813	XP_005848394.1	PRW44853.1
OG0003814	XP_005848530.1	PRW44877.1
OG0003815	XP_005848402.1	PRW45043.1
OG0003816	XP_005846904.1	PRW57394.1
OG0003818	XP_005848392.1	PRW44903.1
OG0003819	XP_005848408.1	PRW44966.1
OG0003820	XP_005848111.1	PRW57933.1
OG0003821	XP_005847271.1	PRW44408.1
OG0003822	XP_005848220.1	PRW45133.1
OG0003823	XP_005848414.1	PRW45154.1
OG0003824	XP_005848443.1	PRW45085.1
OG0003825	XP_005848439.1	PRW45140.1
OG0003826	XP_005848437.1	PRW44976.1
OG0003827	XP_005847138.1	PRW57483.1
OG0003828	XP_005848434.1	PRW44900.1
OG0003829	XP_005848241.1	PRW45142.1
OG0003830	XP_005848236.1	PRW44912.1
OG0003831	XP_005848561.1	PRW45131.1
OG0003832	XP_005843578.1	PRW61626.1
OG0003833	XP_005848504.1	PRW45205.1
OG0003834	XP_005848503.1	PRW45210.1
OG0003835	XP_005848514.1	PRW45157.1
OG0003836	XP_005848313.1	PRW45256.1
OG0003837	XP_005850200.1	PRW59103.1
OG0003838	XP_005848321.1	PRW45168.1
OG0003839	XP_005848322.1	PRW44958.1
OG0003840	XP_005848512.1	PRW44905.1
OG0003841	XP_005848510.1	PRW45191.1
OG0003842	XP_005848517.1	PRW45236.1
OG0003843	XP_005848324.1	PRW44914.1
OG0003844	XP_005848506.1	PRW45259.1
OG0003845	XP_005848508.1	PRW44932.1
OG0003846	XP_005848319.1	PRW44873.1
OG0003847	XP_005848519.1	PRW44867.1
OG0003848	XP_005848327.1	PRW45211.1
OG0003849	XP_005847684.1	PRW58334.1
OG0003850	XP_005850318.1	PRW56562.1
OG0003851	XP_005848526.1	PRW44863.1
OG0003852	XP_005848343.1	PRW45088.1
OG0003853	XP_005848337.1	PRW44933.1
OG0003854	XP_005848538.1	PRW45217.1
OG0003855	XP_005848338.1	PRW45181.1
OG0003856	XP_005848938.1	PRW50915.1
OG0003857	XP_005848341.1	PRW45048.1
OG0003858	XP_005848528.1	PRW45148.1
OG0003859	XP_005848342.1	PRW44851.1
OG0003860	XP_005848525.1	PRW44893.1
OG0003861	XP_005848534.1	PRW45254.1
OG0003862	XP_005848539.1	PRW44902.1, PRW44901.1
OG0003863	XP_005848362.1	PRW45270.1
OG0003864	XP_005848422.1	PRW44979.1
OG0003865	XP_005848231.1	PRW45196.1
OG0003866	XP_005848555.1	PRW45076.1
OG0003867	XP_005848229.1	PRW45122.1
OG0003868	XP_005848230.1	PRW45265.1
OG0003869	XP_005848421.1	PRW45066.1
OG0003870	XP_005848228.1	PRW45095.1
OG0003871	XP_005848545.1	PRW45053.1
OG0003872	XP_005848544.1	PRW44987.1
OG0003873	XP_005848352.1	PRW44921.1
OG0003874	XP_005848547.1	PRW44876.1
OG0003875	XP_005848356.1	PRW45146.1
OG0003876	XP_005844479.1	PRW32976.1
OG0003877	XP_005844812.1	PRW21029.1
OG0003878	XP_005844811.1	PRW21062.1
OG0003879	XP_005848492.1	PRW59960.1
OG0003880	XP_005842918.1	PRW20242.1
OG0003881	XP_005847244.1	PRW44298.1
OG0003882	XP_005844037.1	PRW20199.1
OG0003883	XP_005844124.1	PRW20186.1
OG0003884	XP_005844123.1	PRW20262.1
OG0003885	XP_005844778.1	PRW20999.1
OG0003886	XP_005844769.1	PRW21113.1
OG0003887	XP_005844711.1	PRW20989.1
OG0003888	XP_005848152.1	PRW20865.1
OG0003890	XP_005844387.1	PRW59010.1
OG0003892	XP_005843834.1	PRW59238.1
OG0003893	XP_005843837.1	PRW59177.1
OG0003894	XP_005843841.1	PRW58926.1
OG0003895	XP_005843798.1	PRW58768.1
OG0003896	XP_005843842.1	PRW58837.1
OG0003897	XP_005845740.1	PRW59418.1
OG0003898	XP_005850123.1	PRW56864.1
OG0003899	XP_005843795.1	PRW59054.1
OG0003900	XP_005845852.1	PRW59367.1
OG0003901	XP_005852249.1	PRW59193.1
OG0003902	XP_005849972.1	PRW58835.1
OG0003903	XP_005843749.1	PRW58952.1
OG0003905	XP_005843475.1	PRW58772.1
OG0003906	XP_005843473.1	PRW58856.1
OG0003907	XP_005843806.1	PRW59270.1
OG0003908	XP_005843444.1	PRW58969.1
OG0003910	XP_005844685.1	PRW21092.1
OG0003911	XP_005844760.1	PRW20988.1
OG0003912	XP_005844687.1	PRW21104.1
OG0003914	XP_005849540.1	PRW59100.1
OG0003915	XP_005849804.1	PRW59323.1
OG0003916	XP_005849787.1	PRW59437.1
OG0003917	XP_005849788.1	PRW59314.1
OG0003918	XP_005849526.1	PRW59004.1
OG0003919	XP_005844305.1	PRW60942.1
OG0003920	XP_005849475.1	PRW58791.1
OG0003921	XP_005849743.1	PRW59335.1
OG0003923	XP_005849484.1	PRW59246.1
OG0003924	XP_005849455.1	PRW57364.1
OG0003925	XP_005849724.1	PRW57007.1
OG0003926	XP_005847413.1	PRW44444.1
OG0003927	XP_005849762.1	PRW59117.1
OG0003928	XP_005849756.1	PRW59191.1
OG0003929	XP_005849487.1	PRW59235.1
OG0003930	XP_005849496.1	PRW58948.1
OG0003931	XP_005849767.1	PRW58919.1
OG0003932	XP_005849448.1	PRW57151.1
OG0003933	XP_005849453.1	PRW57534.1
OG0003934	XP_005849494.1	PRW59262.1
OG0003935	XP_005849758.1	PRW58845.1
OG0003936	XP_005849759.1	PRW59122.1
OG0003937	XP_005849492.1	PRW59009.1
OG0003939	XP_005849482.1	PRW59220.1
OG0003940	XP_005849750.1	PRW59214.1
OG0003941	XP_005849529.1	PRW59295.1
OG0003942	XP_005849790.1	PRW59423.1, PRW59424.1
OG0003943	XP_005849791.1	PRW59317.1
OG0003944	XP_005849793.1	PRW58820.1
OG0003945	XP_005849530.1	PRW58905.1
OG0003946	XP_005849536.1	PRW58899.1
OG0003947	XP_005847868.1	PRW58918.1
OG0003948	XP_005849736.1	PRW59040.1
OG0003949	XP_005849737.1	PRW58833.1
OG0003950	XP_005849467.1	PRW58850.1
OG0003951	XP_005845189.1	PRW45473.1
OG0003952	XP_005849465.1	PRW58988.1
OG0003953	XP_005849463.1	PRW58951.1
OG0003954	XP_005849460.1	PRW59222.1
OG0003955	XP_005849461.1	PRW58800.1
OG0003956	XP_005849457.1	PRW59023.1
OG0003957	XP_005849728.1	PRW59149.1
OG0003958	XP_005849462.1	PRW59225.1
OG0003959	XP_005849729.1	PRW59102.1
OG0003960	XP_005849795.1	PRW58914.1
OG0003961	XP_005845191.1	PRW45372.1
OG0003962	XP_005846358.1	PRW59581.1
OG0003963	XP_005849797.1	PRW59081.1
OG0003964	XP_005845532.1	PRW45426.1
OG0003965	XP_005843592.1	PRW61448.1
OG0003966	XP_005850108.1	PRW56842.1
OG0003967	XP_005846198.1	PRW61136.1
OG0003968	XP_005849469.1	PRW59343.1
OG0003969	XP_005849470.1	PRW58963.1
OG0003970	XP_005849471.1	PRW58908.1
OG0003971	XP_005849442.1	PRW57134.1
OG0003972	XP_005849527.1	PRW59003.1
OG0003973	XP_005849789.1	PRW59008.1
OG0003974	XP_005849717.1	PRW57297.1
OG0003975	XP_005849520.1	PRW59136.1
OG0003976	XP_005849784.1	PRW58725.1
OG0003978	XP_005849720.1	PRW57356.1
OG0003979	XP_005849445.1	PRW57081.1
OG0003980	XP_005849500.1	PRW58832.1
OG0003981	XP_005849507.1	PRW59333.1
OG0003982	XP_005849777.1	PRW59133.1
OG0003983	XP_005849505.1	PRW59098.1
OG0003984	XP_005849501.1	PRW58785.1
OG0003985	XP_005849472.1	PRW58871.1
OG0003986	XP_005843144.1	PRW58846.1
OG0003988	XP_005849468.1	PRW58849.1
OG0003989	XP_005849778.1	PRW59208.1
OG0003991	XP_005847013.1	PRW57480.1
OG0003992	XP_005852243.1	PRW57325.1
OG0003993	XP_005849441.1	PRW57266.1
OG0003994	XP_005850758.1	PRW56240.1
OG0003995	XP_005849515.1	PRW58972.1
OG0003996	XP_005849513.1	PRW59313.1
OG0003997	XP_005849710.1	PRW56894.1
OG0003998	XP_005845786.1	PRW33539.1
OG0003999	XP_005847272.1	PRW44281.1
OG0004000	XP_005847420.1	PRW44613.1
OG0004001	XP_005846761.1	PRW45652.1
OG0004002	XP_005847059.1	PRW57180.1
OG0004004	XP_005847043.1	PRW57382.1
OG0004005	XP_005847045.1	PRW57397.1
OG0004006	XP_005846874.1	PRW57476.1
OG0004007	XP_005846870.1	PRW57153.1
OG0004008	XP_005849959.1	PRW57295.1
OG0004009	XP_005846876.1	PRW57262.1
OG0004010	XP_005847278.1	PRW44280.1
OG0004011	XP_005847277.1	PRW44528.1
OG0004012	XP_005847427.1	PRW44364.1
OG0004013	XP_005846878.1	PRW56919.1
OG0004014	XP_005847504.1	PRW44461.1
OG0004015	XP_005847448.1	PRW44379.1
OG0004016	XP_005844748.1	PRW21140.1
OG0004017	XP_005847442.1	PRW44325.1
OG0004018	XP_005848845.1	PRW58572.1, PRW58571.1
OG0004019	XP_005847285.1	PRW44359.1
OG0004020	XP_005847282.1	PRW44626.1
OG0004021	XP_005847321.1	PRW44596.1
OG0004022	XP_005847487.1	PRW44307.1
OG0004023	XP_005847319.1	PRW44509.1
OG0004024	XP_005847508.1	PRW44560.1
OG0004025	XP_005847330.1	PRW44327.1
OG0004026	XP_005847488.1	PRW44302.1
OG0004027	XP_005847325.1	PRW44301.1
OG0004028	XP_005847338.1	PRW44558.1
OG0004029	XP_005849361.1	PRW21120.1
OG0004030	XP_005847428.1	PRW44426.1
OG0004031	XP_005847301.1	PRW44395.1
OG0004032	XP_005850134.1	PRW56622.1
OG0004033	XP_005847346.1	PRW44606.1
OG0004034	XP_005847345.1	PRW44321.1
OG0004035	XP_005847518.1	PRW44440.1
OG0004036	XP_005843563.1	PRW61491.1
OG0004037	XP_005847344.1	PRW44564.1
OG0004039	XP_005847527.1	PRW44322.1
OG0004040	XP_005847525.1	PRW44357.1
OG0004041	XP_005847327.1	PRW44388.1
OG0004042	XP_005847492.1	PRW44422.1
OG0004043	XP_005847496.1	PRW44543.1
OG0004044	XP_005847453.1	PRW44587.1
OG0004046	XP_005847446.1	PRW44592.1
OG0004047	XP_005846869.1	PRW61368.1
OG0004048	XP_005847279.1	PRW44618.1
OG0004049	XP_005844693.1	PRW20995.1
OG0004050	XP_005845188.1	PRW45666.1
OG0004051	XP_005847431.1	PRW44537.1
OG0004052	XP_005848199.1	PRW45216.1
OG0004053	XP_005847343.1	PRW44467.1
OG0004054	XP_005847517.1	PRW44258.1
OG0004055	XP_005842627.1	PRW44428.1
OG0004056	XP_005848942.1	PRW50932.1
OG0004057	XP_005850204.1	PRW05877.1
OG0004058	XP_005846906.1	PRW56916.1
OG0004059	XP_005844921.1	PRW61433.1
OG0004060	XP_005847461.1	PRW44515.1
OG0004061	XP_005847464.1	PRW44567.1
OG0004062	XP_005847473.1	PRW44310.1
OG0004063	XP_005847470.1	PRW44504.1
OG0004064	XP_005847307.1	PRW44492.1
OG0004065	XP_005851765.1	PRW60250.1
OG0004067	XP_005847314.1	PRW44549.1
OG0004068	XP_005847315.1	PRW44393.1
OG0004069	XP_005847480.1	PRW44333.1
OG0004070	XP_005847435.1	PRW44491.1
OG0004072	XP_005847266.1	PRW44402.1
OG0004073	XP_005847522.1	PRW44488.1
