Orthogroup	c_variabilis_genome_proteins	m_conductrix_genome_proteins
OG0003670	XP_005849356.1	PSC73042.1
OG0003671	XP_005849156.1	PSC73106.1
OG0003672	XP_005849360.1	PSC73023.1
OG0003673	XP_005849252.1	PSC76337.1
OG0003674	XP_005849250.1	PSC76543.1
OG0003675	XP_005849249.1	PSC76600.1
OG0003676	XP_005849048.1	PSC76538.1
OG0003677	XP_005846629.1	PSC69388.1
OG0003678	XP_005843963.1	PSC74662.1
OG0003680	XP_005847209.1	PSC74586.1
OG0003681	XP_005849214.1	PSC69150.1
OG0003682	XP_005849414.1	PSC69176.1
OG0003683	XP_005849415.1	PSC69122.1
OG0003684	XP_005849212.1	PSC69173.1
OG0003685	XP_005849411.1	PSC69138.1
OG0003686	XP_005849410.1	PSC69084.1
OG0003687	XP_005849205.1	PSC69154.1
OG0003688	XP_005849433.1	PSC69147.1
OG0003689	XP_005843446.1	PSC67193.1
OG0003690	XP_005848691.1	PSC76946.1
OG0003691	XP_005849430.1	PSC69149.1
OG0003692	XP_005849429.1	PSC69099.1
OG0003693	XP_005843929.1	PSC68799.1
OG0003694	XP_005843851.1	PSC68757.1
OG0003695	XP_005843928.1	PSC68802.1
OG0003696	XP_005851940.1	PSC68559.1
OG0003697	XP_005852259.1	PSC68533.1
OG0003698	XP_005851921.1	PSC73979.1
OG0003699	XP_005852246.1	PSC74141.1
OG0003700	XP_005851943.1	PSC68546.1
OG0003701	XP_005851964.1	PSC68556.1
OG0003702	XP_005852277.1	PSC68542.1
OG0003703	XP_005852252.1	PSC74308.1
OG0003704	XP_005851930.1	PSC74054.1
OG0003705	XP_005852251.1	PSC74147.1
OG0003706	XP_005852269.1	PSC68551.1
OG0003707	XP_005852261.1	PSC68504.1
OG0003708	XP_005852263.1	PSC68534.1
OG0003709	XP_005851938.1	PSC74315.1
OG0003710	XP_005844804.1	PSC71704.1
OG0003711	XP_005852253.1	PSC74076.1
OG0003712	XP_005851931.1	PSC74102.1
OG0003713	XP_005844172.1	PSC73335.1
OG0003714	XP_005851968.1	PSC68505.1
OG0003715	XP_005852238.1	PSC73991.1
OG0003716	XP_005851941.1	PSC69440.1
OG0003717	XP_005851951.1	PSC68528.1
OG0003718	XP_005852260.1	PSC68525.1
OG0003719	XP_005852158.1	PSC68788.1
OG0003720	XP_005852186.1	PSC67577.1
OG0003723	XP_005852168.1	PSC69312.1
OG0003724	XP_005852161.1	PSC67924.1
OG0003725	XP_005851834.1	PSC67936.1
OG0003726	XP_005851836.1	PSC67892.1
OG0003727	XP_005851867.1	PSC67556.1
OG0003728	XP_005852205.1	PSC67554.1
OG0003730	XP_005851872.1	PSC68632.1
OG0003731	XP_005851884.1	PSC68918.1
OG0003732	XP_005852200.1	PSC67574.1
OG0003733	XP_005851895.1	PSC74260.1
OG0003734	XP_005852226.1	PSC74212.1
OG0003735	XP_005851893.1	PSC74117.1
OG0003736	XP_005852228.1	PSC74256.1
OG0003737	XP_005851821.1	PSC69338.1
OG0003738	XP_005852224.1	PSC74035.1
OG0003739	XP_005851869.1	PSC67557.1
OG0003740	XP_005851874.1	PSC68984.1
OG0003741	XP_005852221.1	PSC68964.1
OG0003742	XP_005852219.1	PSC68923.1
OG0003743	XP_005851899.1	PSC74259.1
OG0003744	XP_005852231.1	PSC74040.1
OG0003745	XP_005851887.1	PSC68967.1
OG0003746	XP_005851902.1	PSC74043.1
OG0003747	XP_005852233.1	PSC74091.1
OG0003748	XP_005842718.1	PSC74190.1
OG0003750	XP_005852230.1	PSC74094.1
OG0003751	XP_005851818.1	PSC69317.1
OG0003752	XP_005852150.1	PSC75163.1
OG0003753	XP_005852180.1	PSC69372.1
OG0003754	XP_005851878.1	PSC68961.1
OG0003755	XP_005851883.1	PSC68951.1
OG0003756	XP_005852223.1	PSC74152.1
OG0003757	XP_005848052.1	PSC70663.1
OG0003758	XP_005843939.1	PSC74627.1
OG0003759	XP_005843858.1	PSC74460.1
OG0003760	XP_005843898.1	PSC74699.1
OG0003761	XP_005843940.1	PSC74433.1
OG0003762	XP_005843892.1	PSC74718.1
OG0003763	XP_005845688.1	PSC74284.1
OG0003764	XP_005843681.1	PSC74376.1
OG0003765	XP_005843011.1	PSC68039.1
OG0003766	XP_005851485.1	PSC68911.1
OG0003767	XP_005843888.1	PSC74467.1
OG0003768	XP_005849704.1	PSC70563.1
OG0003769	XP_005843297.1	PSC69270.1
OG0003770	XP_005843941.1	PSC74395.1
OG0003771	XP_005848592.1	PSC73762.1
OG0003772	XP_005843937.1	PSC68774.1
OG0003773	XP_005851109.1	PSC70594.1
OG0003774	XP_005843725.1	PSC76275.1
OG0003775	XP_005842901.1	PSC67230.1
OG0003776	XP_005842908.1	PSC67204.1
OG0003778	XP_005843874.1	PSC74505.1
OG0003779	XP_005843908.1	PSC68762.1
OG0003780	XP_005843910.1	PSC68742.1
OG0003781	XP_005842877.1	PSC76326.1
OG0003782	XP_005847137.1	PSC72214.1
OG0003783	XP_005843975.1	PSC74443.1
OG0003784	XP_005844660.1	PSC71693.1
OG0003785	XP_005843912.1	PSC68797.1
OG0003786	XP_005843404.1	PSC72956.1
OG0003787	XP_005843873.1	PSC74721.1
OG0003789	XP_005844647.1	PSC70236.1, PSC70237.1
OG0003790	XP_005848436.1	PSC67415.1
OG0003791	XP_005845157.1	PSC68223.1
OG0003792	XP_005848359.1	PSC70973.1
OG0003793	XP_005848552.1	PSC70854.1
OG0003794	XP_005848357.1	PSC67769.1
OG0003796	XP_005847405.1	PSC75229.1
OG0003797	XP_005848558.1	PSC70896.1
OG0003798	XP_005848363.1	PSC70853.1
OG0003799	XP_005848431.1	PSC73242.1
OG0003800	XP_005848238.1	PSC73507.1
OG0003801	XP_005848411.1	PSC67534.1
OG0003802	XP_005848412.1	PSC73345.1
OG0003803	XP_005843067.1	PSC76404.1
OG0003805	XP_005848415.1	PSC73475.1
OG0003806	XP_005848226.1	PSC73352.1
OG0003807	XP_005848531.1	PSC70845.1
OG0003808	XP_005847092.1	PSC72076.1
OG0003809	XP_005843405.1	PSC72992.1
OG0003810	XP_005847257.1	PSC75249.1
OG0003812	XP_005845420.1	PSC76595.1
OG0003813	XP_005848394.1	PSC67524.1
OG0003814	XP_005848530.1	PSC70967.1
OG0003815	XP_005848402.1	PSC67512.1
OG0003816	XP_005846904.1	PSC72244.1
OG0003818	XP_005848392.1	PSC67520.1
OG0003819	XP_005848408.1	PSC67525.1
OG0003820	XP_005848111.1	PSC67893.1
OG0003821	XP_005847271.1	PSC70947.1
OG0003822	XP_005848220.1	PSC73295.1
OG0003823	XP_005848414.1	PSC73467.1
OG0003824	XP_005848443.1	PSC70376.1
OG0003825	XP_005848439.1	PSC67411.1
OG0003826	XP_005848437.1	PSC67395.1
OG0003827	XP_005847138.1	PSC72111.1
OG0003828	XP_005848434.1	PSC75310.1
OG0003829	XP_005848241.1	PSC75373.1
OG0003830	XP_005848236.1	PSC73393.1
OG0003831	XP_005848561.1	PSC70977.1
OG0003832	XP_005843578.1	PSC74107.1
OG0003833	XP_005848504.1	PSC70334.1
OG0003834	XP_005848503.1	PSC70381.1
OG0003835	XP_005848514.1	PSC70395.1
OG0003836	XP_005848313.1	PSC70318.1
OG0003837	XP_005850200.1	PSC69774.1
OG0003838	XP_005848321.1	PSC70422.1
OG0003839	XP_005848322.1	PSC70338.1
OG0003840	XP_005848512.1	PSC70468.1
OG0003842	XP_005848517.1	PSC70440.1
OG0003843	XP_005848324.1	PSC70438.1
OG0003844	XP_005848506.1	PSC70385.1
OG0003845	XP_005848508.1	PSC70379.1
OG0003846	XP_005848319.1	PSC70321.1
OG0003847	XP_005848519.1	PSC70397.1
OG0003848	XP_005848327.1	PSC70416.1
OG0003849	XP_005847684.1	PSC73725.1
OG0003850	XP_005850318.1	PSC72410.1
OG0003851	XP_005848526.1	PSC70384.1
OG0003852	XP_005848343.1	PSC70988.1
OG0003853	XP_005848337.1	PSC70335.1
OG0003854	XP_005848538.1	PSC70842.1
OG0003855	XP_005848338.1	PSC70429.1
OG0003856	XP_005848938.1	PSC75671.1
OG0003857	XP_005848341.1	PSC70903.1
OG0003858	XP_005848528.1	PSC70970.1
OG0003859	XP_005848342.1	PSC70876.1
OG0003860	XP_005848525.1	PSC70361.1
OG0003861	XP_005848534.1	PSC70829.1
OG0003862	XP_005848539.1	PSC70945.1
OG0003863	XP_005848362.1	PSC71004.1
OG0003864	XP_005848422.1	PSC73402.1
OG0003865	XP_005848231.1	PSC73344.1
OG0003866	XP_005848555.1	PSC70882.1
OG0003867	XP_005848229.1	PSC73390.1
OG0003868	XP_005848230.1	PSC73314.1
OG0003869	XP_005848421.1	PSC73349.1
OG0003870	XP_005848228.1	PSC73479.1
OG0003871	XP_005848545.1	PSC67787.1
OG0003872	XP_005848544.1	PSC67794.1
OG0003873	XP_005848352.1	PSC68063.1
OG0003874	XP_005848547.1	PSC67804.1
OG0003875	XP_005848356.1	PSC67800.1
OG0003876	XP_005844479.1	PSC69107.1
OG0003877	XP_005844812.1	PSC71802.1
OG0003878	XP_005844811.1	PSC71705.1
OG0003879	XP_005848492.1	PSC71762.1
OG0003880	XP_005842918.1	PSC70808.1
OG0003881	XP_005847244.1	PSC75630.1
OG0003882	XP_005844037.1	PSC70784.1
OG0003883	XP_005844124.1	PSC71273.1
OG0003884	XP_005844123.1	PSC71378.1
OG0003885	XP_005844778.1	PSC71691.1
OG0003886	XP_005844769.1	PSC71843.1
OG0003887	XP_005844711.1	PSC71781.1
OG0003890	XP_005844387.1	PSC73353.1
OG0003891	XP_005843456.1	PSC73433.1, PSC73434.1
OG0003893	XP_005843837.1	PSC75636.1
OG0003894	XP_005843841.1	PSC75869.1
OG0003895	XP_005843798.1	PSC75394.1
OG0003896	XP_005843842.1	PSC75457.1
OG0003897	XP_005845740.1	PSC75609.1
OG0003898	XP_005850123.1	PSC72631.1
OG0003899	XP_005843795.1	PSC75687.1
OG0003900	XP_005845852.1	PSC75550.1
OG0003901	XP_005852249.1	PSC73812.1
OG0003902	XP_005849972.1	PSC67950.1
OG0003903	XP_005843749.1	PSC72396.1
OG0003905	XP_005843475.1	PSC67916.1
OG0003906	XP_005843473.1	PSC67934.1
OG0003907	XP_005843806.1	PSC72490.1
OG0003908	XP_005843444.1	PSC67926.1
OG0003910	XP_005844685.1	PSC71823.1
OG0003911	XP_005844760.1	PSC71759.1
OG0003912	XP_005844687.1	PSC71708.1
OG0003913	XP_005845654.1	PSC73959.1
OG0003914	XP_005849540.1	PSC76525.1
OG0003915	XP_005849804.1	PSC76753.1
OG0003916	XP_005849787.1	PSC73764.1
OG0003917	XP_005849788.1	PSC73852.1
OG0003918	XP_005849526.1	PSC73938.1
OG0003919	XP_005844305.1	PSC67292.1
OG0003920	XP_005849475.1	PSC76493.1
OG0003921	XP_005849743.1	PSC76321.1
OG0003922	XP_005849749.1	PSC67158.1, PSC71942.1
OG0003923	XP_005849484.1	PSC71867.1
OG0003924	XP_005849455.1	PSC76545.1
OG0003925	XP_005849724.1	PSC76233.1
OG0003926	XP_005847413.1	PSC70861.1
OG0003927	XP_005849762.1	PSC75400.1
OG0003928	XP_005849756.1	PSC75849.1
OG0003929	XP_005849487.1	PSC75383.1
OG0003930	XP_005849496.1	PSC75234.1
OG0003931	XP_005849767.1	PSC75944.1
OG0003932	XP_005849448.1	PSC73636.1
OG0003933	XP_005849453.1	PSC77071.1
OG0003934	XP_005849494.1	PSC75531.1
OG0003935	XP_005849758.1	PSC71875.1
OG0003936	XP_005849759.1	PSC71935.1
OG0003937	XP_005849492.1	PSC72042.1
OG0003938	XP_005851942.1, XP_005845918.1	PSC71856.1
OG0003939	XP_005849482.1	PSC71889.1
OG0003940	XP_005849750.1	PSC71880.1
OG0003941	XP_005849529.1	PSC73610.1
OG0003943	XP_005849791.1	PSC73690.1
OG0003944	XP_005849793.1	PSC76421.1
OG0003945	XP_005849530.1	PSC73646.1
OG0003946	XP_005849536.1	PSC76514.1
OG0003948	XP_005849736.1	PSC76605.1
OG0003949	XP_005849737.1	PSC76440.1
OG0003950	XP_005849467.1	PSC76424.1
OG0003951	XP_005845189.1	PSC73673.1
OG0003952	XP_005849465.1	PSC76385.1
OG0003953	XP_005849463.1	PSC76802.1
OG0003954	XP_005849460.1	PSC76676.1
OG0003955	XP_005849461.1	PSC76161.1
OG0003956	XP_005849457.1	PSC76966.1
OG0003957	XP_005849728.1	PSC76450.1
OG0003958	XP_005849462.1	PSC76975.1
OG0003959	XP_005849729.1	PSC76671.1
OG0003960	XP_005849795.1	PSC73910.1
OG0003961	XP_005845191.1	PSC73790.1
OG0003962	XP_005846358.1	PSC69611.1
OG0003963	XP_005849797.1	PSC76672.1
OG0003964	XP_005845532.1	PSC76916.1
OG0003965	XP_005843592.1	PSC70515.1
OG0003966	XP_005850108.1	PSC72922.1
OG0003967	XP_005846198.1	PSC74215.1
OG0003968	XP_005849469.1	PSC76565.1
OG0003969	XP_005849470.1	PSC76047.1
OG0003970	XP_005849471.1	PSC76870.1
OG0003971	XP_005849442.1	PSC68182.1
OG0003972	XP_005849527.1	PSC73553.1
OG0003973	XP_005849789.1	PSC73952.1
OG0003974	XP_005849717.1	PSC68209.1
OG0003975	XP_005849520.1	PSC76305.1
OG0003976	XP_005849784.1	PSC73879.1
OG0003977	XP_005843454.1, XP_005845225.1	PSC74795.1
OG0003978	XP_005849720.1	PSC68192.1
OG0003979	XP_005849445.1	PSC68220.1
OG0003980	XP_005849500.1	PSC75660.1
OG0003981	XP_005849507.1	PSC73948.1
OG0003982	XP_005849777.1	PSC73682.1
OG0003983	XP_005849505.1	PSC75362.1
OG0003984	XP_005849501.1	PSC75727.1
OG0003985	XP_005849472.1	PSC76850.1
OG0003986	XP_005843144.1	PSC70838.1
OG0003988	XP_005849468.1	PSC76027.1
OG0003989	XP_005849778.1	PSC73549.1
OG0003991	XP_005847013.1	PSC72183.1
OG0003992	XP_005852243.1	PSC72189.1
OG0003993	XP_005849441.1	PSC68201.1
OG0003994	XP_005850758.1	PSC69048.1
OG0003995	XP_005849515.1	PSC76664.1
OG0003996	XP_005849513.1	PSC73930.1
OG0003997	XP_005849710.1	PSC68214.1
OG0003998	XP_005845786.1	PSC70037.1
OG0003999	XP_005847272.1	PSC70883.1
OG0004000	XP_005847420.1	PSC70927.1
OG0004001	XP_005846761.1	PSC69333.1
OG0004002	XP_005847059.1	PSC72255.1
OG0004004	XP_005847043.1	PSC72230.1
OG0004005	XP_005847045.1	PSC72243.1
OG0004006	XP_005846874.1	PSC72192.1
OG0004007	XP_005846870.1	PSC72263.1
OG0004008	XP_005849959.1	PSC72336.1
OG0004009	XP_005846876.1	PSC72322.1
OG0004010	XP_005847278.1	PSC70869.1
OG0004011	XP_005847277.1	PSC70932.1
OG0004012	XP_005847427.1	PSC70865.1
OG0004013	XP_005846878.1	PSC72088.1
OG0004014	XP_005847504.1	PSC69882.1
OG0004015	XP_005847448.1	PSC69888.1
OG0004016	XP_005844748.1	PSC71788.1
OG0004017	XP_005847442.1	PSC70938.1
OG0004019	XP_005847285.1	PSC70968.1
OG0004020	XP_005847282.1	PSC70971.1
OG0004021	XP_005847321.1	PSC69853.1
OG0004022	XP_005847487.1	PSC69873.1
OG0004023	XP_005847319.1	PSC69940.1
OG0004024	XP_005847508.1	PSC69948.1
OG0004025	XP_005847330.1	PSC69875.1
OG0004026	XP_005847488.1	PSC69868.1
OG0004027	XP_005847325.1	PSC69955.1
OG0004028	XP_005847338.1	PSC69966.1
OG0004029	XP_005849361.1	PSC73250.1
OG0004030	XP_005847428.1	PSC70930.1
OG0004031	XP_005847301.1	PSC71002.1
OG0004032	XP_005850134.1	PSC71500.1
OG0004033	XP_005847346.1	PSC69969.1
OG0004034	XP_005847345.1	PSC69886.1
OG0004035	XP_005847518.1	PSC69945.1
OG0004036	XP_005843563.1	PSC70495.1
OG0004037	XP_005847344.1	PSC69930.1
OG0004039	XP_005847527.1	PSC69935.1
OG0004040	XP_005847525.1	PSC69941.1
OG0004041	XP_005847327.1	PSC69946.1
OG0004042	XP_005847492.1	PSC69842.1
OG0004043	XP_005847496.1	PSC69965.1
OG0004044	XP_005847453.1	PSC69856.1
OG0004046	XP_005847446.1	PSC69962.1
OG0004047	XP_005846869.1	PSC74153.1
OG0004048	XP_005847279.1	PSC70895.1
OG0004049	XP_005844693.1	PSC71803.1
OG0004050	XP_005845188.1	PSC73639.1
OG0004051	XP_005847431.1	PSC70956.1
OG0004052	XP_005848199.1	PSC67531.1
OG0004053	XP_005847343.1	PSC69879.1
OG0004054	XP_005847517.1	PSC69880.1
OG0004055	XP_005842627.1	PSC69893.1
OG0004056	XP_005848942.1	PSC75750.1
OG0004057	XP_005850204.1	PSC69834.1
OG0004058	XP_005846906.1	PSC72198.1
OG0004059	XP_005844921.1	PSC70541.1
OG0004060	XP_005847461.1	PSC69860.1
OG0004061	XP_005847464.1	PSC69892.1
OG0004062	XP_005847473.1	PSC70998.1
OG0004063	XP_005847470.1	PSC69885.1
OG0004065	XP_005851765.1	PSC75026.1
OG0004067	XP_005847314.1	PSC69939.1
OG0004068	XP_005847315.1	PSC69876.1
OG0004069	XP_005847480.1	PSC69916.1
OG0004070	XP_005847435.1	PSC70908.1
OG0004072	XP_005847266.1	PSC70937.1
OG0004073	XP_005847522.1	PSC69895.1
OG0004074	XP_005843830.1	PSC67912.1
OG0004075	XP_005843785.1	PSC67907.1
OG0004077	XP_005843460.1	PSC73272.1
OG0004078	XP_005843428.1	PSC73429.1
OG0004079	XP_005843840.1	PSC75449.1
OG0004080	XP_005843000.1	PSC71001.1
OG0004081	XP_005846717.1	PSC75934.1
OG0004082	XP_005847416.1	PSC70900.1
OG0004083	XP_005847632.1	PSC75428.1, PSC75427.1
OG0004084	XP_005850404.1	PSC68099.1
OG0004085	XP_005845143.1	PSC68230.1
OG0004086	XP_005843965.1	PSC67491.1
OG0004087	XP_005843964.1	PSC67506.1
OG0004088	XP_005843902.1	PSC67497.1
OG0004089	XP_005846899.1	PSC72208.1
OG0004090	XP_005848440.1	PSC67394.1
OG0004091	XP_005843932.1	PSC68767.1
OG0004092	XP_005843846.1	PSC67714.1
OG0004094	XP_005851088.1	PSC75817.1
OG0004095	XP_005844985.1	PSC67593.1
OG0004096	XP_005844899.1	PSC73417.1
OG0004097	XP_005844909.1	PSC73509.1
OG0004098	XP_005844995.1	PSC67605.1
OG0004099	XP_005844914.1	PSC73444.1
OG0004100	XP_005845011.1	PSC73331.1
OG0004101	XP_005851079.1	PSC68568.1
OG0004102	XP_005851095.1	PSC73374.1
OG0004103	XP_005851381.1	PSC68643.1
OG0004104	XP_005851078.1	PSC68647.1
OG0004105	XP_005851378.1	PSC68634.1
OG0004106	XP_005851087.1	PSC68578.1
OG0004107	XP_005851082.1	PSC68581.1
OG0004108	XP_005851379.1	PSC68606.1
OG0004109	XP_005846872.1	PSC72128.1
OG0004110	XP_005851352.1	PSC68598.1
OG0004111	XP_005851058.1	PSC68570.1
OG0004113	XP_005851071.1	PSC75258.1
OG0004114	XP_005851354.1	PSC68646.1
OG0004115	XP_005851353.1	PSC68617.1
OG0004116	XP_005851074.1	PSC68624.1
OG0004117	XP_005851402.1	PSC75435.1
OG0004118	XP_005851107.1	PSC75345.1
OG0004119	XP_005851401.1	PSC75748.1
OG0004120	XP_005851104.1	PSC75481.1
OG0004121	XP_005851141.1	PSC75808.1
OG0004122	XP_005851432.1	PSC75250.1
OG0004123	XP_005851422.1	PSC75867.1
OG0004124	XP_005847409.1	PSC75286.1
OG0004127	XP_005851130.1	PSC75522.1
OG0004128	XP_005851134.1	PSC75242.1
OG0004129	XP_005851359.1	PSC75420.1
OG0004130	XP_005851064.1	PSC75267.1
OG0004131	XP_005851108.1	PSC75744.1
OG0004132	XP_005851387.1	PSC75416.1
OG0004133	XP_005851412.1	PSC75477.1
OG0004134	XP_005851415.1	PSC67234.1
OG0004135	XP_005851416.1	PSC67239.1
OG0004136	XP_005851417.1	PSC67238.1
OG0004137	XP_005851139.1	PSC75831.1
OG0004138	XP_005851431.1	PSC75635.1
OG0004139	XP_005851360.1	PSC75281.1
OG0004140	XP_005851361.1	PSC75754.1
OG0004141	XP_005851061.1	PSC75424.1
OG0004142	XP_005851356.1	PSC75782.1
OG0004143	XP_005844420.1	PSC73221.1
OG0004144	XP_005850221.1	PSC75659.1
OG0004146	XP_005846739.1	PSC69642.1
OG0004147	XP_005851059.1	PSC75961.1
OG0004148	XP_005851093.1	PSC75514.1
OG0004149	XP_005851385.1	PSC75256.1
OG0004150	XP_005844398.1	PSC73490.1
OG0004151	XP_005851393.1	PSC75389.1
OG0004152	XP_005850911.1	PSC71664.1
OG0004153	XP_005851434.1	PSC75644.1
OG0004154	XP_005851142.1	PSC75615.1
OG0004155	XP_005851143.1	PSC75850.1
OG0004156	XP_005851435.1	PSC75712.1
OG0004157	XP_005844351.1	PSC67286.1
OG0004158	XP_005851144.1	PSC75915.1
OG0004159	XP_005851444.1	PSC67360.1
OG0004160	XP_005851160.1	PSC75902.1
OG0004161	XP_005851439.1	PSC75729.1
OG0004162	XP_005851151.1	PSC75721.1
OG0004163	XP_005851157.1	PSC67354.1
OG0004164	XP_005851440.1	PSC75626.1
OG0004165	XP_005851145.1	PSC75287.1
OG0004166	XP_005851167.1	PSC68889.1
OG0004167	XP_005851453.1	PSC68888.1
OG0004168	XP_005851169.1	PSC67358.1
OG0004169	XP_005851464.1	PSC68884.1
OG0004170	XP_005851180.1	PSC68825.1
OG0004171	XP_005851181.1	PSC68893.1
OG0004172	XP_005851182.1	PSC68849.1
OG0004173	XP_005851471.1	PSC68831.1
OG0004174	XP_005851183.1	PSC68838.1
OG0004175	XP_005851470.1	PSC68826.1
OG0004176	XP_005850393.1	PSC71623.1
OG0004177	XP_005850145.1	PSC71506.1
OG0004178	XP_005851185.1	PSC68866.1
OG0004179	XP_005851473.1	PSC68824.1
OG0004180	XP_005843585.1	PSC74225.1
OG0004181	XP_005843540.1, XP_005843541.1	PSC74313.1
OG0004182	XP_005851186.1	PSC68912.1
OG0004183	XP_005845175.1	PSC73897.1
OG0004184	XP_005847600.1	PSC74409.1
OG0004185	XP_005851189.1	PSC68908.1
OG0004186	XP_005851482.1	PSC68878.1
OG0004187	XP_005851190.1	PSC68832.1
OG0004188	XP_005851188.1	PSC68886.1
OG0004189	XP_005851500.1	PSC75126.1
OG0004190	XP_005851499.1	PSC74981.1
OG0004191	XP_005851201.1	PSC68875.1
OG0004192	XP_005851200.1	PSC68829.1
OG0004193	XP_005851493.1	PSC68897.1
OG0004194	XP_005851489.1	PSC68843.1
OG0004195	XP_005851487.1	PSC68851.1
OG0004196	XP_005851195.1	PSC68830.1
OG0004197	XP_005851192.1	PSC68890.1
OG0004198	XP_005851504.1	PSC75168.1
OG0004199	XP_005851215.1	PSC75192.1
OG0004200	XP_005852191.1, XP_005851505.1	PSC68243.1
OG0004201	XP_005851218.1	PSC74943.1
OG0004202	XP_005851217.1	PSC75103.1
OG0004203	XP_005851223.1, XP_005850037.1	PSC68258.1
OG0004204	XP_005851512.1	PSC68290.1
OG0004206	XP_005851225.1	PSC68256.1
OG0004207	XP_005846536.1	PSC76624.1
OG0004208	XP_005845229.1	PSC68590.1
OG0004209	XP_005851521.1	PSC68287.1
OG0004210	XP_005851253.1	PSC73927.1
OG0004211	XP_005851250.1	PSC73661.1
OG0004212	XP_005851536.1	PSC73891.1
OG0004213	XP_005851249.1	PSC73640.1
OG0004214	XP_005845086.1	PSC73874.1
OG0004215	XP_005851248.1	PSC73700.1
OG0004216	XP_005851535.1	PSC73609.1
OG0004217	XP_005851530.1	PSC73941.1
OG0004218	XP_005851245.1	PSC73831.1
OG0004219	XP_005851244.1	PSC73718.1
OG0004220	XP_005851529.1	PSC73893.1
OG0004221	XP_005849772.1	PSC75554.1
OG0004222	XP_005851300.1	PSC76763.1
OG0004223	XP_005851609.1	PSC76031.1
OG0004224	XP_005851601.1	PSC76554.1
OG0004225	XP_005851600.1	PSC76093.1
OG0004226	XP_005851304.1	PSC76804.1
OG0004228	XP_005845208.1	PSC73881.1
OG0004229	XP_005851312.1	PSC76334.1
OG0004230	XP_005851317.1	PSC76632.1
OG0004231	XP_005851622.1	PSC76176.1
OG0004232	XP_005851318.1	PSC76504.1
OG0004233	XP_005851325.1	PSC76150.1
OG0004234	XP_005851319.1	PSC76160.1
OG0004235	XP_005852220.1	PSC68928.1
OG0004236	XP_005846843.1	PSC72112.1
OG0004238	XP_005851314.1	PSC76932.1
OG0004239	XP_005844826.1	PSC69273.1
OG0004240	XP_005851315.1	PSC76913.1
OG0004241	XP_005851316.1	PSC76574.1
OG0004242	XP_005851313.1	PSC76306.1
OG0004243	XP_005851631.1	PSC76650.1
OG0004244	XP_005846611.1	PSC68666.1
OG0004245	XP_005851629.1	PSC76625.1
OG0004246	XP_005843900.1	PSC74533.1
OG0004247	XP_005850536.1	PSC70642.1
OG0004248	XP_005851269.1	PSC73605.1
OG0004249	XP_005851273.1	PSC73551.1
OG0004250	XP_005845107.1	PSC68615.1, PSC68616.1
OG0004251	XP_005845529.1	PSC70578.1
OG0004252	XP_005851274.1	PSC73688.1
OG0004253	XP_005851568.1	PSC73638.1
OG0004255	XP_005851285.1	PSC76072.1
OG0004256	XP_005851573.1	PSC73750.1
OG0004257	XP_005842552.1	PSC76188.1
OG0004258	XP_005847414.1	PSC70912.1
OG0004259	XP_005847265.1	PSC70915.1
OG0004260	XP_005851597.1	PSC76836.1
OG0004261	XP_005851596.1	PSC76322.1
OG0004262	XP_005851302.1	PSC76942.1
OG0004263	XP_005851599.1	PSC76674.1
OG0004264	XP_005851303.1	PSC76443.1
OG0004265	XP_005851598.1	PSC76289.1
OG0004266	XP_005851234.1	PSC68241.1
OG0004267	XP_005851235.1	PSC68275.1
OG0004268	XP_005851526.1	PSC68284.1
OG0004269	XP_005851448.1	PSC68827.1
OG0004270	XP_005851458.1	PSC68870.1
OG0004271	XP_005851462.1	PSC68868.1
OG0004272	XP_005851177.1	PSC68822.1
OG0004273	XP_005851171.1	PSC67353.1
OG0004274	XP_005851445.1	PSC68819.1
OG0004275	XP_005851164.1	PSC68910.1
OG0004276	XP_005851260.1	PSC73593.1
OG0004277	XP_005851263.1	PSC73937.1
OG0004278	XP_005851544.1	PSC73570.1
OG0004279	XP_005851254.1	PSC73717.1
OG0004280	XP_005851545.1	PSC73880.1
OG0004281	XP_005851256.1	PSC73787.1
OG0004282	XP_005851547.1	PSC73621.1
OG0004283	XP_005851266.1	PSC73829.1
OG0004284	XP_005851555.1	PSC73842.1
OG0004285	XP_005851553.1	PSC73832.1
OG0004286	XP_005851262.1	PSC73736.1
OG0004287	XP_005851261.1	PSC73755.1
OG0004288	XP_005849832.1	PSC75981.1
OG0004289	XP_005846588.1	PSC75980.1
OG0004290	XP_005847260.1	PSC75906.1
OG0004291	XP_005846729.1	PSC75606.1
OG0004292	XP_005846580.1	PSC75723.1
OG0004293	XP_005846709.1	PSC75244.1
OG0004294	XP_005846584.1	PSC75743.1
OG0004295	XP_005846605.1	PSC76943.1, PSC76944.1
OG0004296	XP_005846608.1	PSC68711.1
OG0004297	XP_005851593.1	PSC76790.1
OG0004299	XP_005846737.1	PSC75588.1
OG0004300	XP_005846748.1	PSC68703.1
OG0004301	XP_005846602.1	PSC75794.1
OG0004302	XP_005846741.1	PSC68712.1
OG0004303	XP_005846746.1	PSC68735.1
OG0004304	XP_005846600.1	PSC68736.1
OG0004305	XP_005842886.1	PSC76080.1
OG0004306	XP_005842874.1	PSC76680.1
OG0004307	XP_005844208.1	PSC70523.1
OG0004308	XP_005843037.1	PSC76147.1
OG0004309	XP_005843062.1	PSC76062.1
OG0004311	XP_005843066.1	PSC76711.1
OG0004312	XP_005843044.1	PSC76507.1
