Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_variabilis_genome_proteins
OG0003665	PSC73042.1	XP_005849356.1
OG0003666	PSC73106.1	XP_005849156.1
OG0003667	PSC73023.1	XP_005849360.1
OG0003668	PSC76337.1	XP_005849252.1
OG0003669	PSC76543.1	XP_005849250.1
OG0003670	PSC76600.1	XP_005849249.1
OG0003671	PSC76538.1	XP_005849048.1
OG0003672	PSC69388.1	XP_005846629.1
OG0003673	PSC74662.1	XP_005843963.1
OG0003675	PSC74586.1	XP_005847209.1
OG0003676	PSC69150.1	XP_005849214.1
OG0003677	PSC69176.1	XP_005849414.1
OG0003678	PSC69122.1	XP_005849415.1
OG0003679	PSC69173.1	XP_005849212.1
OG0003680	PSC69138.1	XP_005849411.1
OG0003681	PSC69084.1	XP_005849410.1
OG0003682	PSC69154.1	XP_005849205.1
OG0003683	PSC69147.1	XP_005849433.1
OG0003684	PSC67193.1	XP_005843446.1
OG0003685	PSC76946.1	XP_005848691.1
OG0003686	PSC69149.1	XP_005849430.1
OG0003687	PSC69099.1	XP_005849429.1
OG0003688	PSC68799.1	XP_005843929.1
OG0003689	PSC68757.1	XP_005843851.1
OG0003690	PSC68802.1	XP_005843928.1
OG0003691	PSC68559.1	XP_005851940.1
OG0003692	PSC68533.1	XP_005852259.1
OG0003693	PSC73979.1	XP_005851921.1
OG0003694	PSC74141.1	XP_005852246.1
OG0003695	PSC68546.1	XP_005851943.1
OG0003696	PSC68556.1	XP_005851964.1
OG0003697	PSC68542.1	XP_005852277.1
OG0003698	PSC74308.1	XP_005852252.1
OG0003699	PSC74054.1	XP_005851930.1
OG0003700	PSC74147.1	XP_005852251.1
OG0003701	PSC68551.1	XP_005852269.1
OG0003702	PSC68504.1	XP_005852261.1
OG0003703	PSC68534.1	XP_005852263.1
OG0003704	PSC74315.1	XP_005851938.1
OG0003705	PSC71704.1	XP_005844804.1
OG0003706	PSC74076.1	XP_005852253.1
OG0003707	PSC74102.1	XP_005851931.1
OG0003708	PSC73335.1	XP_005844172.1
OG0003709	PSC68505.1	XP_005851968.1
OG0003710	PSC73991.1	XP_005852238.1
OG0003711	PSC69440.1	XP_005851941.1
OG0003712	PSC68528.1	XP_005851951.1
OG0003713	PSC68525.1	XP_005852260.1
OG0003714	PSC68788.1	XP_005852158.1
OG0003715	PSC67577.1	XP_005852186.1
OG0003718	PSC69312.1	XP_005852168.1
OG0003719	PSC67924.1	XP_005852161.1
OG0003720	PSC67936.1	XP_005851834.1
OG0003721	PSC67892.1	XP_005851836.1
OG0003722	PSC67556.1	XP_005851867.1
OG0003723	PSC67554.1	XP_005852205.1
OG0003725	PSC68632.1	XP_005851872.1
OG0003726	PSC68918.1	XP_005851884.1
OG0003727	PSC67574.1	XP_005852200.1
OG0003728	PSC74260.1	XP_005851895.1
OG0003729	PSC74212.1	XP_005852226.1
OG0003730	PSC74117.1	XP_005851893.1
OG0003731	PSC74256.1	XP_005852228.1
OG0003732	PSC69338.1	XP_005851821.1
OG0003733	PSC74035.1	XP_005852224.1
OG0003734	PSC67557.1	XP_005851869.1
OG0003735	PSC68984.1	XP_005851874.1
OG0003736	PSC68964.1	XP_005852221.1
OG0003737	PSC68923.1	XP_005852219.1
OG0003738	PSC74259.1	XP_005851899.1
OG0003739	PSC74040.1	XP_005852231.1
OG0003740	PSC68967.1	XP_005851887.1
OG0003741	PSC74043.1	XP_005851902.1
OG0003742	PSC74091.1	XP_005852233.1
OG0003743	PSC74190.1	XP_005842718.1
OG0003745	PSC74094.1	XP_005852230.1
OG0003746	PSC69317.1	XP_005851818.1
OG0003747	PSC75163.1	XP_005852150.1
OG0003748	PSC69372.1	XP_005852180.1
OG0003749	PSC68961.1	XP_005851878.1
OG0003750	PSC68951.1	XP_005851883.1
OG0003751	PSC74152.1	XP_005852223.1
OG0003752	PSC70663.1	XP_005848052.1
OG0003753	PSC74627.1	XP_005843939.1
OG0003754	PSC74460.1	XP_005843858.1
OG0003755	PSC74699.1	XP_005843898.1
OG0003756	PSC74433.1	XP_005843940.1
OG0003757	PSC74718.1	XP_005843892.1
OG0003758	PSC74284.1	XP_005845688.1
OG0003759	PSC74376.1	XP_005843681.1
OG0003760	PSC68039.1	XP_005843011.1
OG0003761	PSC68911.1	XP_005851485.1
OG0003762	PSC74467.1	XP_005843888.1
OG0003763	PSC70563.1	XP_005849704.1
OG0003764	PSC69270.1	XP_005843297.1
OG0003765	PSC74395.1	XP_005843941.1
OG0003766	PSC73762.1	XP_005848592.1
OG0003767	PSC68774.1	XP_005843937.1
OG0003768	PSC70594.1	XP_005851109.1
OG0003769	PSC76275.1	XP_005843725.1
OG0003770	PSC67230.1	XP_005842901.1
OG0003771	PSC67204.1	XP_005842908.1
OG0003773	PSC74505.1	XP_005843874.1
OG0003774	PSC68762.1	XP_005843908.1
OG0003775	PSC68742.1	XP_005843910.1
OG0003776	PSC76326.1	XP_005842877.1
OG0003777	PSC72214.1	XP_005847137.1
OG0003778	PSC74443.1	XP_005843975.1
OG0003779	PSC71693.1	XP_005844660.1
OG0003780	PSC68797.1	XP_005843912.1
OG0003781	PSC72956.1	XP_005843404.1
OG0003782	PSC74721.1	XP_005843873.1
OG0003784	PSC70236.1, PSC70237.1	XP_005844647.1
OG0003785	PSC67415.1	XP_005848436.1
OG0003786	PSC68223.1	XP_005845157.1
OG0003787	PSC70973.1	XP_005848359.1
OG0003788	PSC70854.1	XP_005848552.1
OG0003789	PSC67769.1	XP_005848357.1
OG0003791	PSC75229.1	XP_005847405.1
OG0003792	PSC70896.1	XP_005848558.1
OG0003793	PSC70853.1	XP_005848363.1
OG0003794	PSC73242.1	XP_005848431.1
OG0003795	PSC73507.1	XP_005848238.1
OG0003796	PSC67534.1	XP_005848411.1
OG0003797	PSC73345.1	XP_005848412.1
OG0003798	PSC76404.1	XP_005843067.1
OG0003800	PSC73475.1	XP_005848415.1
OG0003801	PSC73352.1	XP_005848226.1
OG0003802	PSC70845.1	XP_005848531.1
OG0003803	PSC72076.1	XP_005847092.1
OG0003804	PSC72992.1	XP_005843405.1
OG0003805	PSC75249.1	XP_005847257.1
OG0003807	PSC76595.1	XP_005845420.1
OG0003808	PSC67524.1	XP_005848394.1
OG0003809	PSC70967.1	XP_005848530.1
OG0003810	PSC67512.1	XP_005848402.1
OG0003811	PSC72244.1	XP_005846904.1
OG0003813	PSC67520.1	XP_005848392.1
OG0003814	PSC67525.1	XP_005848408.1
OG0003815	PSC67893.1	XP_005848111.1
OG0003816	PSC70947.1	XP_005847271.1
OG0003817	PSC73295.1	XP_005848220.1
OG0003818	PSC73467.1	XP_005848414.1
OG0003819	PSC70376.1	XP_005848443.1
OG0003820	PSC67411.1	XP_005848439.1
OG0003821	PSC67395.1	XP_005848437.1
OG0003822	PSC72111.1	XP_005847138.1
OG0003823	PSC75310.1	XP_005848434.1
OG0003824	PSC75373.1	XP_005848241.1
OG0003825	PSC73393.1	XP_005848236.1
OG0003826	PSC70977.1	XP_005848561.1
OG0003827	PSC74107.1	XP_005843578.1
OG0003828	PSC70334.1	XP_005848504.1
OG0003829	PSC70381.1	XP_005848503.1
OG0003830	PSC70395.1	XP_005848514.1
OG0003831	PSC70318.1	XP_005848313.1
OG0003832	PSC69774.1	XP_005850200.1
OG0003833	PSC70422.1	XP_005848321.1
OG0003834	PSC70338.1	XP_005848322.1
OG0003835	PSC70468.1	XP_005848512.1
OG0003837	PSC70440.1	XP_005848517.1
OG0003838	PSC70438.1	XP_005848324.1
OG0003839	PSC70385.1	XP_005848506.1
OG0003840	PSC70379.1	XP_005848508.1
OG0003841	PSC70321.1	XP_005848319.1
OG0003842	PSC70397.1	XP_005848519.1
OG0003843	PSC70416.1	XP_005848327.1
OG0003844	PSC73725.1	XP_005847684.1
OG0003845	PSC72410.1	XP_005850318.1
OG0003846	PSC70384.1	XP_005848526.1
OG0003847	PSC70988.1	XP_005848343.1
OG0003848	PSC70335.1	XP_005848337.1
OG0003849	PSC70842.1	XP_005848538.1
OG0003850	PSC70429.1	XP_005848338.1
OG0003851	PSC75671.1	XP_005848938.1
OG0003852	PSC70903.1	XP_005848341.1
OG0003853	PSC70970.1	XP_005848528.1
OG0003854	PSC70876.1	XP_005848342.1
OG0003855	PSC70361.1	XP_005848525.1
OG0003856	PSC70829.1	XP_005848534.1
OG0003857	PSC70945.1	XP_005848539.1
OG0003858	PSC71004.1	XP_005848362.1
OG0003859	PSC73402.1	XP_005848422.1
OG0003860	PSC73344.1	XP_005848231.1
OG0003861	PSC70882.1	XP_005848555.1
OG0003862	PSC73390.1	XP_005848229.1
OG0003863	PSC73314.1	XP_005848230.1
OG0003864	PSC73349.1	XP_005848421.1
OG0003865	PSC73479.1	XP_005848228.1
OG0003866	PSC67787.1	XP_005848545.1
OG0003867	PSC67794.1	XP_005848544.1
OG0003868	PSC68063.1	XP_005848352.1
OG0003869	PSC67804.1	XP_005848547.1
OG0003870	PSC67800.1	XP_005848356.1
OG0003871	PSC69107.1	XP_005844479.1
OG0003872	PSC71802.1	XP_005844812.1
OG0003873	PSC71705.1	XP_005844811.1
OG0003874	PSC71762.1	XP_005848492.1
OG0003875	PSC70808.1	XP_005842918.1
OG0003876	PSC75630.1	XP_005847244.1
OG0003877	PSC70784.1	XP_005844037.1
OG0003878	PSC71273.1	XP_005844124.1
OG0003879	PSC71378.1	XP_005844123.1
OG0003880	PSC71691.1	XP_005844778.1
OG0003881	PSC71843.1	XP_005844769.1
OG0003882	PSC71781.1	XP_005844711.1
OG0003885	PSC73353.1	XP_005844387.1
OG0003886	PSC73433.1, PSC73434.1	XP_005843456.1
OG0003888	PSC75636.1	XP_005843837.1
OG0003889	PSC75869.1	XP_005843841.1
OG0003890	PSC75394.1	XP_005843798.1
OG0003891	PSC75457.1	XP_005843842.1
OG0003892	PSC75609.1	XP_005845740.1
OG0003893	PSC72631.1	XP_005850123.1
OG0003894	PSC75687.1	XP_005843795.1
OG0003895	PSC75550.1	XP_005845852.1
OG0003896	PSC73812.1	XP_005852249.1
OG0003897	PSC67950.1	XP_005849972.1
OG0003898	PSC72396.1	XP_005843749.1
OG0003900	PSC67916.1	XP_005843475.1
OG0003901	PSC67934.1	XP_005843473.1
OG0003902	PSC72490.1	XP_005843806.1
OG0003903	PSC67926.1	XP_005843444.1
OG0003905	PSC71823.1	XP_005844685.1
OG0003906	PSC71759.1	XP_005844760.1
OG0003907	PSC71708.1	XP_005844687.1
OG0003908	PSC73959.1	XP_005845654.1
OG0003909	PSC76525.1	XP_005849540.1
OG0003910	PSC76753.1	XP_005849804.1
OG0003911	PSC73764.1	XP_005849787.1
OG0003912	PSC73852.1	XP_005849788.1
OG0003913	PSC73938.1	XP_005849526.1
OG0003914	PSC67292.1	XP_005844305.1
OG0003915	PSC76493.1	XP_005849475.1
OG0003916	PSC76321.1	XP_005849743.1
OG0003917	PSC71942.1, PSC67158.1	XP_005849749.1
OG0003918	PSC71867.1	XP_005849484.1
OG0003919	PSC76545.1	XP_005849455.1
OG0003920	PSC76233.1	XP_005849724.1
OG0003921	PSC70861.1	XP_005847413.1
OG0003922	PSC75400.1	XP_005849762.1
OG0003923	PSC75849.1	XP_005849756.1
OG0003924	PSC75383.1	XP_005849487.1
OG0003925	PSC75234.1	XP_005849496.1
OG0003926	PSC75944.1	XP_005849767.1
OG0003927	PSC73636.1	XP_005849448.1
OG0003928	PSC77071.1	XP_005849453.1
OG0003929	PSC75531.1	XP_005849494.1
OG0003930	PSC71875.1	XP_005849758.1
OG0003931	PSC71935.1	XP_005849759.1
OG0003932	PSC72042.1	XP_005849492.1
OG0003933	PSC71856.1	XP_005845918.1, XP_005851942.1
OG0003934	PSC71889.1	XP_005849482.1
OG0003935	PSC71880.1	XP_005849750.1
OG0003936	PSC73610.1	XP_005849529.1
OG0003938	PSC73690.1	XP_005849791.1
OG0003939	PSC76421.1	XP_005849793.1
OG0003940	PSC73646.1	XP_005849530.1
OG0003941	PSC76514.1	XP_005849536.1
OG0003943	PSC76605.1	XP_005849736.1
OG0003944	PSC76440.1	XP_005849737.1
OG0003945	PSC76424.1	XP_005849467.1
OG0003946	PSC73673.1	XP_005845189.1
OG0003947	PSC76385.1	XP_005849465.1
OG0003948	PSC76802.1	XP_005849463.1
OG0003949	PSC76676.1	XP_005849460.1
OG0003950	PSC76161.1	XP_005849461.1
OG0003951	PSC76966.1	XP_005849457.1
OG0003952	PSC76450.1	XP_005849728.1
OG0003953	PSC76975.1	XP_005849462.1
OG0003954	PSC76671.1	XP_005849729.1
OG0003955	PSC73910.1	XP_005849795.1
OG0003956	PSC73790.1	XP_005845191.1
OG0003957	PSC69611.1	XP_005846358.1
OG0003958	PSC76672.1	XP_005849797.1
OG0003959	PSC76916.1	XP_005845532.1
OG0003960	PSC70515.1	XP_005843592.1
OG0003961	PSC72922.1	XP_005850108.1
OG0003962	PSC74215.1	XP_005846198.1
OG0003963	PSC76565.1	XP_005849469.1
OG0003964	PSC76047.1	XP_005849470.1
OG0003965	PSC76870.1	XP_005849471.1
OG0003966	PSC68182.1	XP_005849442.1
OG0003967	PSC73553.1	XP_005849527.1
OG0003968	PSC73952.1	XP_005849789.1
OG0003969	PSC68209.1	XP_005849717.1
OG0003970	PSC76305.1	XP_005849520.1
OG0003971	PSC73879.1	XP_005849784.1
OG0003972	PSC74795.1	XP_005843454.1, XP_005845225.1
OG0003973	PSC68192.1	XP_005849720.1
OG0003974	PSC68220.1	XP_005849445.1
OG0003975	PSC75660.1	XP_005849500.1
OG0003976	PSC73948.1	XP_005849507.1
OG0003977	PSC73682.1	XP_005849777.1
OG0003978	PSC75362.1	XP_005849505.1
OG0003979	PSC75727.1	XP_005849501.1
OG0003980	PSC76850.1	XP_005849472.1
OG0003981	PSC70838.1	XP_005843144.1
OG0003983	PSC76027.1	XP_005849468.1
OG0003984	PSC73549.1	XP_005849778.1
OG0003986	PSC72183.1	XP_005847013.1
OG0003987	PSC72189.1	XP_005852243.1
OG0003988	PSC68201.1	XP_005849441.1
OG0003989	PSC69048.1	XP_005850758.1
OG0003990	PSC76664.1	XP_005849515.1
OG0003991	PSC73930.1	XP_005849513.1
OG0003992	PSC68214.1	XP_005849710.1
OG0003993	PSC70037.1	XP_005845786.1
OG0003994	PSC70883.1	XP_005847272.1
OG0003995	PSC70927.1	XP_005847420.1
OG0003996	PSC69333.1	XP_005846761.1
OG0003997	PSC72255.1	XP_005847059.1
OG0003999	PSC72230.1	XP_005847043.1
OG0004000	PSC72243.1	XP_005847045.1
OG0004001	PSC72192.1	XP_005846874.1
OG0004002	PSC72263.1	XP_005846870.1
OG0004003	PSC72336.1	XP_005849959.1
OG0004004	PSC72322.1	XP_005846876.1
OG0004005	PSC70869.1	XP_005847278.1
OG0004006	PSC70932.1	XP_005847277.1
OG0004007	PSC70865.1	XP_005847427.1
OG0004008	PSC72088.1	XP_005846878.1
OG0004009	PSC69882.1	XP_005847504.1
OG0004010	PSC69888.1	XP_005847448.1
OG0004011	PSC71788.1	XP_005844748.1
OG0004012	PSC70938.1	XP_005847442.1
OG0004014	PSC70968.1	XP_005847285.1
OG0004015	PSC70971.1	XP_005847282.1
OG0004016	PSC69853.1	XP_005847321.1
OG0004017	PSC69873.1	XP_005847487.1
OG0004018	PSC69940.1	XP_005847319.1
OG0004019	PSC69948.1	XP_005847508.1
OG0004020	PSC69875.1	XP_005847330.1
OG0004021	PSC69868.1	XP_005847488.1
OG0004022	PSC69955.1	XP_005847325.1
OG0004023	PSC69966.1	XP_005847338.1
OG0004024	PSC73250.1	XP_005849361.1
OG0004025	PSC70930.1	XP_005847428.1
OG0004026	PSC71002.1	XP_005847301.1
OG0004027	PSC71500.1	XP_005850134.1
OG0004028	PSC69969.1	XP_005847346.1
OG0004029	PSC69886.1	XP_005847345.1
OG0004030	PSC69945.1	XP_005847518.1
OG0004031	PSC70495.1	XP_005843563.1
OG0004032	PSC69930.1	XP_005847344.1
OG0004034	PSC69935.1	XP_005847527.1
OG0004035	PSC69941.1	XP_005847525.1
OG0004036	PSC69946.1	XP_005847327.1
OG0004037	PSC69842.1	XP_005847492.1
OG0004038	PSC69965.1	XP_005847496.1
OG0004039	PSC69856.1	XP_005847453.1
OG0004041	PSC69962.1	XP_005847446.1
OG0004042	PSC74153.1	XP_005846869.1
OG0004043	PSC70895.1	XP_005847279.1
OG0004044	PSC71803.1	XP_005844693.1
OG0004045	PSC73639.1	XP_005845188.1
OG0004046	PSC70956.1	XP_005847431.1
OG0004047	PSC67531.1	XP_005848199.1
OG0004048	PSC69879.1	XP_005847343.1
OG0004049	PSC69880.1	XP_005847517.1
OG0004050	PSC69893.1	XP_005842627.1
OG0004051	PSC75750.1	XP_005848942.1
OG0004052	PSC69834.1	XP_005850204.1
OG0004053	PSC72198.1	XP_005846906.1
OG0004054	PSC70541.1	XP_005844921.1
OG0004055	PSC69860.1	XP_005847461.1
OG0004056	PSC69892.1	XP_005847464.1
OG0004057	PSC70998.1	XP_005847473.1
OG0004058	PSC69885.1	XP_005847470.1
OG0004060	PSC75026.1	XP_005851765.1
OG0004062	PSC69939.1	XP_005847314.1
OG0004063	PSC69876.1	XP_005847315.1
OG0004064	PSC69916.1	XP_005847480.1
OG0004065	PSC70908.1	XP_005847435.1
OG0004067	PSC70937.1	XP_005847266.1
OG0004068	PSC69895.1	XP_005847522.1
OG0004069	PSC67912.1	XP_005843830.1
OG0004070	PSC67907.1	XP_005843785.1
OG0004072	PSC73272.1	XP_005843460.1
OG0004073	PSC73429.1	XP_005843428.1
OG0004074	PSC75449.1	XP_005843840.1
OG0004075	PSC71001.1	XP_005843000.1
OG0004076	PSC75934.1	XP_005846717.1
OG0004077	PSC70900.1	XP_005847416.1
OG0004078	PSC75427.1, PSC75428.1	XP_005847632.1
OG0004079	PSC68099.1	XP_005850404.1
OG0004080	PSC68230.1	XP_005845143.1
OG0004081	PSC67491.1	XP_005843965.1
OG0004082	PSC67506.1	XP_005843964.1
OG0004083	PSC67497.1	XP_005843902.1
OG0004084	PSC72208.1	XP_005846899.1
OG0004085	PSC67394.1	XP_005848440.1
OG0004086	PSC68767.1	XP_005843932.1
OG0004087	PSC67714.1	XP_005843846.1
OG0004089	PSC75817.1	XP_005851088.1
OG0004090	PSC67593.1	XP_005844985.1
OG0004091	PSC73417.1	XP_005844899.1
OG0004092	PSC73509.1	XP_005844909.1
OG0004093	PSC67605.1	XP_005844995.1
OG0004094	PSC73444.1	XP_005844914.1
OG0004095	PSC73331.1	XP_005845011.1
OG0004096	PSC68568.1	XP_005851079.1
OG0004097	PSC73374.1	XP_005851095.1
OG0004098	PSC68643.1	XP_005851381.1
OG0004099	PSC68647.1	XP_005851078.1
OG0004100	PSC68634.1	XP_005851378.1
OG0004101	PSC68578.1	XP_005851087.1
OG0004102	PSC68581.1	XP_005851082.1
OG0004103	PSC68606.1	XP_005851379.1
OG0004104	PSC72128.1	XP_005846872.1
OG0004105	PSC68598.1	XP_005851352.1
OG0004106	PSC68570.1	XP_005851058.1
OG0004108	PSC75258.1	XP_005851071.1
OG0004109	PSC68646.1	XP_005851354.1
OG0004110	PSC68617.1	XP_005851353.1
OG0004111	PSC68624.1	XP_005851074.1
OG0004112	PSC75435.1	XP_005851402.1
OG0004113	PSC75345.1	XP_005851107.1
OG0004114	PSC75748.1	XP_005851401.1
OG0004115	PSC75481.1	XP_005851104.1
OG0004116	PSC75808.1	XP_005851141.1
OG0004117	PSC75250.1	XP_005851432.1
OG0004118	PSC75867.1	XP_005851422.1
OG0004119	PSC75286.1	XP_005847409.1
OG0004122	PSC75522.1	XP_005851130.1
OG0004123	PSC75242.1	XP_005851134.1
OG0004124	PSC75420.1	XP_005851359.1
OG0004125	PSC75267.1	XP_005851064.1
OG0004126	PSC75744.1	XP_005851108.1
OG0004127	PSC75416.1	XP_005851387.1
OG0004128	PSC75477.1	XP_005851412.1
OG0004129	PSC67234.1	XP_005851415.1
OG0004130	PSC67244.1	XP_005851116.1
OG0004131	PSC67239.1	XP_005851416.1
OG0004132	PSC67238.1	XP_005851417.1
OG0004133	PSC75831.1	XP_005851139.1
OG0004134	PSC75635.1	XP_005851431.1
OG0004135	PSC75281.1	XP_005851360.1
OG0004136	PSC75754.1	XP_005851361.1
OG0004137	PSC75424.1	XP_005851061.1
OG0004138	PSC75782.1	XP_005851356.1
OG0004139	PSC73221.1	XP_005844420.1
OG0004140	PSC75659.1	XP_005850221.1
OG0004142	PSC69642.1	XP_005846739.1
OG0004143	PSC75961.1	XP_005851059.1
OG0004144	PSC75514.1	XP_005851093.1
OG0004145	PSC75256.1	XP_005851385.1
OG0004146	PSC73490.1	XP_005844398.1
OG0004147	PSC75389.1	XP_005851393.1
OG0004148	PSC71664.1	XP_005850911.1
OG0004149	PSC75644.1	XP_005851434.1
OG0004150	PSC75615.1	XP_005851142.1
OG0004151	PSC75850.1	XP_005851143.1
OG0004152	PSC75712.1	XP_005851435.1
OG0004153	PSC67286.1	XP_005844351.1
OG0004154	PSC75915.1	XP_005851144.1
OG0004155	PSC67360.1	XP_005851444.1
OG0004156	PSC75902.1	XP_005851160.1
OG0004157	PSC75729.1	XP_005851439.1
OG0004158	PSC75721.1	XP_005851151.1
OG0004159	PSC67354.1	XP_005851157.1
OG0004160	PSC75626.1	XP_005851440.1
OG0004161	PSC75287.1	XP_005851145.1
OG0004162	PSC68889.1	XP_005851167.1
OG0004163	PSC68888.1	XP_005851453.1
OG0004164	PSC67358.1	XP_005851169.1
OG0004165	PSC68884.1	XP_005851464.1
OG0004166	PSC68825.1	XP_005851180.1
OG0004167	PSC68893.1	XP_005851181.1
OG0004168	PSC68849.1	XP_005851182.1
OG0004169	PSC68831.1	XP_005851471.1
OG0004170	PSC68838.1	XP_005851183.1
OG0004171	PSC68826.1	XP_005851470.1
OG0004172	PSC71623.1	XP_005850393.1
OG0004173	PSC71506.1	XP_005850145.1
OG0004174	PSC68866.1	XP_005851185.1
OG0004175	PSC68824.1	XP_005851473.1
OG0004176	PSC74225.1	XP_005843585.1
OG0004177	PSC74313.1	XP_005843540.1, XP_005843541.1
OG0004178	PSC68912.1	XP_005851186.1
OG0004179	PSC73897.1	XP_005845175.1
OG0004180	PSC74409.1	XP_005847600.1
OG0004181	PSC68908.1	XP_005851189.1
OG0004182	PSC68878.1	XP_005851482.1
OG0004183	PSC68832.1	XP_005851190.1
OG0004184	PSC68886.1	XP_005851188.1
OG0004185	PSC75126.1	XP_005851500.1
OG0004186	PSC74981.1	XP_005851499.1
OG0004187	PSC68875.1	XP_005851201.1
OG0004188	PSC68829.1	XP_005851200.1
OG0004189	PSC68897.1	XP_005851493.1
OG0004190	PSC68843.1	XP_005851489.1
OG0004191	PSC68851.1	XP_005851487.1
OG0004192	PSC68830.1	XP_005851195.1
OG0004193	PSC68890.1	XP_005851192.1
OG0004194	PSC75168.1	XP_005851504.1
OG0004195	PSC75192.1	XP_005851215.1
OG0004196	PSC68243.1	XP_005852191.1, XP_005851505.1
OG0004197	PSC74943.1	XP_005851218.1
OG0004198	PSC75103.1	XP_005851217.1
OG0004199	PSC68258.1	XP_005850037.1, XP_005851223.1
OG0004200	PSC68290.1	XP_005851512.1
OG0004202	PSC68256.1	XP_005851225.1
OG0004203	PSC76624.1	XP_005846536.1
OG0004204	PSC68590.1	XP_005845229.1
OG0004205	PSC68287.1	XP_005851521.1
OG0004206	PSC73927.1	XP_005851253.1
OG0004207	PSC73661.1	XP_005851250.1
OG0004208	PSC73891.1	XP_005851536.1
OG0004209	PSC73640.1	XP_005851249.1
OG0004210	PSC73874.1	XP_005845086.1
OG0004211	PSC73700.1	XP_005851248.1
OG0004212	PSC73609.1	XP_005851535.1
OG0004213	PSC73941.1	XP_005851530.1
OG0004214	PSC73831.1	XP_005851245.1
OG0004215	PSC73718.1	XP_005851244.1
OG0004216	PSC73893.1	XP_005851529.1
OG0004217	PSC75554.1	XP_005849772.1
OG0004218	PSC76763.1	XP_005851300.1
OG0004219	PSC76031.1	XP_005851609.1
OG0004220	PSC76554.1	XP_005851601.1
OG0004221	PSC76093.1	XP_005851600.1
OG0004222	PSC76804.1	XP_005851304.1
OG0004224	PSC73881.1	XP_005845208.1
OG0004225	PSC76334.1	XP_005851312.1
OG0004226	PSC76632.1	XP_005851317.1
OG0004227	PSC76176.1	XP_005851622.1
OG0004228	PSC76504.1	XP_005851318.1
OG0004229	PSC76150.1	XP_005851325.1
OG0004230	PSC76160.1	XP_005851319.1
OG0004231	PSC68928.1	XP_005852220.1
OG0004232	PSC72112.1	XP_005846843.1
OG0004234	PSC76932.1	XP_005851314.1
OG0004235	PSC69273.1	XP_005844826.1
OG0004236	PSC76913.1	XP_005851315.1
OG0004237	PSC76574.1	XP_005851316.1
OG0004238	PSC76306.1	XP_005851313.1
OG0004239	PSC76650.1	XP_005851631.1
OG0004240	PSC68666.1	XP_005846611.1
OG0004241	PSC76625.1	XP_005851629.1
OG0004242	PSC74533.1	XP_005843900.1
OG0004243	PSC70642.1	XP_005850536.1
OG0004244	PSC73605.1	XP_005851269.1
OG0004245	PSC73551.1	XP_005851273.1
OG0004246	PSC68615.1, PSC68616.1	XP_005845107.1
OG0004247	PSC70578.1	XP_005845529.1
OG0004248	PSC73688.1	XP_005851274.1
OG0004249	PSC73638.1	XP_005851568.1
OG0004251	PSC76072.1	XP_005851285.1
OG0004252	PSC73750.1	XP_005851573.1
OG0004253	PSC76188.1	XP_005842552.1
OG0004254	PSC70912.1	XP_005847414.1
OG0004255	PSC70915.1	XP_005847265.1
OG0004256	PSC76836.1	XP_005851597.1
OG0004257	PSC76322.1	XP_005851596.1
OG0004258	PSC76942.1	XP_005851302.1
OG0004259	PSC76674.1	XP_005851599.1
OG0004260	PSC76443.1	XP_005851303.1
OG0004261	PSC76289.1	XP_005851598.1
OG0004262	PSC68241.1	XP_005851234.1
OG0004263	PSC68275.1	XP_005851235.1
OG0004264	PSC68284.1	XP_005851526.1
OG0004265	PSC68827.1	XP_005851448.1
OG0004266	PSC68870.1	XP_005851458.1
OG0004267	PSC68868.1	XP_005851462.1
OG0004268	PSC68822.1	XP_005851177.1
OG0004269	PSC67353.1	XP_005851171.1
OG0004270	PSC68819.1	XP_005851445.1
OG0004271	PSC68910.1	XP_005851164.1
OG0004272	PSC73593.1	XP_005851260.1
OG0004273	PSC73937.1	XP_005851263.1
OG0004274	PSC73570.1	XP_005851544.1
OG0004275	PSC73717.1	XP_005851254.1
OG0004276	PSC73880.1	XP_005851545.1
OG0004277	PSC73787.1	XP_005851256.1
OG0004278	PSC73621.1	XP_005851547.1
OG0004279	PSC73829.1	XP_005851266.1
OG0004280	PSC73842.1	XP_005851555.1
OG0004281	PSC73832.1	XP_005851553.1
OG0004282	PSC73736.1	XP_005851262.1
OG0004283	PSC73755.1	XP_005851261.1
OG0004284	PSC75981.1	XP_005849832.1
OG0004285	PSC75980.1	XP_005846588.1
OG0004286	PSC75906.1	XP_005847260.1
OG0004287	PSC75606.1	XP_005846729.1
OG0004288	PSC75723.1	XP_005846580.1
OG0004289	PSC75244.1	XP_005846709.1
OG0004290	PSC75743.1	XP_005846584.1
OG0004291	PSC76943.1, PSC76944.1	XP_005846605.1
OG0004292	PSC68711.1	XP_005846608.1
OG0004293	PSC76790.1	XP_005851593.1
OG0004295	PSC75588.1	XP_005846737.1
OG0004296	PSC68703.1	XP_005846748.1
OG0004297	PSC75794.1	XP_005846602.1
OG0004298	PSC68712.1	XP_005846741.1
OG0004299	PSC68735.1	XP_005846746.1
OG0004300	PSC68736.1	XP_005846600.1
OG0004301	PSC76080.1	XP_005842886.1
OG0004302	PSC76680.1	XP_005842874.1
OG0004304	PSC70523.1	XP_005844208.1
OG0004305	PSC76147.1	XP_005843037.1
OG0004306	PSC76062.1	XP_005843062.1
