Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins
OG0003312	PRW56105.1	XP_005850650.1
OG0003313	PRW56114.1	XP_005850927.1
OG0003314	PRW44624.1	XP_005847270.1
OG0003315	PRW55968.1	XP_005850700.1
OG0003316	PRW56009.1	XP_005850988.1
OG0003317	PRW56118.1	XP_005850709.1
OG0003318	PRW56252.1	XP_005850987.1
OG0003319	PRW56126.1	XP_005850710.1
OG0003320	PRW56064.1	XP_005850980.1
OG0003321	PRW56086.1	XP_005850711.1
OG0003322	PRW56172.1	XP_005850757.1
OG0003323	PRW56205.1	XP_005851039.1
OG0003324	PRW56139.1	XP_005850990.1
OG0003325	PRW57360.1	XP_005847025.1
OG0003327	PRW56016.1	XP_005850713.1
OG0003328	PRW56327.1	XP_005850991.1
OG0003329	PRW56031.1	XP_005850993.1
OG0003330	PRW55953.1	XP_005850998.1
OG0003331	PRW56297.1	XP_005850720.1
OG0003332	PRW56097.1	XP_005851002.1
OG0003333	PRW56157.1	XP_005850721.1
OG0003334	PRW56115.1	XP_005850716.1
OG0003335	PRW56100.1	XP_005850745.1
OG0003336	PRW56113.1	XP_005850752.1
OG0003337	PRW55987.1	XP_005851035.1
OG0003338	PRW56309.1	XP_005850717.1
OG0003340	PRW56030.1	XP_005851026.1
OG0003341	PRW55928.1	XP_005850665.1
OG0003342	PRW56015.1	XP_005850946.1
OG0003343	PRW55925.1	XP_005850664.1
OG0003345	PRW55949.1	XP_005850949.1
OG0003346	PRW55895.1	XP_005850953.1
OG0003347	PRW56304.1	XP_005850670.1
OG0003348	PRW56036.1	XP_005850669.1
OG0003349	PRW55958.1	XP_005850952.1
OG0003350	PRW56061.1	XP_005850956.1
OG0003351	PRW56060.1	XP_005850673.1
OG0003352	PRW55930.1	XP_005850674.1
OG0003353	PRW56059.1	XP_005850960.1
OG0003354	PRW56354.1, PRW56353.1	XP_005850961.1
OG0003355	PRW56074.1	XP_005850963.1
OG0003357	PRW45440.1	XP_005845100.1
OG0003359	PRW55988.1	XP_005851012.1
OG0003360	PRW20518.1	XP_005844547.1
OG0003361	PRW56156.1	XP_005851016.1
OG0003362	PRW56222.1	XP_005850684.1
OG0003363	PRW55917.1	XP_005850968.1
OG0003365	PRW56233.1	XP_005850732.1
OG0003366	PRW60640.1	XP_005848786.1
OG0003367	PRW56111.1	XP_005851023.1
OG0003368	PRW55982.1	XP_005851022.1
OG0003369	PRW56266.1	XP_005850737.1
OG0003370	PRW56341.1	XP_005850734.1
OG0003371	PRW56026.1	XP_005851018.1
OG0003372	PRW56285.1	XP_005851017.1
OG0003373	PRW56340.1	XP_005850733.1
OG0003374	PRW55981.1	XP_005850657.1
OG0003375	PRW55997.1	XP_005850940.1
OG0003376	PRW58875.1	XP_005843478.1
OG0003377	PRW56062.1	XP_005850978.1
OG0003378	PRW55961.1	XP_005850979.1
OG0003380	PRW56333.1	XP_005850703.1
OG0003381	PRW56308.1	XP_005850986.1
OG0003382	PRW56227.1	XP_005850688.1
OG0003383	PRW55921.1	XP_005850704.1
OG0003384	PRW44431.1	XP_005847394.1
OG0003385	PRW61000.1	XP_005843608.1
OG0003386	PRW50853.1	XP_005851880.1
OG0003387	PRW45526.1	XP_005845168.1
OG0003389	PRW44434.1	XP_005847238.1
OG0003390	PRW56325.1	XP_005850901.1
OG0003391	PRW56018.1	XP_005850621.1
OG0003392	PRW55887.1	XP_005850900.1
OG0003393	PRW56101.1	XP_005850623.1
OG0003394	PRW56268.1	XP_005850624.1
OG0003395	PRW56131.1	XP_005851010.1
OG0003396	PRW56182.1	XP_005850912.1
OG0003397	PRW56167.1	XP_005850625.1
OG0003398	PRW55908.1	XP_005850626.1
OG0003399	PRW20944.1	XP_005848027.1
OG0003401	PRW56020.1	XP_005851005.1
OG0003402	PRW55986.1	XP_005850724.1
OG0003403	PRW56248.1	XP_005850727.1
OG0003404	PRW56332.1	XP_005850750.1
OG0003405	PRW56223.1	XP_005851037.1
OG0003406	PRW55984.1	XP_005850754.1
OG0003407	PRW56198.1	XP_005850764.1
OG0003408	PRW56050.1	XP_005851052.1
OG0003409	PRW56269.1	XP_005851053.1
OG0003410	PRW21028.1	XP_005844653.1
OG0003411	PRW55993.1	XP_005850767.1
OG0003412	PRW58376.1	XP_005851077.1
OG0003413	PRW56130.1	XP_005850772.1
OG0003414	PRW59838.1	XP_005842977.1
OG0003415	PRW33628.1	XP_005845858.1
OG0003416	PRW33509.1	XP_005845830.1
OG0003417	PRW33573.1	XP_005845838.1
OG0003418	PRW33637.1	XP_005845874.1
OG0003419	PRW60807.1	XP_005847283.1
OG0003420	PRW33527.1	XP_005845763.1
OG0003421	PRW33550.1	XP_005845873.1
OG0003422	PRW33694.1	XP_005845760.1
OG0003423	PRW33715.1	XP_005845871.1
OG0003424	PRW33736.1	XP_005845751.1
OG0003425	PRW33665.1	XP_005845775.1
OG0003426	PRW33703.1	XP_005845831.1
OG0003427	PRW33632.1	XP_005845897.1
OG0003428	PRW33745.1	XP_005845894.1
OG0003429	PRW33546.1	XP_005845889.1
OG0003430	PRW33551.1	XP_005845892.1
OG0003431	PRW33751.1	XP_005845898.1
OG0003433	PRW33646.1	XP_005845784.1
OG0003434	PRW33528.1	XP_005845778.1
OG0003435	PRW33535.1	XP_005845886.1
OG0003436	PRW33729.1	XP_005845766.1
OG0003437	PRW33746.1	XP_005845872.1
OG0003438	PRW33626.1	XP_005845880.1
OG0003439	PRW60783.1	XP_005851678.1
OG0003440	PRW60329.1	XP_005852007.1
OG0003441	PRW60469.1	XP_005851677.1
OG0003442	PRW60314.1	XP_005852006.1
OG0003443	PRW60191.1	XP_005852009.1
OG0003444	PRW60708.1	XP_005851680.1
OG0003445	PRW60426.1	XP_005851684.1
OG0003446	PRW60410.1	XP_005852022.1
OG0003447	PRW60325.1	XP_005851692.1
OG0003448	PRW60519.1, PRW60520.1	XP_005851665.1
OG0003449	PRW60227.1	XP_005851985.1
OG0003450	PRW59854.1	XP_005846523.1
OG0003452	PRW60623.1	XP_005852082.1
OG0003453	PRW60717.1	XP_005852026.1
OG0003454	PRW60656.1	XP_005851695.1
OG0003455	PRW60362.1	XP_005851667.1
OG0003456	PRW60472.1	XP_005851987.1
OG0003457	PRW60228.1	XP_005851666.1
OG0003458	PRW60506.1	XP_005851675.1
OG0003459	PRW60415.1	XP_005852002.1
OG0003460	PRW60452.1	XP_005851997.1
OG0003461	PRW60363.1	XP_005851674.1
OG0003462	PRW60390.1	XP_005852070.1
OG0003463	PRW60674.1	XP_005851729.1
OG0003464	PRW60417.1, PRW60416.1	XP_005851747.1
OG0003465	PRW05953.1	XP_005843199.1
OG0003466	PRW60983.1	XP_005843277.1
OG0003467	PRW60230.1	XP_005851754.1
OG0003468	PRW60418.1	XP_005851753.1
OG0003469	PRW60868.1	XP_005851750.1
OG0003470	PRW60491.1	XP_005851768.1
OG0003471	PRW60705.1	XP_005852105.1
OG0003472	PRW60645.1	XP_005852095.1
OG0003473	PRW60298.1	XP_005851763.1
OG0003474	PRW32657.1	XP_005852322.1
OG0003476	PRW60846.1	XP_005852099.1
OG0003477	PRW60435.1	XP_005852097.1
OG0003478	PRW60315.1	XP_005852108.1
OG0003479	PRW60614.1	XP_005852116.1
OG0003480	PRW60275.1	XP_005851775.1
OG0003481	PRW60726.1	XP_005852114.1
OG0003482	PRW60713.1	XP_005852115.1
OG0003483	PRW60580.1	XP_005852118.1
OG0003484	PRW60724.1	XP_005851784.1
OG0003485	PRW60349.1	XP_005852060.1
OG0003487	PRW60266.1	XP_005852059.1
OG0003488	PRW56393.1	XP_005850072.1
OG0003489	PRW57136.1	XP_005846947.1
OG0003490	PRW60564.1	XP_005851785.1
OG0003491	PRW60809.1	XP_005852144.1
OG0003492	PRW60194.1	XP_005852137.1
OG0003493	PRW60433.1	XP_005851810.1
OG0003494	PRW60279.1	XP_005851794.1
OG0003495	PRW60813.1	XP_005852142.1
OG0003496	PRW60262.1	XP_005851787.1
OG0003497	PRW60821.1	XP_005852124.1
OG0003498	PRW05785.1	XP_005846072.1
OG0003499	PRW57529.1	XP_005846863.1
OG0003501	PRW44628.1	XP_005847243.1
OG0003502	PRW60644.1	XP_005851710.1
OG0003503	PRW60657.1	XP_005851704.1
OG0003504	PRW60774.1	XP_005852042.1
OG0003505	PRW60406.1	XP_005852034.1
OG0003506	PRW60527.1	XP_005851703.1
OG0003507	PRW60269.1	XP_005852037.1
OG0003508	PRW56640.1	XP_005850455.1
OG0003509	PRW44939.1	XP_005847342.1
OG0003510	PRW60420.1	XP_005852033.1
OG0003511	PRW60533.1, PRW44625.1	XP_005851660.1
OG0003512	PRW60208.1	XP_005851688.1
OG0003513	PRW60264.1	XP_005852018.1
OG0003514	PRW60294.1	XP_005851659.1
OG0003515	PRW60369.1	XP_005851976.1
OG0003516	PRW44430.1	XP_005847236.1
OG0003518	PRW60675.1	XP_005851998.1
OG0003519	PRW60488.1	XP_005851671.1
OG0003520	PRW60318.1	XP_005851993.1
OG0003521	PRW60493.1	XP_005852088.1
OG0003522	PRW60512.1	XP_005852076.1
OG0003523	PRW60276.1	XP_005852183.1
OG0003524	PRW60676.1	XP_005852179.1
OG0003525	PRW60825.1	XP_005851732.1
OG0003526	PRW60543.1	XP_005851727.1
OG0003527	PRW60837.1	XP_005851725.1
OG0003528	PRW60636.1	XP_005852064.1
OG0003530	PRW59453.1	XP_005846446.1
OG0003531	PRW50802.1, PRW20167.1	XP_005842956.1
OG0003532	PRW60784.1	XP_005851741.1
OG0003533	PRW59746.1	XP_005846351.1
OG0003534	PRW60819.1	XP_005852084.1
OG0003535	PRW60586.1	XP_005851851.1
OG0003536	PRW33561.1	XP_005843815.1
OG0003537	PRW60316.1	XP_005852069.1
OG0003538	PRW59254.1	XP_005845068.1
OG0003539	PRW60702.1	XP_005852245.1
OG0003540	PRW60291.1	XP_005852234.1
OG0003541	PRW60607.1	XP_005851913.1
OG0003542	PRW60254.1	XP_005851918.1
OG0003543	PRW44349.1	XP_005847378.1
OG0003544	PRW60394.1	XP_005852078.1
OG0003545	PRW60740.1	XP_005851737.1
OG0003546	PRW60322.1	XP_005851735.1
OG0003547	PRW60304.1	XP_005852075.1
OG0003548	PRW60588.1	XP_005851733.1
OG0003549	PRW61083.1	XP_005844294.1
OG0003550	PRW61310.1	XP_005844298.1
OG0003551	PRW61476.1	XP_005842586.1
OG0003552	PRW60872.1	XP_005852123.1
OG0003553	PRW61271.1	XP_005844444.1
OG0003554	PRW61547.1	XP_005844428.1
OG0003555	PRW20526.1, PRW20525.1	XP_005844530.1
OG0003556	PRW61497.1	XP_005844343.1
OG0003557	PRW45501.1	XP_005845098.1
OG0003558	PRW61263.1	XP_005845048.1
OG0003559	PRW61207.1	XP_005844361.1
OG0003560	PRW61272.1	XP_005851881.1
OG0003561	PRW60927.1	XP_005843479.1
OG0003562	PRW61420.1	XP_005843509.1
OG0003563	PRW61028.1	XP_005842690.1
OG0003564	PRW61378.1	XP_005844442.1
OG0003565	PRW21040.1	XP_005844751.1
OG0003566	PRW60985.1	XP_005843516.1
OG0003567	PRW33965.1	XP_005849037.1
OG0003568	PRW61067.1	XP_005847852.1
OG0003569	PRW34048.1	XP_005849235.1
OG0003570	PRW33958.1	XP_005849018.1
OG0003571	PRW33809.1	XP_005849228.1
OG0003572	PRW33828.1	XP_005849233.1
OG0003573	PRW33889.1	XP_005849028.1
OG0003574	PRW34061.1	XP_005849229.1
OG0003575	PRW33970.1	XP_005849022.1
OG0003576	PRW33940.1	XP_005849038.1
OG0003577	PRW45706.1	XP_005845213.1
OG0003578	PRW57863.1	XP_005849137.1
OG0003579	PRW33540.1	XP_005845720.1
OG0003580	PRW57595.1	XP_005849343.1
OG0003581	PRW57901.1	XP_005849345.1
OG0003582	PRW57743.1	XP_005849340.1
OG0003583	PRW57799.1	XP_005849136.1
OG0003584	PRW57573.1	XP_005849333.1
OG0003585	PRW57867.1	XP_005849334.1
OG0003586	PRW57770.1	XP_005849337.1
OG0003587	PRW33944.1	XP_005849295.1
OG0003588	PRW34015.1	XP_005849285.1
OG0003589	PRW56447.1	XP_005850281.1
OG0003590	PRW33848.1	XP_005849296.1
OG0003591	PRW57062.1	XP_005846860.1
OG0003592	PRW56970.1	XP_005846861.1
OG0003593	PRW34077.1	XP_005849281.1
OG0003594	PRW34094.1	XP_005849082.1
OG0003595	PRW44869.1	XP_005848572.1
OG0003596	PRW33934.1	XP_005849286.1
OG0003597	PRW45571.1	XP_005845196.1
OG0003598	PRW33797.1	XP_005849071.1
OG0003599	PRW33937.1	XP_005849275.1
OG0003600	PRW33821.1	XP_005849269.1
OG0003601	PRW33912.1	XP_005849068.1
OG0003602	PRW34101.1	XP_005849271.1
OG0003603	PRW34052.1, PRW34051.1	XP_005849270.1
OG0003604	PRW33874.1	XP_005849066.1
OG0003605	PRW33817.1	XP_005849308.1
OG0003606	PRW33903.1	XP_005849273.1
OG0003607	PRW61507.1	XP_005848694.1
OG0003608	PRW34032.1	XP_005849095.1
OG0003609	PRW57842.1	XP_005849116.1
OG0003610	PRW05855.1	XP_005850206.1
OG0003611	PRW34044.1	XP_005849276.1
OG0003612	PRW33967.1	XP_005849073.1
OG0003613	PRW33935.1	XP_005849096.1
OG0003614	PRW57886.1	XP_005849327.1
OG0003615	PRW57910.1	XP_005849126.1
OG0003616	PRW33758.1	XP_005849065.1
OG0003617	PRW34086.1	XP_005849268.1
OG0003618	PRW33925.1	XP_005849265.1
OG0003619	PRW34078.1	XP_005849266.1
OG0003620	PRW33772.1	XP_005849267.1
OG0003621	PRW33968.1	XP_005849063.1
OG0003622	PRW32636.1	XP_005846723.1
OG0003623	PRW33781.1	XP_005849263.1
OG0003624	PRW34059.1	XP_005849059.1
OG0003625	PRW34005.1	XP_005849262.1
OG0003626	PRW33969.1	XP_005849057.1
OG0003627	PRW58016.1	XP_005849367.1
OG0003628	PRW34023.1	XP_005849056.1
OG0003629	PRW58029.1	XP_005849192.1
OG0003630	PRW57554.1	XP_005849387.1
OG0003631	PRW57767.1	XP_005849193.1
OG0003632	PRW57852.1	XP_005849331.1
OG0003634	PRW57780.1	XP_005849104.1
OG0003635	PRW57876.1	XP_005849321.1
OG0003637	PRW60445.1	XP_005851270.1
OG0003638	PRW57725.1	XP_005849114.1
OG0003639	PRW58000.1	XP_005849113.1
OG0003640	PRW58007.1	XP_005849182.1
OG0003641	PRW57839.1	XP_005849185.1
OG0003642	PRW33876.1	XP_005849254.1
OG0003643	PRW57945.1	XP_005849111.1
OG0003644	PRW57894.1	XP_005849320.1
OG0003645	PRW57735.1	XP_005849371.1
OG0003646	PRW57689.1	XP_005849372.1
OG0003647	PRW57663.1	XP_005849176.1
OG0003648	PRW20209.1	XP_005842950.1
OG0003649	PRW57825.1	XP_005849200.1
OG0003651	PRW57742.1	XP_005849386.1
OG0003652	PRW57841.1	XP_005849375.1
OG0003654	PRW57772.1	XP_005849399.1
OG0003655	PRW58032.1	XP_005849153.1
OG0003656	PRW57668.1	XP_005849196.1
OG0003657	PRW57544.1	XP_005849197.1
OG0003658	PRW57458.1	XP_005846857.1
OG0003659	PRW57883.1	XP_005849174.1
OG0003660	PRW57895.1	XP_005849373.1
OG0003661	PRW57897.1	XP_005849374.1
OG0003662	PRW57927.1	XP_005849396.1
OG0003663	PRW57549.1	XP_005849401.1
OG0003664	PRW57696.1	XP_005849162.1, XP_005849161.1
OG0003665	PRW57757.1	XP_005849356.1
OG0003667	PRW57624.1	XP_005849360.1
OG0003668	PRW34031.1	XP_005849252.1
OG0003669	PRW34060.1	XP_005849250.1
OG0003670	PRW33918.1	XP_005849249.1
OG0003671	PRW34085.1	XP_005849048.1
OG0003672	PRW45506.1	XP_005846629.1
OG0003673	PRW20698.1	XP_005843963.1
OG0003675	PRW57567.1	XP_005847209.1
OG0003676	PRW57969.1	XP_005849214.1
OG0003677	PRW57692.1	XP_005849414.1
OG0003678	PRW57647.1	XP_005849415.1
OG0003679	PRW57758.1	XP_005849212.1
OG0003680	PRW57699.1	XP_005849411.1
OG0003681	PRW57649.1	XP_005849410.1
OG0003682	PRW57707.1	XP_005849205.1
OG0003683	PRW57603.1	XP_005849433.1
OG0003684	PRW59232.1	XP_005843446.1
OG0003685	PRW50756.1	XP_005848691.1
OG0003686	PRW57912.1	XP_005849430.1
OG0003687	PRW58015.1	XP_005849429.1
OG0003688	PRW20746.1	XP_005843929.1
OG0003689	PRW20621.1	XP_005843851.1
OG0003690	PRW20695.1	XP_005843928.1
OG0003691	PRW60697.1	XP_005851940.1
OG0003692	PRW60855.1	XP_005852259.1
OG0003693	PRW60593.1	XP_005851921.1
OG0003694	PRW60760.1	XP_005852246.1
OG0003695	PRW60741.1	XP_005851943.1
OG0003696	PRW60422.1	XP_005851964.1
OG0003697	PRW60587.1	XP_005852277.1
OG0003698	PRW60630.1	XP_005852252.1
OG0003699	PRW60647.1	XP_005851930.1
OG0003700	PRW60867.1	XP_005852251.1
OG0003701	PRW60529.1	XP_005852269.1
OG0003702	PRW60752.1	XP_005852261.1
OG0003703	PRW60226.1	XP_005852263.1
OG0003704	PRW60577.1	XP_005851938.1
OG0003705	PRW21127.1	XP_005844804.1
OG0003706	PRW60485.1	XP_005852253.1
OG0003707	PRW60575.1	XP_005851931.1
OG0003708	PRW60933.1	XP_005844172.1
OG0003709	PRW60283.1	XP_005851968.1
OG0003710	PRW60814.1	XP_005852238.1
OG0003711	PRW60321.1	XP_005851941.1
OG0003712	PRW60335.1	XP_005851951.1
OG0003713	PRW60662.1	XP_005852260.1
OG0003714	PRW60412.1	XP_005852158.1
OG0003715	PRW60216.1	XP_005852186.1
OG0003716	PRW60758.1	XP_005851876.1
OG0003717	PRW60585.1	XP_005852166.1
OG0003718	PRW60414.1	XP_005852168.1
OG0003719	PRW60379.1	XP_005852161.1
OG0003720	PRW60455.1	XP_005851834.1
OG0003721	PRW60615.1	XP_005851836.1
OG0003722	PRW60339.1	XP_005851867.1
OG0003723	PRW60596.1	XP_005852205.1
OG0003725	PRW60277.1	XP_005851872.1
OG0003726	PRW60858.1	XP_005851884.1
OG0003727	PRW60613.1	XP_005852200.1
OG0003728	PRW60798.1	XP_005851895.1
OG0003730	PRW60775.1	XP_005851893.1
OG0003731	PRW60641.1	XP_005852228.1
OG0003732	PRW60728.1	XP_005851821.1
OG0003733	PRW60492.1	XP_005852224.1
OG0003734	PRW60199.1	XP_005851869.1
OG0003735	PRW60440.1	XP_005851874.1
OG0003736	PRW60688.1	XP_005852221.1
OG0003737	PRW60530.1	XP_005852219.1
OG0003738	PRW60195.1	XP_005851899.1
OG0003739	PRW60510.1	XP_005852231.1
OG0003740	PRW60734.1	XP_005851887.1
OG0003741	PRW60458.1	XP_005851902.1
OG0003742	PRW60476.1	XP_005852233.1
OG0003743	PRW60347.1	XP_005842718.1
OG0003744	PRW61095.1, PRW61094.1	XP_005843525.1
OG0003745	PRW60344.1	XP_005852230.1
OG0003746	PRW60747.1	XP_005851818.1
OG0003747	PRW60842.1	XP_005852150.1
OG0003748	PRW60794.1	XP_005852180.1
OG0003749	PRW60671.1	XP_005851878.1
OG0003750	PRW60721.1	XP_005851883.1
OG0003751	PRW60507.1	XP_005852223.1
OG0003752	PRW56964.1	XP_005848052.1
OG0003753	PRW20652.1	XP_005843939.1
OG0003754	PRW20627.1	XP_005843858.1
OG0003755	PRW20685.1	XP_005843898.1
OG0003756	PRW20632.1	XP_005843940.1
OG0003757	PRW20597.1	XP_005843892.1
OG0003758	PRW61018.1	XP_005845688.1
OG0003759	PRW20369.1	XP_005843681.1
OG0003760	PRW59600.1	XP_005843011.1
OG0003761	PRW58482.1	XP_005851485.1
OG0003762	PRW20713.1	XP_005843888.1
OG0003763	PRW60961.1	XP_005849704.1
OG0003764	PRW33120.1	XP_005843297.1
OG0003765	PRW20658.1	XP_005843941.1
OG0003766	PRW51045.1	XP_005848592.1
OG0003767	PRW20667.1	XP_005843937.1
OG0003768	PRW61586.1	XP_005851109.1
OG0003769	PRW20634.1	XP_005843725.1
OG0003770	PRW20602.1	XP_005842901.1
OG0003771	PRW20758.1	XP_005842908.1
OG0003772	PRW33321.1, PRW33320.1	XP_005844927.1
OG0003773	PRW20744.1	XP_005843874.1
OG0003774	PRW20674.1	XP_005843908.1
OG0003775	PRW20763.1	XP_005843910.1
OG0003776	PRW32663.1	XP_005842877.1
OG0003777	PRW57176.1	XP_005847137.1
OG0003778	PRW20757.1	XP_005843975.1
OG0003779	PRW21111.1	XP_005844660.1
OG0003780	PRW20655.1	XP_005843912.1
OG0003781	PRW33082.1	XP_005843404.1
OG0003782	PRW20637.1	XP_005843873.1
OG0003785	PRW44978.1	XP_005848436.1
OG0003786	PRW45561.1	XP_005845157.1
OG0003787	PRW45089.1	XP_005848359.1
OG0003788	PRW45248.1	XP_005848552.1
OG0003789	PRW45081.1	XP_005848357.1
OG0003790	PRW44953.1, PRW44954.1	XP_005848550.1
OG0003791	PRW44507.1	XP_005847405.1
OG0003792	PRW45112.1	XP_005848558.1
OG0003793	PRW45068.1	XP_005848363.1
OG0003794	PRW44960.1	XP_005848431.1
OG0003795	PRW45019.1	XP_005848238.1
OG0003796	PRW45116.1	XP_005848411.1
OG0003797	PRW45258.1	XP_005848412.1
OG0003798	PRW32689.1	XP_005843067.1
OG0003799	PRW45144.1	XP_005848551.1
OG0003800	PRW44982.1	XP_005848415.1
OG0003802	PRW45130.1	XP_005848531.1
OG0003803	PRW57201.1	XP_005847092.1
OG0003804	PRW32887.1	XP_005843405.1
OG0003805	PRW44264.1	XP_005847257.1
OG0003806	PRW44947.1, PRW45058.1	XP_005848214.1
OG0003807	PRW59805.1	XP_005845420.1
OG0003808	PRW44853.1	XP_005848394.1
OG0003809	PRW44877.1	XP_005848530.1
OG0003810	PRW45043.1	XP_005848402.1
OG0003811	PRW57394.1	XP_005846904.1
OG0003813	PRW44903.1	XP_005848392.1
OG0003814	PRW44966.1	XP_005848408.1
OG0003815	PRW57933.1	XP_005848111.1
OG0003816	PRW44408.1	XP_005847271.1
OG0003817	PRW45133.1	XP_005848220.1
OG0003818	PRW45154.1	XP_005848414.1
OG0003819	PRW45085.1	XP_005848443.1
OG0003820	PRW45140.1	XP_005848439.1
OG0003821	PRW44976.1	XP_005848437.1
OG0003822	PRW57483.1	XP_005847138.1
OG0003823	PRW44900.1	XP_005848434.1
OG0003824	PRW45142.1	XP_005848241.1
OG0003825	PRW44912.1	XP_005848236.1
OG0003826	PRW45131.1	XP_005848561.1
OG0003827	PRW61626.1	XP_005843578.1
OG0003828	PRW45205.1	XP_005848504.1
OG0003829	PRW45210.1	XP_005848503.1
OG0003830	PRW45157.1	XP_005848514.1
OG0003831	PRW45256.1	XP_005848313.1
OG0003832	PRW59103.1	XP_005850200.1
OG0003833	PRW45168.1	XP_005848321.1
OG0003834	PRW44958.1	XP_005848322.1
OG0003835	PRW44905.1	XP_005848512.1
OG0003836	PRW45191.1	XP_005848510.1
OG0003837	PRW45236.1	XP_005848517.1
OG0003838	PRW44914.1	XP_005848324.1
OG0003839	PRW45259.1	XP_005848506.1
OG0003840	PRW44932.1	XP_005848508.1
OG0003841	PRW44873.1	XP_005848319.1
OG0003842	PRW44867.1	XP_005848519.1
OG0003843	PRW45211.1	XP_005848327.1
OG0003844	PRW58334.1	XP_005847684.1
OG0003845	PRW56562.1	XP_005850318.1
OG0003846	PRW44863.1	XP_005848526.1
OG0003847	PRW45088.1	XP_005848343.1
OG0003848	PRW44933.1	XP_005848337.1
OG0003849	PRW45217.1	XP_005848538.1
OG0003850	PRW45181.1	XP_005848338.1
OG0003851	PRW50915.1	XP_005848938.1
OG0003852	PRW45048.1	XP_005848341.1
OG0003853	PRW45148.1	XP_005848528.1
OG0003854	PRW44851.1	XP_005848342.1
OG0003855	PRW44893.1	XP_005848525.1
OG0003856	PRW45254.1	XP_005848534.1
OG0003857	PRW44902.1, PRW44901.1	XP_005848539.1
OG0003858	PRW45270.1	XP_005848362.1
OG0003859	PRW44979.1	XP_005848422.1
OG0003860	PRW45196.1	XP_005848231.1
OG0003861	PRW45076.1	XP_005848555.1
OG0003862	PRW45122.1	XP_005848229.1
OG0003863	PRW45265.1	XP_005848230.1
OG0003864	PRW45066.1	XP_005848421.1
OG0003865	PRW45095.1	XP_005848228.1
OG0003866	PRW45053.1	XP_005848545.1
OG0003867	PRW44987.1	XP_005848544.1
OG0003868	PRW44921.1	XP_005848352.1
OG0003869	PRW44876.1	XP_005848547.1
OG0003870	PRW45146.1	XP_005848356.1
OG0003871	PRW32976.1	XP_005844479.1
OG0003872	PRW21029.1	XP_005844812.1
OG0003873	PRW21062.1	XP_005844811.1
OG0003874	PRW59960.1	XP_005848492.1
OG0003875	PRW20242.1	XP_005842918.1
OG0003876	PRW44298.1	XP_005847244.1
OG0003877	PRW20199.1	XP_005844037.1
OG0003878	PRW20186.1	XP_005844124.1
OG0003879	PRW20262.1	XP_005844123.1
OG0003880	PRW20999.1	XP_005844778.1
OG0003881	PRW21113.1	XP_005844769.1
OG0003882	PRW20989.1	XP_005844711.1
OG0003883	PRW20865.1	XP_005848152.1
OG0003885	PRW59010.1	XP_005844387.1
OG0003887	PRW59238.1	XP_005843834.1
OG0003888	PRW59177.1	XP_005843837.1
OG0003889	PRW58926.1	XP_005843841.1
OG0003890	PRW58768.1	XP_005843798.1
OG0003891	PRW58837.1	XP_005843842.1
OG0003892	PRW59418.1	XP_005845740.1
OG0003893	PRW56864.1	XP_005850123.1
OG0003894	PRW59054.1	XP_005843795.1
OG0003895	PRW59367.1	XP_005845852.1
OG0003896	PRW59193.1	XP_005852249.1
OG0003897	PRW58835.1	XP_005849972.1
OG0003898	PRW58952.1	XP_005843749.1
OG0003900	PRW58772.1	XP_005843475.1
OG0003901	PRW58856.1	XP_005843473.1
OG0003902	PRW59270.1	XP_005843806.1
OG0003903	PRW58969.1	XP_005843444.1
OG0003905	PRW21092.1	XP_005844685.1
OG0003906	PRW20988.1	XP_005844760.1
OG0003907	PRW21104.1	XP_005844687.1
OG0003909	PRW59100.1	XP_005849540.1
OG0003910	PRW59323.1	XP_005849804.1
OG0003911	PRW59437.1	XP_005849787.1
OG0003912	PRW59314.1	XP_005849788.1
OG0003913	PRW59004.1	XP_005849526.1
OG0003914	PRW60942.1	XP_005844305.1
OG0003915	PRW58791.1	XP_005849475.1
OG0003916	PRW59335.1	XP_005849743.1
OG0003918	PRW59246.1	XP_005849484.1
OG0003919	PRW57364.1	XP_005849455.1
OG0003920	PRW57007.1	XP_005849724.1
OG0003921	PRW44444.1	XP_005847413.1
OG0003922	PRW59117.1	XP_005849762.1
OG0003923	PRW59191.1	XP_005849756.1
OG0003924	PRW59235.1	XP_005849487.1
OG0003925	PRW58948.1	XP_005849496.1
OG0003926	PRW58919.1	XP_005849767.1
OG0003927	PRW57151.1	XP_005849448.1
OG0003928	PRW57534.1	XP_005849453.1
OG0003929	PRW59262.1	XP_005849494.1
OG0003930	PRW58845.1	XP_005849758.1
OG0003931	PRW59122.1	XP_005849759.1
OG0003932	PRW59009.1	XP_005849492.1
OG0003934	PRW59220.1	XP_005849482.1
OG0003935	PRW59214.1	XP_005849750.1
OG0003936	PRW59295.1	XP_005849529.1
OG0003937	PRW59424.1, PRW59423.1	XP_005849790.1
OG0003938	PRW59317.1	XP_005849791.1
OG0003939	PRW58820.1	XP_005849793.1
OG0003940	PRW58905.1	XP_005849530.1
OG0003941	PRW58899.1	XP_005849536.1
OG0003942	PRW58918.1	XP_005847868.1
OG0003943	PRW59040.1	XP_005849736.1
OG0003944	PRW58833.1	XP_005849737.1
OG0003945	PRW58850.1	XP_005849467.1
OG0003946	PRW45473.1	XP_005845189.1
OG0003947	PRW58988.1	XP_005849465.1
