Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_variabilis_genome_proteins
OG0004206	KAI3433519.1	XP_005851253.1
OG0004207	KAI3433527.1	XP_005851250.1
OG0004208	KAI3433528.1	XP_005851536.1
OG0004209	KAI3433529.1	XP_005851249.1
OG0004210	KAI3424828.1	XP_005845086.1
OG0004211	KAI3433530.1	XP_005851248.1
OG0004212	KAI3433531.1	XP_005851535.1
OG0004213	KAI3433540.1	XP_005851530.1
OG0004214	KAI3433539.1	XP_005851245.1
OG0004215	KAI3433541.1	XP_005851244.1
OG0004216	KAI3433542.1	XP_005851529.1
OG0004217	KAI3438514.1	XP_005849772.1
OG0004218	KAI3433395.1	XP_005851300.1
OG0004219	KAI3433368.1	XP_005851609.1
OG0004220	KAI3433384.1	XP_005851601.1
OG0004221	KAI3433387.1	XP_005851600.1
OG0004222	KAI3433385.1	XP_005851304.1
OG0004224	KAI3424863.1	XP_005845208.1
OG0004225	KAI3433354.1	XP_005851312.1
OG0004226	KAI3433339.1	XP_005851317.1
OG0004227	KAI3433338.1	XP_005851622.1
OG0004228	KAI3433337.1	XP_005851318.1
OG0004229	KAI3433321.1	XP_005851325.1
OG0004230	KAI3433335.1	XP_005851319.1
OG0004231	KAI3429704.1	XP_005852220.1
OG0004232	KAI3438322.1	XP_005846843.1
OG0004234	KAI3433347.1	XP_005851314.1
OG0004235	KAI3431756.1	XP_005844826.1
OG0004236	KAI3433344.1	XP_005851315.1
OG0004237	KAI3433341.1	XP_005851316.1
OG0004238	KAI3433351.1	XP_005851313.1
OG0004239	KAI3433323.1	XP_005851631.1
OG0004240	KAI3423823.1	XP_005846611.1
OG0004241	KAI3433327.1	XP_005851629.1
OG0004242	KAI3434471.1	XP_005843900.1
OG0004243	KAI3435482.1	XP_005850536.1
OG0004244	KAI3433469.1	XP_005851269.1
OG0004245	KAI3433451.1	XP_005851273.1
OG0004247	KAI3424179.1	XP_005845529.1
OG0004248	KAI3433457.1	XP_005851274.1
OG0004249	KAI3433458.1	XP_005851568.1
OG0004251	KAI3433432.1	XP_005851285.1
OG0004252	KAI3433444.1	XP_005851573.1
OG0004253	KAI3433397.1	XP_005842552.1
OG0004254	KAI3428659.1	XP_005847414.1
OG0004255	KAI3428661.1	XP_005847265.1
OG0004256	KAI3433400.1	XP_005851597.1
OG0004257	KAI3433401.1	XP_005851596.1
OG0004258	KAI3433390.1	XP_005851302.1
OG0004259	KAI3433389.1	XP_005851599.1
OG0004260	KAI3433388.1	XP_005851303.1
OG0004261	KAI3433394.1	XP_005851598.1
OG0004262	KAI3433554.1	XP_005851234.1
OG0004263	KAI3433552.1	XP_005851235.1
OG0004264	KAI3433551.1	XP_005851526.1
OG0004265	KAI3433698.1	XP_005851448.1
OG0004266	KAI3433680.1	XP_005851458.1
OG0004267	KAI3433672.1	XP_005851462.1
OG0004268	KAI3433671.1	XP_005851177.1
OG0004269	KAI3433683.1	XP_005851171.1
OG0004270	KAI3433705.1	XP_005851445.1
OG0004271	KAI3433704.1	XP_005851164.1
OG0004272	KAI3433495.1	XP_005851260.1
OG0004273	KAI3433487.1	XP_005851263.1
OG0004274	KAI3433513.1	XP_005851544.1
OG0004275	KAI3433512.1	XP_005851254.1
OG0004276	KAI3433511.1	XP_005851545.1
OG0004277	KAI3433506.1	XP_005851256.1
OG0004278	KAI3433505.1	XP_005851547.1
OG0004279	KAI3433475.1	XP_005851266.1
OG0004280	KAI3433486.1	XP_005851555.1
OG0004281	KAI3433490.1	XP_005851553.1
OG0004282	KAI3433491.1	XP_005851262.1
OG0004283	KAI3433493.1	XP_005851261.1
OG0004284	KAI3438645.1	XP_005849832.1
OG0004285	KAI3423875.1	XP_005846588.1
OG0004286	KAI3428672.1	XP_005847260.1
OG0004287	KAI3423881.1	XP_005846729.1
OG0004288	KAI3423888.1	XP_005846580.1
OG0004289	KAI3423896.1	XP_005846709.1
OG0004290	KAI3423869.1	XP_005846584.1
OG0004292	KAI3423826.1	XP_005846608.1
OG0004293	KAI3433406.1	XP_005851593.1
OG0004295	KAI3423857.1	XP_005846737.1
OG0004296	KAI3423837.1	XP_005846748.1
OG0004297	KAI3423838.1	XP_005846602.1
OG0004298	KAI3423850.1	XP_005846741.1
OG0004299	KAI3423841.1	XP_005846746.1
OG0004300	KAI3423843.1	XP_005846600.1
OG0004301	KAI3423928.1	XP_005842886.1
OG0004302	KAI3423927.1	XP_005842874.1
OG0004303	KAI3423920.1	XP_005842875.1
OG0004304	KAI3432353.1	XP_005844208.1
OG0004305	KAI3423943.1	XP_005843037.1
OG0004306	KAI3423942.1	XP_005843062.1
OG0004307	KAI3427073.1	XP_005848905.1
OG0004307	KAI3427074.1	XP_005842887.1
OG0004308	KAI3423952.1	XP_005843066.1
OG0004309	KAI3423955.1	XP_005843044.1
OG0004310	KAI3423798.1	XP_005851349.1
OG0004311	KAI3423799.1	XP_005851348.1
OG0004312	KAI3423806.1	XP_005851652.1
OG0004313	KAI3423805.1	XP_005851345.1
OG0004314	KAI3433284.1	XP_005851342.1
OG0004315	KAI3433290.1	XP_005851646.1
OG0004316	KAI3423794.1	XP_005851351.1
OG0004317	KAI3433310.1	XP_005851636.1
OG0004318	KAI3433306.1	XP_005851332.1
OG0004319	KAI3433299.1	XP_005851641.1
OG0004320	KAI3433301.1	XP_005851640.1
OG0004321	KAI3433296.1	XP_005851642.1
OG0004322	KAI3433294.1	XP_005851335.1
OG0004323	KAI3433292.1	XP_005851336.1
OG0004324	KAI3433437.1	XP_005851576.1
OG0004325	KAI3433424.1	XP_005851582.1
OG0004326	KAI3433426.1	XP_005851287.1
OG0004327	KAI3433427.1	XP_005851581.1
OG0004328	KAI3433434.1	XP_005851284.1
OG0004329	KAI3433405.1	XP_005851296.1
OG0004330	KAI3423918.1	XP_005852323.1
OG0004331	KAI3436176.1	XP_005845436.1
OG0004332	KAI3423946.1	XP_005843063.1
OG0004333	KAI3423814.1	XP_005846759.1
OG0004334	KAI3423813.1	XP_005846760.1
OG0004335	KAI3423907.1	XP_005846563.1
OG0004336	KAI3424467.1	XP_005843969.1
OG0004337	KAI3428177.1	XP_005850107.1
OG0004338	KAI3433415.1	XP_005851587.1
OG0004339	KAI3433422.1	XP_005851583.1
OG0004340	KAI3423993.1	XP_005843084.1
OG0004341	KAI3423913.1	XP_005842879.1
OG0004342	KAI3433403.1	XP_005851595.1
OG0004343	KAI3432649.1	XP_005843562.1
OG0004344	KAI3423950.1	XP_005843065.1
OG0004345	KAI3433404.1	XP_005851297.1
OG0004346	KAI3423967.1	XP_005843075.1
OG0004347	KAI3423964.1	XP_005852311.1
OG0004348	KAI3431761.1, KAI3431763.1	XP_005842800.1
OG0004349	KAI3434451.1	XP_005843906.1
OG0004350	KAI3435848.1	XP_005846290.1
OG0004351	KAI3434452.1	XP_005843972.1
OG0004352	KAI3431458.1	XP_005846038.1
OG0004353	KAI3429847.1	XP_005852262.1
OG0004354	KAI3434462.1	XP_005843966.1
OG0004355	KAI3434456.1	XP_005843904.1
OG0004356	KAI3434634.1	XP_005849413.1
OG0004357	KAI3434553.1	XP_005843862.1
OG0004359	KAI3425131.1	XP_005845819.1
OG0004360	KAI3425132.1	XP_005845932.1
OG0004361	KAI3425015.1	XP_005846648.1
OG0004362	KAI3425000.1	XP_005846659.1
OG0004363	KAI3425118.1	XP_005845823.1
OG0004364	KAI3425139.1, KAI3437557.1	XP_005845930.1
OG0004365	KAI3425007.1	XP_005846652.1
OG0004366	KAI3425008.1	XP_005846802.1
OG0004367	KAI3425004.1	XP_005846803.1
OG0004368	KAI3432216.1	XP_005844167.1
OG0004369	KAI3424977.1	XP_005846671.1
OG0004370	KAI3424975.1	XP_005846672.1
OG0004371	KAI3424982.1	XP_005845904.1
OG0004372	KAI3424983.1	XP_005846814.1
OG0004373	KAI3424990.1	XP_005846666.1
OG0004374	KAI3424988.1	XP_005846809.1
OG0004375	KAI3424985.1	XP_005846811.1
OG0004376	KAI3424996.1	XP_005846664.1
OG0004377	KAI3424970.1	XP_005846821.1
OG0004378	KAI3424969.1	XP_005846676.1
OG0004379	KAI3424968.1	XP_005846677.1
OG0004380	KAI3424971.1	XP_005846675.1
OG0004381	KAI3424972.1	XP_005846820.1
OG0004382	KAI3432213.1	XP_005844252.1
OG0004383	KAI3432210.1	XP_005844251.1
OG0004384	KAI3432275.1	XP_005844184.1
OG0004385	KAI3432718.1	XP_005843494.1
OG0004386	KAI3432734.1	XP_005842695.1
OG0004387	KAI3432717.1	XP_005843496.1
OG0004388	KAI3436069.1	XP_005845495.1
OG0004389	KAI3432691.1	XP_005843499.1
OG0004390	KAI3432293.1	XP_005844188.1
OG0004391	KAI3432295.1	XP_005844272.1
OG0004392	KAI3429593.1	XP_005852172.1
OG0004395	KAI3432394.1	XP_005844221.1
OG0004396	KAI3432319.1	XP_005844201.1
OG0004397	KAI3432367.1	XP_005844204.1
OG0004398	KAI3432883.1	XP_005844324.1
OG0004399	KAI3432366.1	XP_005844203.1
OG0004400	KAI3432368.1	XP_005844286.1
OG0004401	KAI3432361.1	XP_005844288.1
OG0004403	KAI3432350.1	XP_005844283.1
OG0004404	KAI3432453.1	XP_005844310.1
OG0004405	KAI3426001.1	XP_005847685.1
OG0004406	KAI3428083.1	XP_005850054.1
OG0004407	KAI3425329.1	XP_005845736.1
OG0004408	KAI3428284.1	XP_005850153.1
OG0004409	KAI3428283.1	XP_005850403.1
OG0004410	KAI3428377.1	XP_005850193.1
OG0004411	KAI3428073.1	XP_005850047.1
OG0004412	KAI3428068.1	XP_005850051.1
OG0004413	KAI3428067.1	XP_005850302.1
OG0004414	KAI3428072.1	XP_005850300.1
OG0004415	KAI3428070.1	XP_005850049.1
OG0004416	KAI3427929.1	XP_005850236.1
OG0004417	KAI3424819.1	XP_005845084.1
OG0004418	KAI3438186.1	XP_005846902.1
OG0004419	KAI3427921.1	XP_005850233.1
OG0004420	KAI3427923.1	XP_005850234.1
OG0004421	KAI3427954.1	XP_005850243.1
OG0004422	KAI3427963.1	XP_005849993.1
OG0004423	KAI3427958.1	XP_005849991.1
OG0004424	KAI3427991.1	XP_005850009.1
OG0004425	KAI3428053.1	XP_005850038.1
OG0004426	KAI3427964.1	XP_005849994.1
OG0004427	KAI3427953.1	XP_005850242.1
OG0004428	KAI3428061.1	XP_005850041.1
OG0004429	KAI3428064.1	XP_005850042.1
OG0004430	KAI3428039.1	XP_005850031.1
OG0004431	KAI3428038.1	XP_005850282.1
OG0004433	KAI3428001.1	XP_005850261.1
OG0004434	KAI3428002.1	XP_005850012.1
OG0004435	KAI3427990.1	XP_005850258.1
OG0004436	KAI3427965.1	XP_005850247.1
OG0004437	KAI3427966.1	XP_005849995.1
OG0004438	KAI3428058.1	XP_005850040.1
OG0004439	KAI3427920.1	XP_005849974.1
OG0004440	KAI3427972.1	XP_005850253.1
OG0004441	KAI3427988.1	XP_005850257.1
OG0004442	KAI3427977.1	XP_005849998.1
OG0004443	KAI3428010.1	XP_005850015.1
OG0004444	KAI3435626.1	XP_005846553.1
OG0004445	KAI3435635.1	XP_005846549.1
OG0004447	KAI3435647.1	XP_005846384.1
OG0004448	KAI3435649.1	XP_005846545.1
OG0004449	KAI3435653.1	XP_005846544.1
OG0004450	KAI3435650.1	XP_005846382.1
OG0004451	KAI3435655.1	XP_005846380.1
OG0004452	KAI3435587.1	XP_005850490.1
OG0004453	KAI3435589.1	XP_005850491.1
OG0004454	KAI3435590.1	XP_005850792.1
OG0004455	KAI3435591.1	XP_005850492.1
OG0004456	KAI3435621.1	XP_005846555.1
OG0004457	KAI3435622.1	XP_005846395.1
OG0004458	KAI3429322.1	XP_005850495.1
OG0004459	KAI3435597.1	XP_005850494.1
OG0004460	KAI3435596.1	XP_005850795.1
OG0004461	KAI3435632.1	XP_005846390.1
OG0004462	KAI3435681.1	XP_005846368.1
OG0004463	KAI3435680.1	XP_005846367.1
OG0004464	KAI3435679.1	XP_005846533.1
OG0004465	KAI3435691.1	XP_005846361.1
OG0004466	KAI3435690.1	XP_005846528.1
OG0004467	KAI3435689.1	XP_005846362.1
OG0004468	KAI3435684.1	XP_005846538.1
OG0004469	KAI3435660.1	XP_005846376.1
OG0004470	KAI3435676.1, KAI3435677.1	XP_005846366.1
OG0004471	KAI3435675.1	XP_005846365.1
OG0004472	KAI3435670.1	XP_005846531.1
OG0004473	KAI3435667.1	XP_005846540.1
OG0004474	KAI3435666.1	XP_005846373.1
OG0004475	KAI3435665.1	XP_005846541.1
OG0004476	KAI3435663.1	XP_005846375.1
OG0004477	KAI3435662.1	XP_005846542.1
OG0004478	KAI3435705.1	XP_005846525.1
OG0004479	KAI3435718.1	XP_005846519.1
OG0004480	KAI3435717.1	XP_005846348.1
OG0004481	KAI3435715.1	XP_005846349.1
OG0004482	KAI3437848.1	XP_005847903.1
OG0004483	KAI3435721.1	XP_005846346.1
OG0004484	KAI3435725.1	XP_005846344.1
OG0004485	KAI3435748.1	XP_005846332.1
OG0004486	KAI3435729.1	XP_005846342.1
OG0004487	KAI3435727.1	XP_005846343.1, XP_005852302.1
OG0004488	KAI3435790.1	XP_005846317.1
OG0004489	KAI3435779.1	XP_005846322.1
OG0004490	KAI3435778.1	XP_005846499.1
OG0004491	KAI3435735.1	XP_005846514.1
OG0004492	KAI3435734.1	XP_005846340.1
OG0004493	KAI3435733.1	XP_005846515.1
OG0004494	KAI3435771.1	XP_005846325.1
OG0004495	KAI3435773.1	XP_005846501.1
OG0004496	KAI3435760.1	XP_005846327.1
OG0004497	KAI3435758.1	XP_005846328.1
OG0004498	KAI3435751.1	XP_005846331.1
OG0004499	KAI3435740.1	XP_005846336.1
OG0004500	KAI3435741.1	XP_005846512.1
OG0004501	KAI3435745.1	XP_005846511.1
OG0004502	KAI3435747.1	XP_005846509.1
OG0004503	KAI3435746.1	XP_005846510.1
OG0004504	KAI3435784.1	XP_005846496.1
OG0004505	KAI3435793.1	XP_005846490.1
OG0004506	KAI3435797.1	XP_005846489.1
OG0004507	KAI3435801.1	XP_005846488.1
OG0004508	KAI3435798.1	XP_005846315.1
OG0004509	KAI3435802.1	XP_005846312.1
OG0004510	KAI3435803.1	XP_005846487.1
OG0004511	KAI3435804.1	XP_005846311.1
OG0004512	KAI3435805.1	XP_005846486.1
OG0004513	KAI3435838.1	XP_005852294.1
OG0004514	KAI3435840.1	XP_005846294.1
OG0004515	KAI3435846.1	XP_005846291.1
OG0004516	KAI3435844.1	XP_005846292.1
OG0004517	KAI3435843.1	XP_005846470.1
OG0004518	KAI3435849.1	XP_005846464.1
OG0004519	KAI3436402.1	XP_005850768.1
OG0004520	KAI3435853.1	XP_005846287.1
OG0004521	KAI3435854.1	XP_005846462.1
OG0004522	KAI3435855.1	XP_005846286.1
OG0004523	KAI3435862.1	XP_005846457.1
OG0004524	KAI3435861.1	XP_005846458.1
OG0004525	KAI3435865.1	XP_005846280.1
OG0004526	KAI3435866.1	XP_005846455.1
OG0004527	KAI3435869.1	XP_005846279.1
OG0004528	KAI3429590.1	XP_005851848.1
OG0004529	KAI3432247.1	XP_005844175.1
OG0004530	KAI3435873.1	XP_005846452.1
OG0004531	KAI3435872.1	XP_005846453.1
OG0004532	KAI3430809.1	XP_005844696.1
OG0004533	KAI3435877.1	XP_005846451.1
OG0004534	KAI3435878.1	XP_005846450.1
OG0004535	KAI3435880.1	XP_005846449.1
OG0004536	KAI3435883.1	XP_005846272.1
OG0004537	KAI3435875.1	XP_005846275.1
OG0004538	KAI3435889.1	XP_005846270.1
OG0004539	KAI3435890.1	XP_005846444.1
OG0004540	KAI3435896.1	XP_005846440.1
OG0004541	KAI3435895.1	XP_005846267.1
OG0004542	KAI3435893.1	XP_005846268.1
OG0004543	KAI3435894.1	XP_005846441.1
OG0004544	KAI3435897.1	XP_005846266.1
OG0004545	KAI3435903.1	XP_005846264.1
OG0004546	KAI3435911.1	XP_005846433.1
OG0004547	KAI3435916.1	XP_005846258.1
OG0004548	KAI3435934.1	XP_005846248.1
OG0004549	KAI3435932.1	XP_005846249.1
OG0004550	KAI3435912.1	XP_005846260.1
OG0004551	KAI3435944.1	XP_005846241.1
OG0004552	KAI3435939.1	XP_005846245.1
OG0004553	KAI3435937.1	XP_005846421.1
OG0004554	KAI3435935.1	XP_005846422.1
OG0004555	KAI3435917.1	XP_005846430.1
OG0004556	KAI3435919.1	XP_005846257.1
OG0004557	KAI3435920.1	XP_005846428.1
OG0004558	KAI3435923.1	XP_005846255.1
OG0004559	KAI3435925.1	XP_005846426.1
OG0004560	KAI3435926.1	XP_005846253.1
OG0004561	KAI3424768.1	XP_005845164.1
OG0004562	KAI3435927.1	XP_005846425.1
OG0004563	KAI3435928.1	XP_005846252.1
OG0004564	KAI3435930.1	XP_005846424.1
OG0004565	KAI3435952.1	XP_005846236.1
OG0004566	KAI3435809.1	XP_005846484.1
OG0004567	KAI3435810.1	XP_005846307.1
OG0004568	KAI3435813.1	XP_005846306.1
OG0004569	KAI3435814.1	XP_005846481.1
OG0004570	KAI3435815.1	XP_005846305.1
OG0004571	KAI3435819.1	XP_005846478.1
OG0004572	KAI3435826.1	XP_005846301.1
OG0004573	KAI3435943.1	XP_005846417.1
OG0004574	KAI3435950.1	XP_005846237.1
OG0004575	KAI3435951.1	XP_005846414.1
OG0004576	KAI3435828.1	XP_005846300.1
OG0004577	KAI3435967.1	XP_005846409.1
OG0004578	KAI3435966.1	XP_005846229.1
OG0004579	KAI3435955.1	XP_005846413.1
OG0004580	KAI3435956.1	XP_005846233.1
OG0004581	KAI3435957.1	XP_005846412.1
OG0004582	KAI3435958.1	XP_005846232.1
OG0004583	KAI3435959.1	XP_005846411.1
OG0004584	KAI3435960.1	XP_005846231.1
OG0004585	KAI3435961.1	XP_005846410.1
OG0004586	KAI3435962.1	XP_005846230.1
OG0004587	KAI3435975.1	XP_005846405.1
OG0004588	KAI3435970.1	XP_005846226.1
OG0004589	KAI3436026.1	XP_005842807.1
OG0004590	KAI3436027.1	XP_005845375.1
OG0004591	KAI3436028.1	XP_005845511.1
OG0004592	KAI3436025.1	XP_005842806.1
OG0004593	KAI3436024.1	XP_005842811.1
OG0004594	KAI3436019.1	XP_005842802.1
OG0004595	KAI3436139.1	XP_005845326.1
OG0004596	KAI3436141.1	XP_005845325.1
OG0004597	KAI3436144.1	XP_005845458.1
OG0004598	KAI3436146.1	XP_005845323.1
OG0004599	KAI3436148.1	XP_005845457.1
OG0004600	KAI3436152.1	XP_005845319.1
OG0004601	KAI3436153.1	XP_005845455.1
OG0004602	KAI3436154.1	XP_005845318.1
OG0004603	KAI3436155.1	XP_005845454.1
OG0004604	KAI3436156.1	XP_005845317.1
OG0004605	KAI3436163.1	XP_005845315.1
OG0004606	KAI3436029.1	XP_005845374.1
OG0004607	KAI3436031.1	XP_005845508.1
OG0004608	KAI3436032.1	XP_005845373.1
OG0004609	KAI3436034.1	XP_005845507.1
OG0004610	KAI3436035.1	XP_005845371.1
OG0004611	KAI3436039.1	XP_005845370.1
OG0004612	KAI3436040.1	XP_005845505.1
OG0004613	KAI3436110.1	XP_005845341.1
OG0004614	KAI3436112.1	XP_005845340.1
OG0004615	KAI3436119.1	XP_005845336.1
OG0004616	KAI3436121.1	XP_005845471.1
OG0004617	KAI3436123.1	XP_005845470.1
OG0004618	KAI3436115.1	XP_005845473.1
OG0004619	KAI3436127.1	XP_005845330.1
OG0004620	KAI3436132.1	XP_005845464.1
OG0004621	KAI3436006.1	XP_005842819.1
OG0004622	KAI3436005.1	XP_005842820.1
OG0004624	KAI3436003.1	XP_005842834.1
OG0004625	KAI3436061.1	XP_005845364.1
OG0004626	KAI3436062.1	XP_005845498.1
OG0004627	KAI3436063.1	XP_005845363.1
OG0004628	KAI3435999.1	XP_005842836.1
OG0004629	KAI3436000.1	XP_005842823.1
OG0004630	KAI3436001.1	XP_005842835.1
OG0004631	KAI3436094.1	XP_005845349.1
OG0004632	KAI3436095.1	XP_005845484.1
OG0004633	KAI3429353.1	XP_005847558.1
OG0004634	KAI3436098.1	XP_005845483.1
OG0004635	KAI3436099.1	XP_005845345.1
OG0004636	KAI3436105.1	XP_005845478.1
OG0004637	KAI3436106.1	XP_005845343.1
OG0004638	KAI3436107.1	XP_005845477.1
OG0004639	KAI3433703.1	XP_005844610.1
OG0004640	KAI3436093.1	XP_005845350.1
OG0004641	KAI3436091.1	XP_005845353.1
OG0004642	KAI3436074.1	XP_005845491.1
OG0004643	KAI3436073.1	XP_005845359.1
OG0004644	KAI3436072.1	XP_005845492.1
OG0004645	KAI3436071.1	XP_005845360.1
OG0004646	KAI3436080.1	XP_005845488.1
OG0004647	KAI3436058.1	XP_005845500.1
OG0004648	KAI3436057.1	XP_005845365.1
OG0004649	KAI3436054.1	XP_005845367.1
OG0004650	KAI3435985.1	XP_005846220.1
OG0004651	KAI3435982.1	XP_005846221.1
OG0004652	KAI3431361.1	XP_005845999.1
OG0004653	KAI3436134.1	XP_005845328.1
OG0004654	KAI3436136.1	XP_005845463.1
OG0004655	KAI3436012.1	XP_005842830.1
OG0004656	KAI3436020.1	XP_005842809.1
OG0004657	KAI3436018.1	XP_005842826.1
OG0004658	KAI3436017.1	XP_005842814.1
OG0004659	KAI3436015.1	XP_005842828.1
OG0004660	KAI3436168.1	XP_005845448.1
OG0004661	KAI3436185.1	XP_005845431.1
OG0004662	KAI3436174.1	XP_005845311.1
OG0004663	KAI3436178.1	XP_005845435.1
OG0004664	KAI3436364.1	XP_005842983.1
OG0004665	KAI3436194.1	XP_005845302.1
OG0004666	KAI3436347.1	XP_005842993.1
OG0004667	KAI3436348.1	XP_005843021.1
OG0004668	KAI3436349.1	XP_005842992.1
OG0004669	KAI3436196.1	XP_005845425.1
OG0004670	KAI3436195.1	XP_005845301.1
OG0004672	KAI3436191.1	XP_005845428.1
OG0004673	KAI3436354.1	XP_005843019.1
OG0004674	KAI3428770.1	XP_005847221.1
OG0004675	KAI3436207.1	XP_005845290.1
OG0004676	KAI3436238.1	XP_005845406.1
OG0004677	KAI3436239.1	XP_005845272.1
OG0004678	KAI3436240.1	XP_005845405.1
OG0004679	KAI3436245.1	XP_005845270.1
OG0004680	KAI3436203.1	XP_005845293.1
OG0004681	KAI3436249.1	XP_005845268.1
OG0004682	KAI3436200.1	XP_005845297.1
OG0004683	KAI3436197.1	XP_005845299.1
OG0004684	KAI3426018.1	XP_005847862.1
OG0004685	KAI3436254.1	XP_005845399.1
OG0004686	KAI3436231.1	XP_005845275.1
OG0004687	KAI3436232.1	XP_005845408.1
OG0004688	KAI3436228.1	XP_005845276.1
OG0004689	KAI3436230.1	XP_005845409.1
OG0004690	KAI3436229.1	XP_005845410.1
OG0004691	KAI3436227.1	XP_005845411.1
OG0004692	KAI3436221.1	XP_005845281.1
OG0004693	KAI3436215.1	XP_005845285.1
OG0004694	KAI3436211.1	XP_005845287.1
OG0004695	KAI3436210.1	XP_005845419.1
OG0004696	KAI3436209.1	XP_005845288.1
OG0004697	KAI3436247.1	XP_005845401.1
OG0004698	KAI3436262.1	XP_005845264.1
OG0004699	KAI3436266.1	XP_005845263.1
OG0004700	KAI3436267.1	XP_005845395.1
OG0004701	KAI3432888.1	XP_005843586.1
OG0004702	KAI3438231.1	XP_005846882.1
OG0004703	KAI3436268.1	XP_005845262.1
OG0004704	KAI3436271.1	XP_005845261.1
OG0004705	KAI3436272.1	XP_005845392.1
OG0004706	KAI3436218.1	XP_005845283.1
OG0004708	KAI3436280.1	XP_005845256.1
OG0004709	KAI3436278.1	XP_005845257.1
OG0004710	KAI3436305.1	XP_005845243.1
OG0004711	KAI3436309.1	XP_005845377.1
OG0004712	KAI3436289.1	XP_005845386.1
OG0004713	KAI3436307.1	XP_005845378.1
OG0004714	KAI3436308.1	XP_005845242.1
OG0004715	KAI3436283.1	XP_005845388.1
OG0004717	KAI3436315.1	XP_005843031.1
OG0004718	KAI3436314.1	XP_005843002.1
OG0004719	KAI3436330.1	XP_005842996.1
OG0004720	KAI3436340.1	XP_005843022.1
OG0004721	KAI3436325.1	XP_005842998.1
OG0004722	KAI3436326.1	XP_005843027.1
OG0004723	KAI3436328.1	XP_005843026.1
OG0004724	KAI3436292.1	XP_005845383.1
OG0004725	KAI3436290.1	XP_005845384.1
OG0004726	KAI3436319.1	XP_005843029.1
OG0004727	KAI3436318.1	XP_005843030.1
OG0004728	KAI3436313.1	XP_005843032.1
OG0004729	KAI3436312.1	XP_005843003.1
OG0004730	KAI3436321.1	XP_005843028.1
OG0004731	KAI3436371.1	XP_005843009.1
OG0004732	KAI3436374.1	XP_005843007.1
OG0004733	KAI3432463.1	XP_005843634.1
OG0004734	KAI3432884.1	XP_005844405.1
OG0004735	KAI3432455.1	XP_005844309.1
OG0004736	KAI3432456.1	XP_005844394.1
OG0004738	KAI3432686.1	XP_005843504.1
OG0004739	KAI3432277.1	XP_005844268.1
OG0004740	KAI3432800.1	XP_005844314.1
OG0004741	KAI3432299.1	XP_005844190.1
OG0004742	KAI3432355.1	XP_005844279.1
OG0004743	KAI3427093.1	XP_005848894.1
OG0004744	KAI3432668.1	XP_005843596.1
OG0004745	KAI3432667.1	XP_005843547.1
OG0004746	KAI3432325.1	XP_005844284.1
OG0004747	KAI3432866.1	XP_005844330.1
OG0004748	KAI3432659.1	XP_005843602.1
OG0004749	KAI3432861.1	XP_005844337.1
OG0004750	KAI3432397.1	XP_005844456.1
OG0004751	KAI3432860.1	XP_005844421.1
OG0004752	KAI3432859.1	XP_005844336.1
OG0004753	KAI3432267.1	XP_005844264.1
OG0004754	KAI3432263.1	XP_005844263.1
OG0004755	KAI3432262.1	XP_005844262.1
OG0004756	KAI3432307.1	XP_005844192.1
OG0004757	KAI3432306.1	XP_005844274.1
OG0004758	KAI3432680.1	XP_005843532.1
OG0004759	KAI3428683.1	XP_005847255.1
OG0004760	KAI3428693.1	XP_005847395.1
OG0004761	KAI3428694.1	XP_005847249.1
OG0004762	KAI3432390.1	XP_005844218.1
OG0004763	KAI3428690.1	XP_005847253.1
OG0004764	KAI3438274.1	XP_005847039.1
OG0004765	KAI3428689.1	XP_005847397.1
OG0004766	KAI3438282.1	XP_005847035.1
OG0004767	KAI3438276.1	XP_005846864.1
OG0004768	KAI3424830.1	XP_005845087.1
OG0004769	KAI3438187.1	XP_005846900.1
OG0004770	KAI3432376.1	XP_005844196.1
OG0004771	KAI3428663.1	XP_005847264.1
OG0004772	KAI3432377.1	XP_005844290.1
OG0004773	KAI3432614.1	XP_005843556.1
OG0004774	KAI3428707.1	XP_005847241.1
OG0004775	KAI3424261.1	XP_005842861.1
OG0004776	KAI3424260.1	XP_005842843.1
OG0004777	KAI3437999.1	XP_005846978.1
OG0004778	KAI3424264.1	XP_005842858.1
OG0004779	KAI3424268.1	XP_005842852.1
OG0004780	KAI3424262.1	XP_005842856.1
OG0004781	KAI3424269.1	XP_005842840.1
OG0004782	KAI3424274.1	XP_005842850.1
OG0004783	KAI3424273.1	XP_005842838.1
OG0004784	KAI3428338.1	XP_005850175.1
OG0004786	KAI3424256.1	XP_005842863.1
OG0004787	KAI3437776.1	XP_005848100.1
OG0004788	KAI3424141.1	XP_005845548.1
OG0004789	KAI3424138.1	XP_005845550.1
OG0004790	KAI3424859.1	XP_005845206.1
OG0004791	KAI3424128.1	XP_005845662.1
OG0004792	KAI3433692.1	XP_005851452.1
OG0004793	KAI3424121.1	XP_005845667.1
OG0004794	KAI3424122.1	XP_005845558.1
