Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_A99_genome_proteins
OG0003131	KAI3436613.1	scaffold2.g7101.t1, scaffold21.g2201.t1, scaffold21.g2210.t1
OG0003132	KAI3424958.1	scaffold21.g2205.t1
OG0003133	KAI3424957.1	scaffold21.g2206.t1
OG0003134	KAI3424956.1	scaffold21.g2208.t1
OG0003135	KAI3424973.1	scaffold21.g2213.t1
OG0003136	KAI3432413.1	scaffold21.g2215.t1
OG0003137	KAI3424735.1	scaffold21.g2219.t1
OG0003138	KAI3438271.1	scaffold21.g2220.t1
OG0003139	KAI3423900.1	scaffold21.g2221.t1
OG0003140	KAI3424740.1	scaffold21.g2225.t1
OG0003141	KAI3424742.1	scaffold21.g2228.t1
OG0003142	KAI3431273.1	scaffold10.g2230.t1
OG0003143	KAI3431277.1	scaffold10.g2235.t1
OG0003144	KAI3431278.1	scaffold10.g2236.t1
OG0003145	KAI3431282.1	scaffold10.g2237.t1
OG0003146	KAI3431280.1	scaffold10.g2239.t1
OG0003147	KAI3431274.1	scaffold10.g2242.t1
OG0003148	KAI3431321.1	scaffold10.g2245.t1
OG0003149	KAI3431344.1	scaffold10.g2246.t1
OG0003150	KAI3431345.1	scaffold10.g2247.t1
OG0003151	KAI3431346.1	scaffold10.g2249.t1
OG0003152	KAI3431351.1	scaffold10.g2251.t1
OG0003153	KAI3431354.1	scaffold10.g2252.t1
OG0003154	KAI3431353.1	scaffold10.g2253.t1
OG0003155	KAI3431472.1	scaffold10.g2254.t1
OG0003156	KAI3431473.1	scaffold10.g2255.t1
OG0003157	KAI3431480.1	scaffold10.g2256.t1
OG0003158	KAI3431466.1	scaffold10.g2258.t1
OG0003159	KAI3431284.1	scaffold10.g2264.t1
OG0003160	KAI3431283.1	scaffold10.g2265.t1
OG0003161	KAI3428752.1	scaffold10.g2266.t1
OG0003162	KAI3437977.1	scaffold10.g2267.t1
OG0003163	KAI3425383.1	scaffold10.g2269.t1
OG0003164	KAI3431287.1	scaffold10.g2271.t1
OG0003165	KAI3431457.1	scaffold10.g2272.t1
OG0003166	KAI3431285.1	scaffold10.g2274.t1
OG0003167	KAI3424873.1	scaffold10.g2275.t1
OG0003168	KAI3431298.1	scaffold10.g2276.t1
OG0003169	KAI3428382.1	scaffold10.g2278.t1
OG0003170	KAI3424767.1	scaffold10.g2284.t1
OG0003171	KAI3433631.1	scaffold1.g5427.t1, scaffold22.g6075.t1, scaffold10.g2285.t1
OG0003172	KAI3431308.1	scaffold10.g2293.t1
OG0003173	KAI3431312.1	scaffold10.g2296.t1
OG0003174	KAI3436810.1	scaffold10.g2298.t1
OG0003175	KAI3431315.1	scaffold10.g2299.t1
OG0003176	KAI3431340.1	scaffold10.g2302.t1
OG0003177	KAI3431341.1	scaffold10.g2303.t1
OG0003178	KAI3431320.1	scaffold10.g2305.t1
OG0003179	KAI3431317.1	scaffold10.g2307.t1
OG0003180	KAI3431316.1	scaffold10.g2308.t1
OG0003181	KAI3425231.1	scaffold10.g2314.t1, scaffold7.g3449.t1
OG0003182	KAI3431323.1	scaffold10.g2315.t1
OG0003183	KAI3431397.1	scaffold10.g2322.t1
OG0003184	KAI3431413.1	scaffold10.g2324.t1
OG0003185	KAI3431414.1	scaffold10.g2325.t1
OG0003186	KAI3431430.1	scaffold10.g2326.t1
OG0003187	KAI3431401.1	scaffold10.g2327.t1
OG0003188	KAI3431443.1	scaffold10.g2329.t1
OG0003189	KAI3431319.1	scaffold10.g2332.t1
OG0003190	KAI3431326.1	scaffold10.g2333.t1
OG0003191	KAI3432224.1	scaffold10.g2337.t1
OG0003192	KAI3431416.1	scaffold10.g2341.t1
OG0003193	KAI3431420.1	scaffold10.g2342.t1
OG0003194	KAI3431390.1	scaffold10.g2352.t1
OG0003195	KAI3431365.1	scaffold10.g2355.t1
OG0003196	KAI3431372.1	scaffold10.g2358.t1
OG0003197	KAI3431374.1, KAI3431375.1	scaffold10.g2359.t1
OG0003198	KAI3431412.1	scaffold10.g2364.t1
OG0003199	KAI3438119.1	scaffold10.g2369.t1
OG0003200	KAI3431400.1	scaffold10.g2370.t1
OG0003201	KAI3431429.1	scaffold10.g2371.t1
OG0003202	KAI3431450.1	scaffold10.g2372.t1
OG0003203	KAI3429720.1	scaffold10.g2373.t1
OG0003204	KAI3431454.1	scaffold10.g2381.t1
OG0003205	KAI3431452.1	scaffold10.g2384.t1
OG0003206	KAI3431453.1	scaffold10.g2385.t1
OG0003207	KAI3431447.1	scaffold10.g2386.t1
OG0003208	KAI3431448.1	scaffold10.g2387.t1
OG0003209	KAI3431597.1	scaffold10.g2393.t1
OG0003210	KAI3431590.1	scaffold10.g2396.t1
OG0003211	KAI3434496.1	scaffold10.g2406.t1
OG0003212	KAI3431516.1	scaffold10.g2407.t1
OG0003213	KAI3431519.1	scaffold10.g2408.t1
OG0003214	KAI3431521.1	scaffold10.g2409.t1
OG0003215	KAI3431507.1	scaffold10.g2411.t1
OG0003216	KAI3431529.1	scaffold10.g2416.t1
OG0003217	KAI3431494.1	scaffold10.g2419.t1
OG0003218	KAI3431483.1	scaffold10.g2420.t1
OG0003219	KAI3431485.1	scaffold10.g2421.t1
OG0003220	KAI3431488.1	scaffold10.g2425.t1
OG0003221	KAI3431490.1	scaffold9.g3146.t1, scaffold10.g2426.t1
OG0003222	KAI3431599.1	scaffold10.g2427.t1
OG0003223	KAI3431479.1	scaffold10.g2428.t1
OG0003224	KAI3431588.1	scaffold10.g2437.t1
OG0003225	KAI3431589.1	scaffold10.g2438.t1
OG0003226	KAI3431523.1	scaffold10.g2440.t1
OG0003227	KAI3431524.1	scaffold10.g2441.t1
OG0003228	KAI3431527.1	scaffold10.g2443.t1
OG0003229	KAI3431558.1	scaffold10.g2448.t1
OG0003230	KAI3434727.1	scaffold10.g2457.t1
OG0003231	KAI3431552.1	scaffold10.g2458.t1
OG0003232	KAI3431502.1, KAI3431501.1	scaffold10.g2460.t1
OG0003233	KAI3431513.1	scaffold10.g2461.t1
OG0003234	KAI3431512.1	scaffold10.g2462.t1
OG0003235	KAI3431511.1	scaffold10.g2463.t1
OG0003236	KAI3431526.1	scaffold10.g2466.t1
OG0003237	KAI3431568.1	scaffold10.g2482.t1
OG0003238	KAI3431569.1	scaffold10.g2483.t1
OG0003239	KAI3431570.1	scaffold10.g2486.t1
OG0003240	KAI3430742.1	scaffold10.g2493.t1
OG0003241	KAI3438184.1	scaffold6.g2496.t1
OG0003242	KAI3432607.1	scaffold6.g2497.t1
OG0003243	KAI3438296.1	scaffold6.g2498.t1
OG0003244	KAI3428544.1	scaffold6.g2500.t1
OG0003245	KAI3428706.1	scaffold6.g2506.t1
OG0003246	KAI3432890.1	scaffold6.g2509.t1
OG0003248	KAI3432617.1	scaffold6.g2512.t1
OG0003249	KAI3438770.1	scaffold6.g2514.t1
OG0003250	KAI3424685.1	scaffold6.g2516.t1
OG0003251	KAI3432603.1	scaffold6.g2520.t1
OG0003252	KAI3432604.1	scaffold6.g2521.t1
OG0003253	KAI3432605.1	scaffold6.g2522.t1
OG0003254	KAI3432629.1	scaffold6.g2523.t1
OG0003255	KAI3432627.1	scaffold6.g2524.t1
OG0003256	KAI3431418.1	scaffold6.g2527.t1
OG0003257	KAI3428098.1	scaffold6.g2530.t1
OG0003258	KAI3438303.1	scaffold6.g2533.t1
OG0003259	KAI3432595.1	scaffold6.g2537.t1
OG0003260	KAI3432591.1	scaffold6.g2538.t1
OG0003261	KAI3432590.1	scaffold6.g2539.t1
OG0003262	KAI3428719.1	scaffold6.g2541.t1
OG0003263	KAI3432598.1	scaffold6.g2543.t1
OG0003264	KAI3432647.1	scaffold6.g2549.t1
OG0003265	KAI3428727.1	scaffold6.g2553.t1
OG0003266	KAI3428736.1	scaffold6.g2555.t1
OG0003267	KAI3428737.1	scaffold6.g2556.t1
OG0003268	KAI3428739.1	scaffold6.g2558.t1
OG0003269	KAI3428738.1	scaffold6.g2559.t1
OG0003270	KAI3428743.1	scaffold6.g2560.t1
OG0003271	KAI3428741.1	scaffold6.g2561.t1
OG0003272	KAI3428758.1	scaffold6.g2563.t1
OG0003273	KAI3428753.1	scaffold6.g2564.t1
OG0003274	KAI3428746.1	scaffold6.g2565.t1
OG0003275	KAI3428756.1	scaffold6.g2569.t1
OG0003276	KAI3428769.1	scaffold6.g2572.t1
OG0003277	KAI3428768.1	scaffold6.g2573.t1
OG0003278	KAI3428342.1	scaffold6.g2577.t1
OG0003279	KAI3428350.1	scaffold6.g2578.t1
OG0003280	KAI3428345.1	scaffold6.g2581.t1
OG0003281	KAI3428333.1	scaffold6.g2583.t1
OG0003282	KAI3428298.1	scaffold6.g2586.t1
OG0003283	KAI3428254.1	scaffold6.g2589.t1
OG0003284	KAI3428253.1	scaffold6.g2590.t1
OG0003285	KAI3428267.1	scaffold6.g2593.t1
OG0003286	KAI3428292.1	scaffold6.g2596.t1
OG0003287	KAI3428303.1	scaffold6.g2598.t1
OG0003288	KAI3428308.1	scaffold6.g2602.t1
OG0003289	KAI3428306.1	scaffold6.g2605.t1
OG0003290	KAI3428310.1	scaffold6.g2606.t1
OG0003291	KAI3428315.1	scaffold6.g2610.t1
OG0003292	KAI3428325.1	scaffold6.g2613.t1
OG0003293	KAI3428328.1	scaffold6.g2615.t1
OG0003294	KAI3428318.1	scaffold6.g2616.t1
OG0003295	KAI3436831.1	scaffold6.g2618.t1
OG0003296	KAI3436838.1	scaffold6.g2624.t1
OG0003297	KAI3425985.1	scaffold6.g2630.t1
OG0003298	KAI3428142.1	scaffold6.g2631.t1
OG0003299	KAI3432641.1	scaffold6.g2633.t1
OG0003300	KAI3436844.1	scaffold6.g2634.t1
OG0003301	KAI3436859.1	scaffold6.g2640.t1
OG0003302	KAI3436858.1	scaffold6.g2641.t1
OG0003303	KAI3436854.1	scaffold6.g2643.t1
OG0003304	KAI3436687.1	scaffold6.g2645.t1
OG0003305	KAI3436694.1	scaffold6.g2647.t1
OG0003306	KAI3436679.1	scaffold6.g2649.t1
OG0003307	KAI3436585.1	scaffold6.g2650.t1
OG0003308	KAI3436656.1	scaffold6.g2657.t1
OG0003309	KAI3436658.1	scaffold6.g2659.t1, scaffold3.g6509.t1
OG0003310	KAI3436657.1	scaffold6.g2660.t1
OG0003311	KAI3436670.1	scaffold6.g2662.t1
OG0003312	KAI3436672.1	scaffold6.g2664.t1
OG0003313	KAI3436675.1	scaffold6.g2665.t1
OG0003314	KAI3428650.1	scaffold6.g2670.t1
OG0003315	KAI3436568.1	scaffold6.g2672.t1
OG0003316	KAI3436553.1	scaffold6.g2675.t1
OG0003317	KAI3436554.1	scaffold6.g2676.t1
OG0003318	KAI3436556.1	scaffold6.g2678.t1
OG0003319	KAI3436551.1	scaffold6.g2680.t1
OG0003320	KAI3436570.1	scaffold6.g2684.t1
OG0003321	KAI3436548.1	scaffold6.g2685.t1
OG0003322	KAI3436421.1	scaffold6.g2688.t1
OG0003323	KAI3436422.1	scaffold6.g2689.t1
OG0003324	KAI3436547.1	scaffold6.g2690.t1
OG0003325	KAI3438311.1	scaffold6.g2693.t1
OG0003326	KAI3424770.1	scaffold2.g7003.t1, scaffold6.g2694.t1
OG0003327	KAI3436545.1	scaffold6.g2695.t1
OG0003328	KAI3436546.1	scaffold6.g2696.t1
OG0003329	KAI3436543.1	scaffold6.g2697.t1
OG0003330	KAI3436528.1	scaffold6.g2704.t1
OG0003331	KAI3436523.1	scaffold6.g2707.t1
OG0003332	KAI3436522.1	scaffold6.g2709.t1
OG0003333	KAI3436521.1	scaffold6.g2710.t1
OG0003334	KAI3436535.1	scaffold6.g2712.t1
OG0003335	KAI3436458.1	scaffold6.g2715.t1
OG0003336	KAI3436436.1	scaffold6.g2722.t1
OG0003337	KAI3436435.1	scaffold6.g2723.t1
OG0003338	KAI3436532.1	scaffold6.g2724.t1
OG0003340	KAI3436459.1	scaffold6.g2729.t1
OG0003341	KAI3436638.1	scaffold6.g2730.t1
OG0003342	KAI3436641.1, KAI3436642.1	scaffold6.g2732.t1
OG0003343	KAI3436640.1	scaffold6.g2733.t1
OG0003344	KAI3436636.1	scaffold6.g2738.t1
OG0003345	KAI3436637.1	scaffold6.g2739.t1
OG0003346	KAI3436628.1	scaffold6.g2744.t1
OG0003347	KAI3436627.1	scaffold6.g2745.t1
OG0003348	KAI3436629.1	scaffold6.g2747.t1
OG0003349	KAI3436630.1	scaffold6.g2748.t1
OG0003350	KAI3436624.1	scaffold6.g2751.t1
OG0003351	KAI3436618.1	scaffold6.g2757.t1
OG0003352	KAI3436617.1	scaffold6.g2759.t1
OG0003353	KAI3436616.1	scaffold6.g2760.t1
OG0003355	KAI3436611.1	scaffold6.g2765.t1
OG0003356	KAI3429778.1	scaffold6.g2768.t1
OG0003357	KAI3424864.1	scaffold6.g2774.t1
OG0003358	KAI3429305.1	scaffold6.g2775.t1
OG0003359	KAI3436494.1	scaffold6.g2776.t1
OG0003360	KAI3430218.1	scaffold6.g2779.t1
OG0003361	KAI3436485.1	scaffold6.g2780.t1
OG0003362	KAI3436597.1	scaffold6.g2785.t1
OG0003363	KAI3436598.1	scaffold6.g2786.t1
OG0003364	KAI3432867.1	scaffold6.g2789.t1
OG0003365	KAI3436484.1	scaffold6.g2792.t1
OG0003366	KAI3426860.1	scaffold6.g2794.t1
OG0003367	KAI3436469.1	scaffold6.g2797.t1
OG0003368	KAI3436471.1	scaffold6.g2800.t1
OG0003369	KAI3436470.1	scaffold6.g2801.t1
OG0003370	KAI3436480.1	scaffold6.g2802.t1
OG0003371	KAI3436481.1	scaffold6.g2803.t1
OG0003372	KAI3436483.1	scaffold6.g2804.t1
OG0003373	KAI3436482.1	scaffold6.g2805.t1
OG0003374	KAI3436649.1	scaffold6.g2813.t1
OG0003375	KAI3436650.1	scaffold6.g2814.t1
OG0003376	KAI3439135.1	scaffold6.g2816.t1
OG0003377	KAI3436577.1	scaffold6.g2822.t1
OG0003378	KAI3436575.1	scaffold6.g2824.t1
OG0003379	KAI3428783.1, KAI3428782.1	scaffold6.g2828.t1
OG0003380	KAI3436564.1	scaffold6.g2830.t1
OG0003381	KAI3436560.1	scaffold6.g2831.t1, scaffold4.g4771.t1
OG0003382	KAI3436590.1	scaffold6.g2835.t1
OG0003383	KAI3436562.1	scaffold6.g2840.t1
OG0003384	KAI3428696.1	scaffold6.g2842.t1
OG0003385	KAI3432640.1	scaffold6.g2845.t1
OG0003386	KAI3429687.1	scaffold6.g2846.t1
OG0003387	KAI3424780.1	scaffold6.g2848.t1
OG0003388	KAI3432550.1	scaffold6.g2853.t1
OG0003389	KAI3428720.1	scaffold6.g2855.t1
OG0003390	KAI3436727.1	scaffold6.g2857.t1
OG0003391	KAI3436728.1	scaffold6.g2858.t1
OG0003392	KAI3436729.1	scaffold6.g2859.t1
OG0003393	KAI3436725.1	scaffold6.g2862.t1
OG0003394	KAI3436723.1	scaffold6.g2863.t1
OG0003395	KAI3436500.1	scaffold6.g2868.t1
OG0003396	KAI3436710.1	scaffold6.g2875.t1
OG0003397	KAI3436718.1	scaffold6.g2877.t1
OG0003398	KAI3436714.1	scaffold6.g2879.t1
OG0003399	KAI3437555.1	scaffold6.g2882.t1
OG0003401	KAI3436510.1	scaffold6.g2887.t1
OG0003402	KAI3436509.1	scaffold6.g2888.t1
OG0003403	KAI3436499.1	scaffold6.g2889.t1
OG0003404	KAI3436441.1	scaffold6.g2890.t1
OG0003405	KAI3436425.1	scaffold6.g2899.t1
OG0003406	KAI3436426.1	scaffold6.g2900.t1
OG0003407	KAI3436413.1	scaffold6.g2906.t1
OG0003408	KAI3436392.1	scaffold6.g2907.t1
OG0003409	KAI3436390.1	scaffold6.g2910.t1
OG0003410	KAI3430737.1	scaffold6.g2912.t1
OG0003411	KAI3436403.1	scaffold6.g2914.t1
OG0003412	KAI3433936.1	scaffold6.g2915.t1
OG0003413	KAI3436387.1	scaffold6.g2917.t1
OG0003414	KAI3436370.1	scaffold24.g2925.t1
OG0003415	KAI3425297.1	scaffold24.g2930.t1
OG0003416	KAI3425356.1	scaffold24.g2933.t1
OG0003417	KAI3425340.1	scaffold24.g2936.t1
OG0003418	KAI3425255.1	scaffold24.g2938.t1
OG0003419	KAI3428595.1	scaffold24.g2939.t1
OG0003420	KAI3425256.1	scaffold24.g2940.t1
OG0003421	KAI3425257.1	scaffold24.g2941.t1
OG0003422	KAI3425263.1	scaffold24.g2942.t1
OG0003423	KAI3425264.1	scaffold24.g2943.t1
OG0003424	KAI3425287.1	scaffold24.g2948.t1
OG0003425	KAI3425228.1	scaffold24.g2951.t1
OG0003426	KAI3425352.1	scaffold24.g2952.t1
OG0003427	KAI3425224.1	scaffold24.g2956.t1
OG0003428	KAI3425219.1	scaffold24.g2958.t1
OG0003429	KAI3425229.1	scaffold24.g2961.t1
OG0003430	KAI3425213.1	scaffold24.g2964.t1
OG0003431	KAI3425206.1	scaffold24.g2965.t1
OG0003432	KAI3425204.1	scaffold24.g2970.t1
OG0003433	KAI3425205.1	scaffold24.g2971.t1
OG0003434	KAI3425215.1	scaffold24.g2972.t1
OG0003435	KAI3425236.1	scaffold24.g2982.t1
OG0003436	KAI3425248.1	scaffold24.g2987.t1
OG0003437	KAI3425258.1	scaffold24.g2989.t1
OG0003438	KAI3425245.1	scaffold24.g2992.t1
OG0003439	KAI3429282.1	scaffold9.g2997.t1
OG0003440	KAI3429281.1	scaffold9.g2998.t1
OG0003441	KAI3429280.1	scaffold9.g2999.t1
OG0003442	KAI3429279.1	scaffold9.g3000.t1
OG0003443	KAI3429285.1	scaffold9.g3002.t1
OG0003444	KAI3429284.1	scaffold9.g3003.t1
OG0003445	KAI3429297.1	scaffold9.g3008.t1
OG0003446	KAI3429313.1	scaffold9.g3013.t1
OG0003447	KAI3429314.1	scaffold9.g3014.t1
OG0003448	KAI3429242.1	scaffold9.g3018.t1
OG0003449	KAI3429241.1	scaffold9.g3019.t1
OG0003450	KAI3435707.1	scaffold9.g3020.t1
OG0003451	KAI3438080.1	scaffold9.g3022.t1, scaffold2.g7118.t1
OG0003452	KAI3429420.1	scaffold9.g3028.t1
OG0003453	KAI3429319.1	scaffold9.g3032.t1
OG0003454	KAI3429321.1	scaffold9.g3036.t1
OG0003455	KAI3429249.1	scaffold9.g3037.t1
OG0003456	KAI3429248.1	scaffold9.g3038.t1
OG0003457	KAI3429247.1	scaffold9.g3042.t1
OG0003458	KAI3429275.1	scaffold9.g3044.t1
OG0003459	KAI3429274.1	scaffold9.g3045.t1
OG0003460	KAI3429266.1	scaffold9.g3046.t1
OG0003461	KAI3429267.1	scaffold9.g3047.t1
OG0003462	KAI3429397.1	scaffold9.g3048.t1
OG0003463	KAI3429398.1	scaffold9.g3049.t1
OG0003464	KAI3429438.1	scaffold9.g3051.t1
OG0003465	KAI3427427.1	scaffold9.g3057.t1
OG0003466	KAI3431838.1	scaffold9.g3063.t1
OG0003467	KAI3429449.1	scaffold9.g3064.t1
OG0003468	KAI3429447.1, KAI3429446.1	scaffold9.g3065.t1
OG0003469	KAI3429442.1	scaffold9.g3070.t1
OG0003470	KAI3429480.1	scaffold9.g3072.t1
OG0003471	KAI3429478.1	scaffold9.g3074.t1
OG0003472	KAI3429459.1	scaffold9.g3076.t1
OG0003473	KAI3429460.1	scaffold9.g3081.t1
OG0003474	KAI3423919.1	scaffold9.g3086.t1
OG0003475	KAI3429566.1	scaffold9.g3087.t1
OG0003476	KAI3429464.1	scaffold9.g3089.t1
OG0003477	KAI3429462.1	scaffold9.g3091.t1
OG0003478	KAI3429484.1	scaffold9.g3095.t1
OG0003479	KAI3429501.1	scaffold9.g3101.t1
OG0003480	KAI3429496.1	scaffold9.g3103.t1
OG0003481	KAI3429495.1	scaffold9.g3104.t1
OG0003482	KAI3429497.1	scaffold9.g3107.t1
OG0003483	KAI3429508.1	scaffold9.g3112.t1
OG0003484	KAI3429509.1	scaffold9.g3113.t1
OG0003485	KAI3429375.1	scaffold9.g3119.t1
OG0003486	KAI3429377.1	scaffold9.g3120.t1
OG0003487	KAI3429373.1	scaffold9.g3122.t1
OG0003488	KAI3428118.1	scaffold9.g3133.t1
OG0003489	KAI3438075.1	scaffold9.g3135.t1
OG0003490	KAI3429512.1	scaffold9.g3137.t1
OG0003491	KAI3429555.1	scaffold9.g3140.t1
OG0003492	KAI3429543.1	scaffold9.g3147.t1
OG0003493	KAI3429552.1	scaffold9.g3148.t1
OG0003494	KAI3429530.1	scaffold9.g3151.t1
OG0003495	KAI3429550.1	scaffold9.g3153.t1
OG0003496	KAI3429521.1	scaffold9.g3166.t1
OG0003497	KAI3429519.1	scaffold9.g3169.t1
OG0003498	KAI3431254.1	scaffold9.g3170.t1
OG0003499	KAI3438277.1	scaffold9.g3172.t1
OG0003500	KAI3429361.1	scaffold9.g3174.t1
OG0003501	KAI3428704.1	scaffold9.g3175.t1
OG0003502	KAI3429358.1	scaffold9.g3184.t1
OG0003503	KAI3429346.1	scaffold9.g3190.t1
OG0003504	KAI3429347.1	scaffold9.g3193.t1
OG0003505	KAI3429337.1	scaffold9.g3196.t1
OG0003506	KAI3429342.1	scaffold9.g3198.t1
OG0003507	KAI3429341.1	scaffold9.g3199.t1
OG0003508	KAI3428840.1	scaffold9.g3200.t1
OG0003509	KAI3428448.1	scaffold9.g3208.t1
OG0003510	KAI3429336.1	scaffold9.g3209.t1
OG0003511	KAI3429230.1	scaffold9.g3216.t1
OG0003512	KAI3429308.1	scaffold9.g3217.t1
OG0003513	KAI3429307.1	scaffold9.g3218.t1
OG0003514	KAI3429227.1	scaffold9.g3219.t1
OG0003515	KAI3429225.1	scaffold9.g3221.t1
OG0003516	KAI3428726.1	scaffold9.g3225.t1
OG0003517	KAI3431818.1	scaffold9.g3229.t1, scaffold34.g4507.t1
OG0003518	KAI3429268.1	scaffold9.g3238.t1
OG0003519	KAI3429259.1	scaffold9.g3239.t1
OG0003520	KAI3429258.1	scaffold9.g3240.t1
OG0003521	KAI3429435.1	scaffold9.g3245.t1
OG0003522	KAI3429409.1	scaffold9.g3246.t1
OG0003523	KAI3429574.1	scaffold9.g3248.t1
OG0003524	KAI3429583.1	scaffold9.g3250.t1
OG0003525	KAI3429404.1	scaffold9.g3251.t1
OG0003526	KAI3429391.1	scaffold9.g3252.t1
OG0003527	KAI3429388.1	scaffold9.g3254.t1
OG0003528	KAI3429386.1	scaffold9.g3255.t1
OG0003529	KAI3429431.1	scaffold9.g3260.t1
OG0003530	KAI3435887.1	scaffold9.g3262.t1
OG0003532	KAI3429427.1	scaffold9.g3266.t1
OG0003533	KAI3435708.1	scaffold9.g3267.t1
OG0003534	KAI3429426.1	scaffold9.g3268.t1
OG0003535	KAI3429586.1	scaffold9.g3269.t1
OG0003536	KAI3438978.1	scaffold9.g3272.t1
OG0003537	KAI3429396.1	scaffold9.g3275.t1
OG0003538	KAI3439047.1	scaffold9.g3277.t1
OG0003539	KAI3429783.1	scaffold9.g3281.t1
OG0003540	KAI3429756.1	scaffold9.g3285.t1
OG0003541	KAI3429775.1	scaffold9.g3287.t1
OG0003542	KAI3429782.1	scaffold9.g3289.t1
OG0003543	KAI3428728.1	scaffold9.g3302.t1
OG0003544	KAI3429414.1	scaffold9.g3305.t1
OG0003545	KAI3429417.1	scaffold9.g3307.t1
OG0003546	KAI3429412.1	scaffold9.g3308.t1
OG0003547	KAI3429406.1	scaffold9.g3311.t1
OG0003548	KAI3429407.1	scaffold9.g3313.t1
OG0003549	KAI3432383.1	scaffold26.g3315.t1
OG0003550	KAI3432388.1	scaffold26.g3319.t1
OG0003551	KAI3424152.1	scaffold26.g3321.t1
OG0003552	KAI3429518.1	scaffold26.g3322.t1
OG0003553	KAI3432414.1	scaffold26.g3324.t1
OG0003554	KAI3432876.1	scaffold26.g3325.t1
OG0003556	KAI3432872.1	scaffold26.g3328.t1
OG0003557	KAI3424858.1	scaffold26.g3330.t1
OG0003558	KAI3424747.1	scaffold26.g3335.t1
OG0003559	KAI3432411.1	scaffold26.g3338.t1
OG0003560	KAI3429689.1	scaffold26.g3339.t1
OG0003561	KAI3432767.1	scaffold26.g3349.t1
OG0003562	KAI3432773.1	scaffold26.g3352.t1
OG0003563	KAI3432778.1	scaffold26.g3354.t1
OG0003564	KAI3432423.1	scaffold26.g3357.t1
OG0003565	KAI3430757.1	scaffold26.g3364.t1
OG0003566	KAI3432766.1	scaffold26.g3365.t1
OG0003567	KAI3434994.1	scaffold7.g3372.t1
OG0003568	KAI3426004.1	scaffold7.g3377.t1
OG0003569	KAI3435001.1	scaffold7.g3380.t1
OG0003570	KAI3435029.1	scaffold7.g3387.t1
OG0003571	KAI3435026.1	scaffold7.g3390.t1
OG0003572	KAI3435003.1	scaffold7.g3392.t1
OG0003573	KAI3435015.1	scaffold7.g3395.t1
OG0003574	KAI3435024.1	scaffold7.g3397.t1
OG0003575	KAI3435023.1	scaffold7.g3398.t1
OG0003576	KAI3434991.1	scaffold7.g3405.t1
OG0003577	KAI3424883.1	scaffold7.g3407.t1
OG0003578	KAI3434785.1	scaffold7.g3408.t1
OG0003579	KAI3425380.1	scaffold7.g3411.t1
OG0003580	KAI3434778.1	scaffold7.g3412.t1
OG0003581	KAI3434869.1	scaffold7.g3415.t1
OG0003582	KAI3434789.1	scaffold7.g3419.t1
OG0003583	KAI3434788.1	scaffold7.g3420.t1
OG0003584	KAI3434799.1	scaffold7.g3423.t1
OG0003585	KAI3434797.1	scaffold7.g3425.t1
OG0003586	KAI3434794.1	scaffold7.g3428.t1
OG0003587	KAI3434876.1	scaffold7.g3434.t1
OG0003588	KAI3434885.1	scaffold7.g3436.t1
OG0003589	KAI3428034.1	scaffold7.g3440.t1
OG0003590	KAI3434875.1	scaffold7.g3444.t1
OG0003591	KAI3438283.1	scaffold7.g3446.t1
OG0003592	KAI3438281.1	scaffold7.g3447.t1
OG0003593	KAI3434891.1	scaffold7.g3451.t1
OG0003594	KAI3434890.1	scaffold7.g3452.t1
OG0003595	KAI3426478.1	scaffold7.g3455.t1, scaffold2.g7442.t1
OG0003596	KAI3434883.1	scaffold7.g3457.t1
OG0003597	KAI3424838.1	scaffold7.g3462.t1
OG0003598	KAI3434905.1	scaffold7.g3466.t1
OG0003599	KAI3434904.1	scaffold7.g3467.t1
OG0003600	KAI3434924.1	scaffold7.g3468.t1
OG0003601	KAI3434919.1	scaffold7.g3472.t1
OG0003602	KAI3434921.1	scaffold7.g3474.t1
OG0003603	KAI3434923.1	scaffold7.g3476.t1
OG0003604	KAI3434922.1	scaffold7.g3477.t1
OG0003605	KAI3434853.1	scaffold7.g3479.t1
OG0003606	KAI3434916.1	scaffold7.g3483.t1
OG0003607	KAI3427065.1	scaffold7.g3485.t1
OG0003608	KAI3434860.1	scaffold7.g3487.t1
OG0003609	KAI3434828.1	scaffold7.g3490.t1, scaffold7.g3598.t1
OG0003610	KAI3428829.1	scaffold7.g3494.t1
OG0003611	KAI3434908.1	scaffold7.g3503.t1
OG0003612	KAI3434911.1	scaffold7.g3508.t1
OG0003613	KAI3434858.1	scaffold7.g3516.t1
OG0003614	KAI3434815.1	scaffold7.g3517.t1
OG0003615	KAI3434810.1	scaffold7.g3521.t1
OG0003616	KAI3434926.1	scaffold7.g3523.t1
OG0003617	KAI3434928.1	scaffold7.g3527.t1
OG0003618	KAI3434945.1	scaffold7.g3530.t1
OG0003619	KAI3434943.1	scaffold7.g3532.t1
OG0003620	KAI3434931.1	scaffold7.g3536.t1
OG0003621	KAI3434930.1	scaffold7.g3537.t1
OG0003622	KAI3423870.1	scaffold7.g3538.t1
OG0003623	KAI3434948.1	scaffold7.g3540.t1
OG0003624	KAI3434947.1	scaffold7.g3541.t1
OG0003625	KAI3434950.1	scaffold7.g3543.t1
OG0003626	KAI3434951.1	scaffold7.g3545.t1
