Orthogroup	oneline_A99_genome_proteins	oneline_m_conductrix_genome_proteins
OG0003035	scaffold18.g2013.t1	PSC71633.1
OG0003036	scaffold18.g2014.t1	PSC71553.1
OG0003037	scaffold18.g2015.t1	PSC71466.1
OG0003038	scaffold18.g2016.t1	PSC71546.1
OG0003039	scaffold18.g2020.t1	PSC72914.1
OG0003040	scaffold18.g2023.t1	PSC72667.1
OG0003041	scaffold18.g2024.t1	PSC72797.1
OG0003042	scaffold18.g2025.t1	PSC72898.1
OG0003043	scaffold18.g2026.t1	PSC72831.1
OG0003044	scaffold18.g2027.t1	PSC72793.1
OG0003045	scaffold18.g2029.t1	PSC71522.1
OG0003046	scaffold18.g2031.t1	PSC71478.1
OG0003047	scaffold18.g2033.t1	PSC71517.1
OG0003048	scaffold18.g2034.t1	PSC71452.1
OG0003049	scaffold18.g2035.t1	PSC72790.1
OG0003050	scaffold18.g2036.t1	PSC72778.1
OG0003051	scaffold18.g2042.t1	PSC75631.1
OG0003052	scaffold18.g2043.t1	PSC71512.1
OG0003053	scaffold18.g2053.t1	PSC72499.1
OG0003054	scaffold18.g2054.t1	PSC73276.1
OG0003055	scaffold18.g2056.t1	PSC72444.1
OG0003056	scaffold18.g2057.t1	PSC72421.1
OG0003057	scaffold18.g2060.t1	PSC72564.1
OG0003058	scaffold18.g2062.t1	PSC72493.1
OG0003059	scaffold18.g2063.t1	PSC72504.1
OG0003060	scaffold21.g2070.t1	PSC72293.1
OG0003061	scaffold21.g2071.t1	PSC72106.1
OG0003062	scaffold21.g2072.t1	PSC72278.1
OG0003063	scaffold21.g2073.t1	PSC68442.1
OG0003064	scaffold21.g2074.t1	PSC72261.1
OG0003065	scaffold21.g2075.t1	PSC72264.1
OG0003066	scaffold21.g2077.t1	PSC72163.1
OG0003067	scaffold21.g2078.t1	PSC72299.1
OG0003068	scaffold21.g2080.t1	PSC72286.1
OG0003069	scaffold21.g2081.t1	PSC72220.1
OG0003070	scaffold21.g2082.t1	PSC72242.1
OG0003071	scaffold21.g2089.t1	PSC72164.1
OG0003072	scaffold21.g2092.t1	PSC72213.1
OG0003073	scaffold21.g2093.t1	PSC72178.1
OG0003074	scaffold21.g2094.t1	PSC72057.1
OG0003075	scaffold21.g2098.t1	PSC72139.1
OG0003076	scaffold21.g2099.t1	PSC72118.1
OG0003077	scaffold21.g2100.t1	PSC72302.1
OG0003078	scaffold21.g2101.t1	PSC72238.1
OG0003079	scaffold21.g2102.t1	PSC72300.1
OG0003080	scaffold21.g2103.t1	PSC72276.1
OG0003081	scaffold21.g2104.t1	PSC72309.1
OG0003082	scaffold21.g2106.t1	PSC72172.1
OG0003083	scaffold21.g2107.t1	PSC72092.1, PSC72091.1
OG0003084	scaffold21.g2110.t1	PSC72275.1, PSC72274.1
OG0003085	scaffold21.g2111.t1	PSC72235.1
OG0003086	scaffold21.g2112.t1	PSC72240.1
OG0003087	scaffold21.g2113.t1	PSC72204.1
OG0003088	scaffold21.g2114.t1	PSC72231.1
OG0003089	scaffold21.g2116.t1	PSC71160.1
OG0003090	scaffold21.g2117.t1	PSC71049.1
OG0003091	scaffold21.g2120.t1	PSC71069.1
OG0003092	scaffold21.g2124.t1	PSC72097.1
OG0003093	scaffold21.g2125.t1	PSC72194.1
OG0003094	scaffold21.g2126.t1	PSC72085.1
OG0003095	scaffold21.g2127.t1	PSC72228.1
OG0003096	scaffold21.g2129.t1	PSC72237.1
OG0003097	scaffold21.g2130.t1	PSC72291.1
OG0003098	scaffold21.g2131.t1	PSC72155.1
OG0003099	scaffold21.g2132.t1	PSC72062.1
OG0003100	scaffold21.g2133.t1	PSC72253.1
OG0003101	scaffold21.g2134.t1	PSC72094.1
OG0003102	scaffold21.g2136.t1	PSC72070.1
OG0003103	scaffold21.g2137.t1	PSC72064.1
OG0003104	scaffold21.g2138.t1	PSC72219.1
OG0003105	scaffold11.g4073.t1, scaffold21.g2140.t1	PSC72144.1
OG0003106	scaffold21.g2141.t1	PSC72065.1
OG0003107	scaffold21.g2143.t1	PSC72211.1
OG0003110	scaffold21.g2149.t1	PSC73685.1
OG0003111	scaffold21.g2150.t1	PSC68648.1
OG0003112	scaffold21.g2152.t1	PSC68189.1
OG0003113	scaffold21.g2153.t1	PSC67326.1
OG0003114	scaffold21.g2154.t1	PSC69251.1
OG0003115	scaffold21.g2156.t1	PSC67324.1
OG0003116	scaffold21.g2157.t1	PSC67330.1
OG0003117	scaffold21.g2162.t1	PSC68611.1
OG0003118	scaffold21.g2163.t1	PSC68636.1
OG0003119	scaffold21.g2173.t1	PSC73465.1
OG0003120	scaffold21.g2179.t1	PSC68593.1
OG0003121	scaffold21.g2181.t1	PSC68651.1
OG0003122	scaffold21.g2182.t1	PSC68592.1
OG0003123	scaffold21.g2184.t1	PSC72239.1
OG0003124	scaffold21.g2185.t1	PSC68607.1
OG0003125	scaffold21.g2187.t1	PSC68565.1
OG0003126	scaffold21.g2188.t1	PSC68633.1
OG0003127	scaffold21.g2191.t1	PSC72241.1
OG0003128	scaffold21.g2193.t1	PSC75279.1
OG0003130	scaffold21.g2196.t1	PSC76053.1
OG0003132	scaffold21.g2205.t1	PSC68932.1
OG0003133	scaffold21.g2206.t1	PSC68940.1
OG0003134	scaffold21.g2208.t1	PSC68981.1
OG0003135	scaffold21.g2213.t1	PSC68966.1
OG0003136	scaffold21.g2215.t1	PSC73327.1
OG0003137	scaffold21.g2219.t1	PSC68215.1
OG0003138	scaffold21.g2220.t1	PSC72131.1
OG0003139	scaffold21.g2221.t1	PSC75625.1
OG0003140	scaffold21.g2225.t1	PSC68227.1
OG0003141	scaffold21.g2228.t1	PSC68206.1
OG0003142	scaffold10.g2230.t1	PSC67612.1
OG0003143	scaffold10.g2235.t1	PSC67627.1
OG0003144	scaffold10.g2236.t1	PSC67639.1
OG0003145	scaffold10.g2237.t1	PSC67613.1
OG0003146	scaffold10.g2239.t1	PSC67617.1
OG0003147	scaffold10.g2242.t1	PSC67635.1
OG0003148	scaffold10.g2245.t1	PSC71943.1
OG0003149	scaffold10.g2246.t1	PSC71930.1
OG0003150	scaffold10.g2247.t1	PSC72029.1
OG0003151	scaffold10.g2249.t1	PSC72040.1
OG0003152	scaffold10.g2251.t1	PSC71851.1
OG0003153	scaffold10.g2252.t1	PSC72039.1
OG0003154	scaffold10.g2253.t1	PSC71863.1
OG0003155	scaffold10.g2254.t1	PSC71886.1
OG0003156	scaffold10.g2255.t1	PSC71911.1
OG0003157	scaffold10.g2256.t1	PSC67857.1
OG0003158	scaffold10.g2258.t1	PSC71906.1, PSC71907.1
OG0003159	scaffold10.g2264.t1	PSC67625.1
OG0003160	scaffold10.g2265.t1	PSC67616.1
OG0003161	scaffold10.g2266.t1	PSC75728.1
OG0003162	scaffold10.g2267.t1	PSC71056.1
OG0003163	scaffold10.g2269.t1	PSC69226.1
OG0003164	scaffold10.g2271.t1	PSC67622.1
OG0003165	scaffold10.g2272.t1	PSC71985.1
OG0003166	scaffold10.g2274.t1	PSC67611.1
OG0003167	scaffold10.g2275.t1	PSC73666.1
OG0003168	scaffold10.g2276.t1	PSC71979.1
OG0003169	scaffold10.g2278.t1	PSC69818.1
OG0003170	scaffold10.g2284.t1	PSC68237.1
OG0003172	scaffold10.g2293.t1	PSC72033.1
OG0003173	scaffold10.g2296.t1	PSC71941.1
OG0003175	scaffold10.g2299.t1	PSC71961.1
OG0003176	scaffold10.g2302.t1	PSC71995.1
OG0003177	scaffold10.g2303.t1	PSC71876.1
OG0003178	scaffold10.g2305.t1	PSC71925.1
OG0003179	scaffold10.g2307.t1	PSC72006.1
OG0003180	scaffold10.g2308.t1	PSC71853.1
OG0003181	scaffold10.g2314.t1, scaffold7.g3449.t1	PSC72311.1
OG0003182	scaffold10.g2315.t1	PSC71862.1
OG0003183	scaffold10.g2322.t1	PSC72021.1
OG0003184	scaffold10.g2324.t1	PSC71969.1
OG0003185	scaffold10.g2325.t1	PSC71996.1
OG0003186	scaffold10.g2326.t1	PSC71999.1
OG0003187	scaffold10.g2327.t1	PSC71924.1
OG0003188	scaffold10.g2329.t1	PSC72026.1
OG0003189	scaffold10.g2332.t1	PSC71978.1
OG0003190	scaffold10.g2333.t1	PSC72004.1
OG0003191	scaffold10.g2337.t1	PSC73489.1
OG0003192	scaffold10.g2341.t1	PSC71974.1
OG0003193	scaffold10.g2342.t1	PSC71879.1
OG0003194	scaffold10.g2352.t1	PSC72022.1
OG0003195	scaffold10.g2355.t1	PSC72028.1
OG0003196	scaffold10.g2358.t1	PSC72019.1
OG0003197	scaffold10.g2359.t1	PSC71971.1
OG0003198	scaffold10.g2364.t1	PSC71955.1
OG0003199	scaffold10.g2369.t1	PSC72177.1
OG0003200	scaffold10.g2370.t1	PSC71949.1
OG0003201	scaffold10.g2371.t1	PSC71905.1
OG0003202	scaffold10.g2372.t1	PSC71923.1
OG0003203	scaffold10.g2373.t1	PSC74055.1
OG0003204	scaffold10.g2381.t1	PSC71957.1
OG0003205	scaffold10.g2384.t1	PSC72025.1
OG0003206	scaffold10.g2385.t1	PSC71901.1
OG0003207	scaffold10.g2386.t1	PSC72041.1
OG0003208	scaffold10.g2387.t1	PSC71945.1
OG0003209	scaffold10.g2393.t1	PSC67592.1
OG0003211	scaffold10.g2406.t1	PSC67481.1
OG0003212	scaffold10.g2407.t1	PSC67669.1
OG0003213	scaffold10.g2408.t1	PSC67664.1, PSC67665.1
OG0003214	scaffold10.g2409.t1	PSC67642.1
OG0003215	scaffold10.g2411.t1	PSC67878.1
OG0003216	scaffold10.g2416.t1	PSC67663.1
OG0003217	scaffold10.g2419.t1	PSC67852.1
OG0003218	scaffold10.g2420.t1	PSC67831.1
OG0003219	scaffold10.g2421.t1	PSC67836.1
OG0003220	scaffold10.g2425.t1	PSC67872.1
OG0003221	scaffold9.g3146.t1, scaffold10.g2426.t1	PSC67844.1
OG0003222	scaffold10.g2427.t1	PSC67583.1
OG0003223	scaffold10.g2428.t1	PSC67853.1
OG0003224	scaffold10.g2437.t1	PSC73595.1
OG0003225	scaffold10.g2438.t1	PSC73346.1
OG0003226	scaffold10.g2440.t1	PSC67672.1
OG0003227	scaffold10.g2441.t1	PSC67686.1
OG0003228	scaffold10.g2443.t1	PSC67678.1
OG0003229	scaffold10.g2448.t1	PSC67685.1
OG0003230	scaffold10.g2457.t1	PSC73161.1
OG0003231	scaffold10.g2458.t1	PSC67646.1
OG0003232	scaffold10.g2460.t1	PSC67176.1
OG0003233	scaffold10.g2461.t1	PSC67654.1
OG0003234	scaffold10.g2462.t1	PSC67175.1
OG0003235	scaffold10.g2463.t1	PSC67648.1
OG0003236	scaffold10.g2466.t1	PSC67651.1
OG0003237	scaffold10.g2482.t1	PSC67262.1
OG0003238	scaffold10.g2483.t1	PSC67253.1
OG0003239	scaffold10.g2486.t1	PSC67263.1
OG0003240	scaffold10.g2493.t1	PSC71701.1
OG0003241	scaffold6.g2496.t1	PSC72061.1
OG0003242	scaffold6.g2497.t1	PSC70559.1
OG0003243	scaffold6.g2498.t1	PSC72248.1
OG0003244	scaffold6.g2500.t1	PSC70634.1
OG0003245	scaffold6.g2506.t1	PSC75611.1
OG0003246	scaffold6.g2509.t1	PSC74027.1
OG0003248	scaffold6.g2512.t1	PSC70510.1
OG0003249	scaffold6.g2514.t1	PSC76390.1
OG0003251	scaffold6.g2520.t1	PSC74348.1
OG0003252	scaffold6.g2521.t1	PSC74109.1
OG0003253	scaffold6.g2522.t1	PSC70621.1
OG0003254	scaffold6.g2523.t1	PSC70521.1
OG0003255	scaffold6.g2524.t1	PSC70645.1
OG0003256	scaffold6.g2527.t1	PSC70492.1
OG0003257	scaffold6.g2530.t1	PSC72426.1
OG0003258	scaffold6.g2533.t1	PSC72226.1
OG0003259	scaffold6.g2537.t1	PSC73978.1
OG0003260	scaffold6.g2538.t1	PSC74119.1
OG0003261	scaffold6.g2539.t1	PSC74042.1
OG0003262	scaffold6.g2541.t1	PSC75556.1
OG0003263	scaffold6.g2543.t1	PSC74163.1
OG0003264	scaffold6.g2549.t1	PSC70539.1
OG0003265	scaffold6.g2553.t1	PSC75398.1
OG0003266	scaffold6.g2555.t1	PSC75812.1
OG0003267	scaffold6.g2556.t1	PSC75807.1
OG0003268	scaffold6.g2558.t1	PSC75312.1
OG0003269	scaffold6.g2559.t1	PSC75822.1
OG0003270	scaffold6.g2560.t1	PSC75956.1
OG0003271	scaffold6.g2561.t1	PSC75268.1
OG0003272	scaffold6.g2563.t1	PSC75975.1
OG0003273	scaffold6.g2564.t1	PSC75988.1
OG0003274	scaffold6.g2565.t1	PSC75865.1
OG0003275	scaffold6.g2569.t1	PSC75544.1
OG0003276	scaffold6.g2572.t1	PSC75594.1
OG0003277	scaffold6.g2573.t1	PSC75607.1
OG0003278	scaffold6.g2577.t1	PSC69769.1
OG0003279	scaffold6.g2578.t1	PSC69752.1
OG0003280	scaffold6.g2581.t1	PSC69737.1
OG0003281	scaffold6.g2583.t1	PSC69727.1
OG0003282	scaffold6.g2586.t1	PSC68089.1
OG0003283	scaffold6.g2589.t1	PSC71594.1
OG0003284	scaffold6.g2590.t1	PSC71565.1
OG0003285	scaffold6.g2593.t1	PSC71547.1
OG0003286	scaffold6.g2596.t1	PSC68080.1
OG0003287	scaffold6.g2598.t1	PSC68118.1
OG0003288	scaffold6.g2602.t1	PSC68116.1
OG0003289	scaffold6.g2605.t1	PSC68085.1
OG0003290	scaffold6.g2606.t1	PSC68107.1
OG0003291	scaffold6.g2610.t1	PSC68131.1
OG0003292	scaffold6.g2613.t1	PSC69823.1
OG0003293	scaffold6.g2615.t1	PSC69739.1
OG0003294	scaffold6.g2616.t1	PSC69776.1
OG0003295	scaffold6.g2618.t1	PSC72908.1
OG0003296	scaffold6.g2624.t1	PSC72731.1
OG0003297	scaffold6.g2630.t1	PSC70289.1
OG0003298	scaffold6.g2631.t1	PSC71386.1
OG0003299	scaffold6.g2633.t1	PSC70618.1
OG0003300	scaffold6.g2634.t1	PSC72767.1
OG0003301	scaffold6.g2640.t1	PSC72619.1
OG0003302	scaffold6.g2641.t1	PSC72697.1
OG0003303	scaffold6.g2643.t1	PSC72756.1
OG0003304	scaffold6.g2645.t1	PSC71536.1
OG0003305	scaffold6.g2647.t1	PSC71543.1
OG0003306	scaffold6.g2649.t1	PSC71557.1
OG0003307	scaffold6.g2650.t1	PSC72675.1
OG0003308	scaffold6.g2657.t1	PSC72642.1
OG0003310	scaffold6.g2660.t1	PSC72761.1
OG0003311	scaffold6.g2662.t1	PSC71611.1
OG0003312	scaffold6.g2664.t1	PSC71607.1
OG0003313	scaffold6.g2665.t1	PSC71572.1
OG0003314	scaffold6.g2670.t1	PSC70885.1
OG0003315	scaffold6.g2672.t1	PSC72654.1
OG0003316	scaffold6.g2675.t1	PSC72716.1
OG0003317	scaffold6.g2676.t1	PSC72652.1
OG0003318	scaffold6.g2678.t1	PSC72783.1
OG0003319	scaffold6.g2680.t1	PSC72677.1
OG0003320	scaffold6.g2684.t1	PSC72869.1
OG0003321	scaffold6.g2685.t1	PSC72887.1
OG0003322	scaffold6.g2688.t1	PSC69028.1
OG0003323	scaffold6.g2689.t1	PSC69033.1
OG0003324	scaffold6.g2690.t1	PSC72780.1
OG0003325	scaffold6.g2693.t1	PSC72137.1
OG0003326	scaffold2.g7003.t1, scaffold6.g2694.t1	PSC73932.1
OG0003327	scaffold6.g2695.t1	PSC72717.1
OG0003328	scaffold6.g2696.t1	PSC72776.1
OG0003329	scaffold6.g2697.t1	PSC72779.1
OG0003330	scaffold6.g2704.t1	PSC72699.1
OG0003331	scaffold6.g2707.t1	PSC72706.1
OG0003332	scaffold6.g2709.t1	PSC72782.1
OG0003333	scaffold6.g2710.t1	PSC72823.1
OG0003334	scaffold6.g2712.t1	PSC72602.1
OG0003335	scaffold6.g2715.t1	PSC69082.1
OG0003336	scaffold6.g2722.t1	PSC69021.1
OG0003337	scaffold6.g2723.t1	PSC69017.1
OG0003338	scaffold6.g2724.t1	PSC72722.1
OG0003340	scaffold6.g2729.t1	PSC69066.1
OG0003341	scaffold6.g2730.t1	PSC71641.1
OG0003343	scaffold6.g2733.t1	PSC71619.1
OG0003344	scaffold6.g2738.t1	PSC72889.1, PSC72890.1
OG0003345	scaffold6.g2739.t1	PSC72883.1
OG0003346	scaffold6.g2744.t1	PSC72785.1
OG0003347	scaffold6.g2745.t1	PSC72698.1
OG0003348	scaffold6.g2747.t1	PSC72777.1
OG0003349	scaffold6.g2748.t1	PSC72689.1
OG0003350	scaffold6.g2751.t1	PSC72813.1
OG0003351	scaffold6.g2757.t1	PSC72899.1
OG0003352	scaffold6.g2759.t1	PSC72877.1
OG0003353	scaffold6.g2760.t1	PSC72700.1
OG0003354	scaffold6.g2762.t1	PSC72885.1
OG0003355	scaffold6.g2765.t1	PSC72884.1
OG0003356	scaffold6.g2768.t1	PSC76505.1
OG0003357	scaffold6.g2774.t1	PSC73554.1
OG0003358	scaffold6.g2775.t1	PSC76706.1, PSC76704.1
OG0003359	scaffold6.g2776.t1	PSC69023.1
OG0003360	scaffold6.g2779.t1	PSC70221.1
OG0003361	scaffold6.g2780.t1	PSC69044.1
OG0003362	scaffold6.g2785.t1	PSC72911.1
OG0003363	scaffold6.g2786.t1	PSC72612.1
OG0003364	scaffold6.g2789.t1	PSC73292.1
OG0003365	scaffold6.g2792.t1	PSC69054.1
OG0003366	scaffold6.g2794.t1	PSC75770.1
OG0003367	scaffold6.g2797.t1	PSC69046.1
OG0003368	scaffold6.g2800.t1	PSC69083.1
OG0003369	scaffold6.g2801.t1	PSC69062.1
OG0003370	scaffold6.g2802.t1	PSC69034.1
OG0003371	scaffold6.g2803.t1	PSC68992.1
OG0003372	scaffold6.g2804.t1	PSC69071.1
OG0003373	scaffold6.g2805.t1	PSC69006.1
OG0003374	scaffold6.g2813.t1	PSC71599.1
OG0003375	scaffold6.g2814.t1	PSC71468.1
OG0003376	scaffold6.g2816.t1	PSC67921.1
OG0003377	scaffold6.g2822.t1	PSC72758.1
OG0003378	scaffold6.g2824.t1	PSC72895.1
OG0003379	scaffold6.g2828.t1	PSC75390.1
OG0003380	scaffold6.g2830.t1	PSC72862.1
OG0003382	scaffold6.g2835.t1	PSC72671.1
OG0003383	scaffold6.g2840.t1	PSC72712.1
OG0003384	scaffold6.g2842.t1	PSC75311.1
OG0003385	scaffold6.g2845.t1	PSC73362.1
OG0003386	scaffold6.g2846.t1	PSC68949.1
OG0003387	scaffold6.g2848.t1	PSC73707.1
OG0003388	scaffold6.g2853.t1	PSC76073.1
OG0003389	scaffold6.g2855.t1	PSC75597.1
OG0003390	scaffold6.g2857.t1	PSC71455.1
OG0003391	scaffold6.g2858.t1	PSC71555.1
OG0003392	scaffold6.g2859.t1	PSC71637.1
OG0003393	scaffold6.g2862.t1	PSC71621.1
OG0003394	scaffold6.g2863.t1	PSC71502.1
OG0003395	scaffold6.g2868.t1	PSC69004.1
OG0003396	scaffold6.g2875.t1	PSC71534.1
OG0003397	scaffold6.g2877.t1	PSC71656.1
OG0003398	scaffold6.g2879.t1	PSC71491.1
OG0003399	scaffold6.g2882.t1	PSC76221.1
OG0003400	scaffold6.g2886.t1	PSC75265.1, PSC69060.1, PSC69059.1
OG0003401	scaffold6.g2887.t1	PSC69032.1
OG0003402	scaffold6.g2888.t1	PSC69030.1
OG0003403	scaffold6.g2889.t1	PSC68993.1
OG0003404	scaffold6.g2890.t1	PSC69063.1
OG0003405	scaffold6.g2899.t1	PSC69016.1
OG0003406	scaffold6.g2900.t1	PSC69072.1
OG0003407	scaffold6.g2906.t1	PSC69043.1
OG0003408	scaffold6.g2907.t1	PSC69078.1
OG0003409	scaffold6.g2910.t1	PSC69031.1
OG0003410	scaffold6.g2912.t1	PSC71817.1
OG0003411	scaffold6.g2914.t1	PSC69061.1
OG0003412	scaffold6.g2915.t1	PSC68639.1
OG0003413	scaffold6.g2917.t1	PSC69011.1
OG0003414	scaffold24.g2925.t1	PSC68438.1
OG0003415	scaffold24.g2930.t1	PSC75042.1
OG0003416	scaffold24.g2933.t1	PSC74913.1
OG0003417	scaffold24.g2936.t1	PSC67371.1
OG0003418	scaffold24.g2938.t1	PSC75091.1
OG0003419	scaffold24.g2939.t1	PSC73751.1
OG0003420	scaffold24.g2940.t1	PSC75199.1
OG0003421	scaffold24.g2941.t1	PSC74869.1
OG0003422	scaffold24.g2942.t1	PSC67375.1
OG0003423	scaffold24.g2943.t1	PSC67380.1
OG0003424	scaffold24.g2948.t1	PSC67391.1
OG0003425	scaffold24.g2951.t1	PSC69991.1
OG0003426	scaffold24.g2952.t1	PSC74892.1
OG0003427	scaffold24.g2956.t1	PSC70078.1
OG0003428	scaffold24.g2958.t1	PSC70018.1
OG0003429	scaffold24.g2961.t1	PSC70010.1
OG0003430	scaffold24.g2964.t1	PSC70004.1
OG0003431	scaffold24.g2965.t1	PSC70092.1
OG0003432	scaffold24.g2970.t1	PSC70093.1, PSC69981.1
OG0003433	scaffold24.g2971.t1	PSC70094.1
OG0003434	scaffold24.g2972.t1	PSC70048.1
OG0003435	scaffold24.g2982.t1	PSC75135.1
OG0003436	scaffold24.g2987.t1	PSC75081.1
OG0003437	scaffold24.g2989.t1	PSC75062.1
OG0003438	scaffold24.g2992.t1	PSC75039.1
OG0003439	scaffold9.g2997.t1	PSC74959.1
OG0003440	scaffold9.g2998.t1	PSC75000.1
OG0003441	scaffold9.g2999.t1	PSC75094.1
OG0003442	scaffold9.g3000.t1	PSC74816.1
OG0003443	scaffold9.g3002.t1	PSC74893.1
OG0003444	scaffold9.g3003.t1	PSC74855.1
OG0003445	scaffold9.g3008.t1	PSC68423.1
OG0003446	scaffold9.g3013.t1	PSC68146.1
OG0003447	scaffold9.g3014.t1	PSC68167.1
OG0003449	scaffold9.g3019.t1	PSC67346.1
OG0003450	scaffold9.g3020.t1	PSC69692.1
OG0003451	scaffold9.g3022.t1, scaffold2.g7118.t1	PSC72222.1
OG0003452	scaffold9.g3028.t1	PSC74813.1
OG0003453	scaffold9.g3032.t1	PSC68174.1
OG0003454	scaffold9.g3036.t1	PSC68162.1
OG0003455	scaffold9.g3037.t1	PSC67349.1
OG0003456	scaffold9.g3038.t1	PSC67338.1
OG0003457	scaffold9.g3042.t1	PSC67350.1
OG0003458	scaffold9.g3044.t1	PSC74820.1
OG0003459	scaffold9.g3045.t1	PSC75061.1
OG0003460	scaffold9.g3046.t1	PSC75028.1
OG0003461	scaffold9.g3047.t1	PSC75099.1
OG0003462	scaffold9.g3048.t1	PSC74815.1
OG0003463	scaffold9.g3049.t1	PSC74866.1
OG0003465	scaffold9.g3057.t1	PSC68476.1
OG0003466	scaffold9.g3063.t1	PSC67297.1
OG0003467	scaffold9.g3064.t1	PSC74966.1
OG0003469	scaffold9.g3070.t1	PSC74885.1
OG0003470	scaffold9.g3072.t1	PSC75040.1
OG0003471	scaffold9.g3074.t1	PSC75158.1
OG0003472	scaffold9.g3076.t1	PSC75194.1
OG0003473	scaffold9.g3081.t1	PSC75049.1
OG0003474	scaffold9.g3086.t1	PSC76207.1
OG0003476	scaffold9.g3089.t1	PSC75161.1
OG0003477	scaffold9.g3091.t1	PSC75190.1
OG0003478	scaffold9.g3095.t1	PSC74880.1
OG0003479	scaffold9.g3101.t1	PSC74903.1
OG0003480	scaffold9.g3103.t1	PSC75226.1
OG0003481	scaffold9.g3104.t1	PSC74942.1
OG0003482	scaffold9.g3107.t1	PSC74891.1
OG0003483	scaffold9.g3112.t1	PSC74972.1
OG0003484	scaffold9.g3113.t1	PSC74870.1
OG0003485	scaffold9.g3119.t1	PSC68157.1
OG0003486	scaffold9.g3120.t1	PSC68145.1, PSC68144.1
OG0003487	scaffold9.g3122.t1	PSC68154.1
OG0003488	scaffold9.g3133.t1	PSC72547.1
OG0003489	scaffold9.g3135.t1	PSC72251.1
OG0003490	scaffold9.g3137.t1	PSC74910.1
OG0003491	scaffold9.g3140.t1	PSC75008.1
OG0003492	scaffold9.g3147.t1	PSC74844.1
OG0003493	scaffold9.g3148.t1	PSC75014.1
OG0003494	scaffold9.g3151.t1	PSC75129.1
OG0003495	scaffold9.g3153.t1	PSC74821.1
OG0003496	scaffold9.g3166.t1	PSC75147.1
OG0003497	scaffold9.g3169.t1	PSC74860.1
OG0003498	scaffold9.g3170.t1	PSC71962.1
OG0003499	scaffold9.g3172.t1	PSC72338.1
OG0003500	scaffold9.g3174.t1	PSC68453.1, PSC68444.1
OG0003501	scaffold9.g3175.t1	PSC75641.1
OG0003502	scaffold9.g3184.t1	PSC68478.1
OG0003503	scaffold9.g3190.t1	PSC68449.1
OG0003504	scaffold9.g3193.t1	PSC68443.1
OG0003505	scaffold9.g3196.t1	PSC68479.1
OG0003506	scaffold9.g3198.t1	PSC68431.1
OG0003507	scaffold9.g3199.t1	PSC68435.1
OG0003508	scaffold9.g3200.t1	PSC69745.1
OG0003509	scaffold9.g3208.t1	PSC70305.1
OG0003510	scaffold9.g3209.t1	PSC68407.1
OG0003512	scaffold9.g3217.t1	PSC68486.1
OG0003513	scaffold9.g3218.t1	PSC68408.1
OG0003514	scaffold9.g3219.t1	PSC67342.1
OG0003515	scaffold9.g3221.t1	PSC67344.1
OG0003516	scaffold9.g3225.t1	PSC75584.1
OG0003517	scaffold9.g3229.t1, scaffold34.g4507.t1	PSC69300.1
OG0003518	scaffold9.g3238.t1	PSC74905.1
OG0003519	scaffold9.g3239.t1	PSC75029.1
OG0003520	scaffold9.g3240.t1	PSC74879.1
OG0003521	scaffold9.g3245.t1	PSC75167.1
OG0003522	scaffold9.g3246.t1	PSC74993.1
OG0003523	scaffold9.g3248.t1	PSC69390.1
OG0003524	scaffold9.g3250.t1	PSC69324.1
OG0003525	scaffold9.g3251.t1	PSC74980.1
OG0003526	scaffold9.g3252.t1	PSC68158.1
OG0003527	scaffold9.g3254.t1	PSC68147.1
OG0003528	scaffold9.g3255.t1	PSC68151.1
OG0003529	scaffold9.g3260.t1	PSC75031.1, PSC74856.1
OG0003530	scaffold9.g3262.t1	PSC71344.1
OG0003531	scaffold9.g3265.t1	PSC70700.1
OG0003532	scaffold9.g3266.t1	PSC74953.1
OG0003533	scaffold9.g3267.t1	PSC69690.1
OG0003534	scaffold9.g3268.t1	PSC74814.1
OG0003535	scaffold9.g3269.t1	PSC69429.1
OG0003536	scaffold9.g3272.t1	PSC73347.1
OG0003537	scaffold9.g3275.t1	PSC68148.1
OG0003538	scaffold9.g3277.t1	PSC75645.1
OG0003539	scaffold9.g3281.t1	PSC74135.1
OG0003540	scaffold9.g3285.t1	PSC74194.1
OG0003541	scaffold9.g3287.t1	PSC73997.1
OG0003542	scaffold9.g3289.t1	PSC74295.1
OG0003543	scaffold9.g3302.t1	PSC75479.1
OG0003544	scaffold9.g3305.t1	PSC75073.1
OG0003545	scaffold9.g3307.t1	PSC74970.1
OG0003546	scaffold9.g3308.t1	PSC75074.1
OG0003547	scaffold9.g3311.t1	PSC74853.1
OG0003548	scaffold9.g3313.t1	PSC74957.1
OG0003549	scaffold26.g3315.t1	PSC73283.1
OG0003550	scaffold26.g3319.t1	PSC73382.1
OG0003551	scaffold26.g3321.t1	PSC75230.1
OG0003552	scaffold26.g3322.t1	PSC70491.1
OG0003553	scaffold26.g3324.t1	PSC73297.1
OG0003554	scaffold26.g3325.t1	PSC70632.1
OG0003555	scaffold26.g3326.t1	PSC70059.1
OG0003556	scaffold26.g3328.t1	PSC70649.1
OG0003557	scaffold26.g3330.t1	PSC73731.1
OG0003558	scaffold26.g3335.t1	PSC70630.1
OG0003559	scaffold26.g3338.t1	PSC73254.1
OG0003560	scaffold26.g3339.t1	PSC73328.1
OG0003561	scaffold26.g3349.t1	PSC74689.1
OG0003562	scaffold26.g3352.t1	PSC75219.1
